ztfg_peak_mag,ztfg_peak_time,ztfg_rise_rate,ztfg_fade_rate,ztfg_fwhm,ztfg_rise_hwhm,ztfg_fade_hwhm,ztfr_peak_mag,ztfr_peak_time,ztfr_rise_rate,ztfr_fade_rate,ztfr_fwhm,ztfr_rise_hwhm,ztfr_fade_hwhm,ztfi_peak_mag,ztfi_peak_time,ztfi_rise_rate,ztfi_fade_rate,ztfi_fwhm,ztfi_rise_hwhm,ztfi_fade_hwhm,ztfg_peak_gr_color,ztfg_peak_gi_color,ztfr_peak_gr_color,ztfr_peak_ri_color,ztfi_peak_gi_color,ztfi_peak_ri_color,model,obj_id
-14.751,0.5,,0.7200000000000001,,,,-15.158,0.5,,0.5066666666666665,,,,-14.978,0.5,,0.37866666666666643,,,,0.40700000000000003,0.2270000000000003,0.40700000000000003,-0.17999999999999972,0.2270000000000003,-0.17999999999999972,bulla_2019,nph1.0e+06_mej0.01_phi15_T5.0e+03_theta36.87_dMpc0
-14.669,0.5,,0.7126666666666672,,,,-15.071,0.5,,0.5026666666666664,,,,-14.894,0.5,,0.38133333333333397,,,,0.40199999999999925,0.22499999999999964,0.40199999999999925,-0.1769999999999996,0.22499999999999964,-0.1769999999999996,bulla_2019,nph1.0e+06_mej0.01_phi15_T5.0e+03_theta45.57_dMpc0
-14.585,0.5,,0.7013333333333343,,,,-14.987,0.5,,0.5013333333333337,,,,-14.808,0.5,,0.3860000000000004,,,,0.40199999999999925,0.22299999999999898,0.40199999999999925,-0.17900000000000027,0.22299999999999898,-0.17900000000000027,bulla_2019,nph1.0e+06_mej0.01_phi15_T5.0e+03_theta53.13_dMpc0
-14.507,0.5,,0.6926666666666664,,,,-14.908,0.5,,0.5033333333333326,,,,-14.717,0.5,,0.3920000000000006,,,,0.4009999999999998,0.21000000000000085,0.4009999999999998,-0.19099999999999895,0.21000000000000085,-0.19099999999999895,bulla_2019,nph1.0e+06_mej0.01_phi15_T5.0e+03_theta60.00_dMpc0
-14.438,0.5,,0.6846666666666673,,,,-14.838,0.5,,0.5093333333333329,,,,-14.631,0.5,,0.4033333333333336,,,,0.3999999999999986,0.19299999999999962,0.3999999999999986,-0.20699999999999896,0.19299999999999962,-0.20699999999999896,bulla_2019,nph1.0e+06_mej0.01_phi15_T5.0e+03_theta66.42_dMpc0
-14.384,0.5,,0.6786666666666671,,,,-14.784,0.5,,0.5246666666666672,,,,-14.557,0.5,,0.4253333333333333,,,,0.40000000000000036,0.17300000000000004,0.40000000000000036,-0.2270000000000003,0.17300000000000004,-0.2270000000000003,bulla_2019,nph1.0e+06_mej0.01_phi15_T5.0e+03_theta72.54_dMpc0
-14.33,0.5,,0.6799999999999997,,,,-14.733,0.5,,0.5653333333333338,,,,-14.496,0.5,,0.47866666666666663,,,,0.40300000000000047,0.16600000000000037,0.40300000000000047,-0.2370000000000001,0.16600000000000037,-0.2370000000000001,bulla_2019,nph1.0e+06_mej0.01_phi15_T5.0e+03_theta78.46_dMpc0
-14.263,0.5,,0.6926666666666664,,,,-14.671,0.5,,0.6439999999999996,,,,-14.429,0.5,,0.5800000000000006,,,,0.4079999999999995,0.16600000000000037,0.4079999999999995,-0.2419999999999991,0.16600000000000037,-0.2419999999999991,bulla_2019,nph1.0e+06_mej0.01_phi15_T5.0e+03_theta84.26_dMpc0
-14.242,0.5,,0.7033333333333344,,,,-14.648,0.5,,0.6833333333333336,,,,-14.4,0.5,,0.6326666666666666,,,,0.4059999999999988,0.15799999999999947,0.4059999999999988,-0.24799999999999933,0.15799999999999947,-0.24799999999999933,bulla_2019,nph1.0e+06_mej0.01_phi15_T5.0e+03_theta90.00_dMpc0
-14.737,0.5,,0.44466666666666654,,,,-14.915,0.5,,0.274666666666666,,,,-14.638,0.5,,0.1980000000000004,1.0,,0.5,0.17799999999999905,-0.0990000000000002,0.17799999999999905,-0.27699999999999925,-0.0990000000000002,-0.27699999999999925,bulla_2019,nph1.0e+06_mej0.01_phi15_T7.0e+03_theta0.00_dMpc0
-14.648,0.5,,0.43933333333333263,,,,-14.828,0.5,,0.27399999999999974,,,,-14.558,0.5,,0.199333333333333,1.0,,0.5,0.17999999999999972,-0.08999999999999986,0.17999999999999972,-0.2699999999999996,-0.08999999999999986,-0.2699999999999996,bulla_2019,nph1.0e+06_mej0.01_phi15_T7.0e+03_theta25.84_dMpc0
-14.563,0.5,,0.4366666666666674,,,,-14.737,0.5,,0.27333333333333343,,,,-14.477,0.5,,0.206666666666667,1.0,,0.5,0.1739999999999995,-0.0860000000000003,0.1739999999999995,-0.2599999999999998,-0.0860000000000003,-0.2599999999999998,bulla_2019,nph1.0e+06_mej0.01_phi15_T7.0e+03_theta36.87_dMpc0
-14.476,0.5,,0.43466666666666737,,,,-14.646,0.5,,0.2753333333333335,,,,-14.387,0.5,,0.21199999999999974,1.0,,0.5,0.16999999999999993,-0.08900000000000041,0.16999999999999993,-0.25900000000000034,-0.08900000000000041,-0.25900000000000034,bulla_2019,nph1.0e+06_mej0.01_phi15_T7.0e+03_theta45.57_dMpc0
-14.39,0.5,,0.4319999999999998,,,,-14.554,0.5,,0.27999999999999997,,,,-14.29,0.5,,0.2173333333333325,1.0,,0.5,0.1639999999999997,-0.10000000000000142,0.1639999999999997,-0.2640000000000011,-0.10000000000000142,-0.2640000000000011,bulla_2019,nph1.0e+06_mej0.01_phi15_T7.0e+03_theta53.13_dMpc0
-14.31,0.5,,0.4319999999999998,,,,-14.466,0.5,,0.28666666666666646,,,,-14.192,0.5,,0.23066666666666671,1.0,,0.5,0.1559999999999988,-0.11800000000000033,0.1559999999999988,-0.27399999999999913,-0.11800000000000033,-0.27399999999999913,bulla_2019,nph1.0e+06_mej0.01_phi15_T7.0e+03_theta60.00_dMpc0
-14.235,0.5,,0.4299999999999997,,,,-14.391,0.5,,0.30399999999999966,,,,-14.097,0.5,,0.2506666666666663,,,,0.15600000000000058,-0.1379999999999999,0.15600000000000058,-0.2940000000000005,-0.1379999999999999,-0.2940000000000005,bulla_2019,nph1.0e+06_mej0.01_phi15_T7.0e+03_theta66.42_dMpc0
-14.179,0.5,,0.4319999999999998,,,,-14.337,0.5,,0.32999999999999946,,,,-14.015,0.5,,0.2853333333333339,,,,0.15799999999999947,-0.1639999999999997,0.15799999999999947,-0.3219999999999992,-0.1639999999999997,-0.3219999999999992,bulla_2019,nph1.0e+06_mej0.01_phi15_T7.0e+03_theta72.54_dMpc0
-14.126,0.5,,0.44533333333333286,,,,-14.299,0.5,,0.3813333333333328,,,,-13.944,0.5,,0.3340000000000008,,,,0.17300000000000004,-0.1819999999999986,0.17300000000000004,-0.35499999999999865,-0.1819999999999986,-0.35499999999999865,bulla_2019,nph1.0e+06_mej0.01_phi15_T7.0e+03_theta78.46_dMpc0
-14.066,0.5,,0.47200000000000014,,,,-14.251,0.5,,0.46799999999999997,,,,-13.882,0.5,,0.4299999999999997,,,,0.18499999999999872,-0.18400000000000105,0.18499999999999872,-0.3689999999999998,-0.18400000000000105,-0.3689999999999998,bulla_2019,nph1.0e+06_mej0.01_phi15_T7.0e+03_theta84.26_dMpc0
-14.045,0.5,,0.4853333333333332,,,,-14.235,0.5,,0.511333333333333,,,,-13.844,0.5,,0.4773333333333329,,,,0.1899999999999995,-0.2010000000000005,0.1899999999999995,-0.391,-0.2010000000000005,-0.391,bulla_2019,nph1.0e+06_mej0.01_phi15_T7.0e+03_theta90.00_dMpc0
-14.491,0.5,,0.23599999999999946,,,,-14.52,0.5,,0.10599999999999928,1.0,,0.5,-14.2,0.5,,0.05599999999999975,1.0,,0.5,0.028999999999999915,-0.29100000000000037,0.028999999999999915,-0.3200000000000003,-0.29100000000000037,-0.3200000000000003,bulla_2019,nph1.0e+06_mej0.01_phi15_T9.0e+03_theta0.00_dMpc0
-14.401,0.5,,0.23666666666666694,,,,-14.428,0.5,,0.10400000000000038,1.0,,0.5,-14.114,0.5,,0.05600000000000094,1.0,,0.5,0.027000000000001023,-0.28699999999999903,0.027000000000001023,-0.31400000000000006,-0.28699999999999903,-0.31400000000000006,bulla_2019,nph1.0e+06_mej0.01_phi15_T9.0e+03_theta25.84_dMpc0
-14.311,0.5,,0.23666666666666694,,,,-14.337,0.5,,0.10733333333333306,1.0,,0.5,-14.016,0.5,,0.05466666666666716,2.0,,1.0,0.0259999999999998,-0.29499999999999993,0.0259999999999998,-0.32099999999999973,-0.29499999999999993,-0.32099999999999973,bulla_2019,nph1.0e+06_mej0.01_phi15_T9.0e+03_theta36.87_dMpc0
-14.22,0.5,,0.23466666666666688,,,,-14.242,0.5,,0.1113333333333344,1.0,,0.5,-13.92,0.5,,0.058666666666666124,2.0,,1.0,0.02200000000000024,-0.3000000000000007,0.02200000000000024,-0.32200000000000095,-0.3000000000000007,-0.32200000000000095,bulla_2019,nph1.0e+06_mej0.01_phi15_T9.0e+03_theta45.57_dMpc0
-14.131,0.5,,0.23666666666666694,,,,-14.145,0.5,,0.11733333333333344,1.0,,0.5,-13.815,0.5,,0.06199999999999998,2.0,,1.0,0.013999999999999346,-0.3160000000000007,0.013999999999999346,-0.33000000000000007,-0.3160000000000007,-0.33000000000000007,bulla_2019,nph1.0e+06_mej0.01_phi15_T9.0e+03_theta53.13_dMpc0
-14.042,0.5,,0.23533333333333317,,,,-14.054,0.5,,0.1306666666666665,1.0,,0.5,-13.709,0.5,,0.07333333333333296,1.0,,0.5,0.012000000000000455,-0.3330000000000002,0.012000000000000455,-0.34500000000000064,-0.3330000000000002,-0.34500000000000064,bulla_2019,nph1.0e+06_mej0.01_phi15_T9.0e+03_theta60.00_dMpc0
-13.964,0.5,,0.23600000000000065,,,,-13.976,0.5,,0.15133333333333354,1.0,,0.5,-13.607,0.5,,0.09666666666666639,1.0,,0.5,0.012000000000000455,-0.3570000000000011,0.012000000000000455,-0.36900000000000155,-0.3570000000000011,-0.36900000000000155,bulla_2019,nph1.0e+06_mej0.01_phi15_T9.0e+03_theta66.42_dMpc0
-13.904,0.5,,0.2406666666666671,,,,-13.918,0.5,,0.18133333333333232,1.0,,0.5,-13.516,0.5,,0.13200000000000026,1.0,,0.5,0.013999999999999346,-0.3879999999999999,0.013999999999999346,-0.40199999999999925,-0.3879999999999999,-0.40199999999999925,bulla_2019,nph1.0e+06_mej0.01_phi15_T9.0e+03_theta72.54_dMpc0
-13.851,0.5,,0.2593333333333341,,,,-13.882,0.5,,0.23199999999999932,1.0,,0.5,-13.448,0.5,,0.18533333333333366,1.0,,0.5,0.030999999999998806,-0.40300000000000047,0.030999999999998806,-0.4339999999999993,-0.40300000000000047,-0.4339999999999993,bulla_2019,nph1.0e+06_mej0.01_phi15_T9.0e+03_theta78.46_dMpc0
-13.791,0.5,,0.2920000000000004,,,,-13.839,0.5,,0.31333333333333374,,,,-13.374,0.5,,0.26533333333333314,,,,0.04800000000000004,-0.4169999999999998,0.04800000000000004,-0.46499999999999986,-0.4169999999999998,-0.46499999999999986,bulla_2019,nph1.0e+06_mej0.01_phi15_T9.0e+03_theta84.26_dMpc0
-13.771,0.5,,0.30666666666666725,,,,-13.826,0.5,,0.35666666666666674,,,,-13.342,0.5,,0.3126666666666675,,,,0.054999999999999716,-0.42900000000000027,0.054999999999999716,-0.484,-0.42900000000000027,-0.484,bulla_2019,nph1.0e+06_mej0.01_phi15_T9.0e+03_theta90.00_dMpc0
-14.664,0.5,,1.2673333333333332,,,,-15.508,0.5,,1.0199999999999996,,,,-15.635,0.5,,0.7479999999999999,,,,0.8439999999999994,0.9710000000000001,0.8439999999999994,0.12700000000000067,0.9710000000000001,0.12700000000000067,bulla_2019,nph1.0e+06_mej0.01_phi30_T3.0e+03_theta0.00_dMpc0
-14.557,0.5,,1.2326666666666668,,,,-15.417,0.5,,0.9939999999999998,,,,-15.56,0.5,,0.738666666666667,,,,0.8599999999999994,1.0030000000000001,0.8599999999999994,0.14300000000000068,1.0030000000000001,0.14300000000000068,bulla_2019,nph1.0e+06_mej0.01_phi30_T3.0e+03_theta25.84_dMpc0
-14.45,0.5,,1.199333333333333,,,,-15.326,0.5,,0.9686666666666675,,,,-15.486,0.5,,0.7346666666666669,,,,0.8760000000000012,1.0360000000000014,0.8760000000000012,0.16000000000000014,1.0360000000000014,0.16000000000000014,bulla_2019,nph1.0e+06_mej0.01_phi30_T3.0e+03_theta36.87_dMpc0
-14.339,0.5,,1.1640000000000004,,,,-15.234,0.5,,0.9466666666666667,,,,-15.407,0.5,,0.7333333333333331,,,,0.8949999999999996,1.0679999999999996,0.8949999999999996,0.17300000000000004,1.0679999999999996,0.17300000000000004,bulla_2019,nph1.0e+06_mej0.01_phi30_T3.0e+03_theta45.57_dMpc0
-14.223,0.5,,1.1320000000000003,,,,-15.137,0.5,,0.924666666666667,,,,-15.325,0.5,,0.7313333333333331,,,,0.9139999999999997,1.1019999999999985,0.9139999999999997,0.18799999999999883,1.1019999999999985,0.18799999999999883,bulla_2019,nph1.0e+06_mej0.01_phi30_T3.0e+03_theta53.13_dMpc0
-14.103,0.5,,1.0973333333333326,,,,-15.034,0.5,,0.9013333333333335,,,,-15.238,0.5,,0.7306666666666667,,,,0.9310000000000009,1.1349999999999998,0.9310000000000009,0.20399999999999885,1.1349999999999998,0.20399999999999885,bulla_2019,nph1.0e+06_mej0.01_phi30_T3.0e+03_theta60.00_dMpc0
-13.942,0.5,,1.0666666666666664,,,,-14.877,0.5,,0.9053333333333337,,,,-15.117,0.5,,0.776000000000001,,,,0.9350000000000005,1.1750000000000007,0.9350000000000005,0.2400000000000002,1.1750000000000007,0.2400000000000002,bulla_2019,nph1.0e+06_mej0.01_phi30_T3.0e+03_theta66.42_dMpc0
-13.755,0.5,,1.0446666666666669,,,,-14.679,0.5,,0.9200000000000005,,,,-14.973,0.5,,0.8433333333333337,,,,0.9239999999999995,1.218,0.9239999999999995,0.2940000000000005,1.218,0.2940000000000005,bulla_2019,nph1.0e+06_mej0.01_phi30_T3.0e+03_theta72.54_dMpc0
-13.584,0.5,,1.0259999999999998,,,,-14.479,0.5,,0.9146666666666666,,,,-14.83,0.5,,0.8833333333333329,,,,0.8949999999999996,1.2460000000000004,0.8949999999999996,0.35100000000000087,1.2460000000000004,0.35100000000000087,bulla_2019,nph1.0e+06_mej0.01_phi30_T3.0e+03_theta78.46_dMpc0
-13.464,0.5,,1.0146666666666668,,,,-14.332,0.5,,0.9013333333333335,,,,-14.723,0.5,,0.8980000000000009,,,,0.8680000000000003,1.2590000000000003,0.8680000000000003,0.391,1.2590000000000003,0.391,bulla_2019,nph1.0e+06_mej0.01_phi30_T3.0e+03_theta84.26_dMpc0
-13.419,0.5,,1.0106666666666666,,,,-14.28,0.5,,0.896666666666666,,,,-14.685,0.5,,0.9033333333333337,,,,0.8609999999999989,1.266,0.8609999999999989,0.40500000000000114,1.266,0.40500000000000114,bulla_2019,nph1.0e+06_mej0.01_phi30_T3.0e+03_theta90.00_dMpc0
-14.815,0.5,,0.75,,,,-15.216,0.5,,0.4939999999999998,,,,-15.132,0.5,,0.34400000000000003,,,,0.4009999999999998,0.31700000000000017,0.4009999999999998,-0.08399999999999963,0.31700000000000017,-0.08399999999999963,bulla_2019,nph1.0e+06_mej0.01_phi30_T5.0e+03_theta0.00_dMpc0
-14.697,0.5,,0.7266666666666666,,,,-15.12,0.5,,0.48066666666666674,,,,-15.061,0.5,,0.3460000000000001,,,,0.42300000000000004,0.36400000000000077,0.42300000000000004,-0.058999999999999275,0.36400000000000077,-0.058999999999999275,bulla_2019,nph1.0e+06_mej0.01_phi30_T5.0e+03_theta25.84_dMpc0
-14.58,0.5,,0.7053333333333333,,,,-15.028,0.5,,0.475333333333334,,,,-14.986,0.5,,0.34933333333333394,,,,0.4480000000000004,0.4060000000000006,0.4480000000000004,-0.041999999999999815,0.4060000000000006,-0.041999999999999815,bulla_2019,nph1.0e+06_mej0.01_phi30_T5.0e+03_theta36.87_dMpc0
-14.464,0.5,,0.6886666666666675,,,,-14.936,0.5,,0.4746666666666665,,,,-14.906,0.5,,0.35533333333333417,,,,0.47199999999999953,0.44200000000000017,0.47199999999999953,-0.02999999999999936,0.44200000000000017,-0.02999999999999936,bulla_2019,nph1.0e+06_mej0.01_phi30_T5.0e+03_theta45.57_dMpc0
-14.347,0.5,,0.6739999999999995,,,,-14.839,0.5,,0.4740000000000002,,,,-14.824,0.5,,0.36666666666666714,,,,0.4920000000000009,0.4770000000000003,0.4920000000000009,-0.015000000000000568,0.4770000000000003,-0.015000000000000568,bulla_2019,nph1.0e+06_mej0.01_phi30_T5.0e+03_theta53.13_dMpc0
-14.225,0.5,,0.6593333333333327,,,,-14.735,0.5,,0.4746666666666665,,,,-14.739,0.5,,0.38000000000000017,,,,0.5099999999999998,0.5140000000000011,0.5099999999999998,0.004000000000001336,0.5140000000000011,0.004000000000001336,bulla_2019,nph1.0e+06_mej0.01_phi30_T5.0e+03_theta60.00_dMpc0
-14.059,0.5,,0.6573333333333325,,,,-14.601,0.5,,0.5126666666666667,,,,-14.644,0.5,,0.42000000000000054,,,,0.5420000000000016,0.5850000000000009,0.5420000000000016,0.04299999999999926,0.5850000000000009,0.04299999999999926,bulla_2019,nph1.0e+06_mej0.01_phi30_T5.0e+03_theta66.42_dMpc0
-13.862,0.5,,0.6620000000000003,,,,-14.43,0.5,,0.5713333333333329,,,,-14.532,0.5,,0.48799999999999955,,,,0.5679999999999996,0.6699999999999999,0.5679999999999996,0.10200000000000031,0.6699999999999999,0.10200000000000031,bulla_2019,nph1.0e+06_mej0.01_phi30_T5.0e+03_theta72.54_dMpc0
-13.676,0.5,,0.6600000000000001,,,,-14.24,0.5,,0.6040000000000004,,,,-14.398,0.5,,0.5386666666666665,,,,0.5640000000000001,0.7219999999999995,0.5640000000000001,0.15799999999999947,0.7219999999999995,0.15799999999999947,bulla_2019,nph1.0e+06_mej0.01_phi30_T5.0e+03_theta78.46_dMpc0
-13.542,0.5,,0.6566666666666663,,,,-14.089,0.5,,0.6120000000000007,,,,-14.291,0.5,,0.5680000000000002,,,,0.5470000000000006,0.7490000000000006,0.5470000000000006,0.20199999999999996,0.7490000000000006,0.20199999999999996,bulla_2019,nph1.0e+06_mej0.01_phi30_T5.0e+03_theta84.26_dMpc0
-13.493,0.5,,0.656,,,,-14.035,0.5,,0.614666666666667,,,,-14.252,0.5,,0.5800000000000006,,,,0.5419999999999998,0.7590000000000003,0.5419999999999998,0.21700000000000053,0.7590000000000003,0.21700000000000053,bulla_2019,nph1.0e+06_mej0.01_phi30_T5.0e+03_theta90.00_dMpc0
-14.632,0.5,,0.40866666666666634,,,,-14.797,0.5,,0.2146666666666673,1.0,,0.5,-14.642,0.5,,0.11533333333333336,1.0,,0.5,0.16500000000000092,0.009999999999999787,0.16500000000000092,-0.15500000000000114,0.009999999999999787,-0.15500000000000114,bulla_2019,nph1.0e+06_mej0.01_phi30_T7.0e+03_theta0.00_dMpc0
-14.506,0.5,,0.39266666666666694,,,,-14.702,0.5,,0.20933333333333337,1.0,,0.5,-14.567,0.5,,0.12133333333333358,1.0,,0.5,0.19599999999999973,0.06099999999999994,0.19599999999999973,-0.1349999999999998,0.06099999999999994,-0.1349999999999998,bulla_2019,nph1.0e+06_mej0.01_phi30_T7.0e+03_theta25.84_dMpc0
-14.386,0.5,,0.3793333333333327,,,,-14.607,0.5,,0.2073333333333333,1.0,,0.5,-14.489,0.5,,0.12933333333333388,1.0,,0.5,0.22100000000000009,0.10300000000000153,0.22100000000000009,-0.11799999999999855,0.10300000000000153,-0.11799999999999855,bulla_2019,nph1.0e+06_mej0.01_phi30_T7.0e+03_theta36.87_dMpc0
-14.268,0.5,,0.3719999999999999,,,,-14.51,0.5,,0.2079999999999996,1.0,,0.5,-14.408,0.5,,0.1393333333333331,1.0,,0.5,0.2419999999999991,0.1399999999999988,0.2419999999999991,-0.10200000000000031,0.1399999999999988,-0.10200000000000031,bulla_2019,nph1.0e+06_mej0.01_phi30_T7.0e+03_theta45.57_dMpc0
-14.149,0.5,,0.36466666666666586,,,,-14.41,0.5,,0.21266666666666723,1.0,,0.5,-14.322,0.5,,0.1493333333333323,1.0,,0.5,0.261000000000001,0.17300000000000004,0.261000000000001,-0.08800000000000097,0.17300000000000004,-0.08800000000000097,bulla_2019,nph1.0e+06_mej0.01_phi30_T7.0e+03_theta53.13_dMpc0
-14.026,0.5,,0.35866666666666686,,,,-14.309,0.5,,0.22066666666666634,1.0,,0.5,-14.234,0.5,,0.1633333333333328,1.0,,0.5,0.2829999999999995,0.20800000000000018,0.2829999999999995,-0.07499999999999929,0.20800000000000018,-0.07499999999999929,bulla_2019,nph1.0e+06_mej0.01_phi30_T7.0e+03_theta60.00_dMpc0
-13.86,0.5,,0.3639999999999996,,,,-14.188,0.5,,0.25466666666666765,,,,-14.145,0.5,,0.19000000000000009,1.0,,0.5,0.3280000000000012,0.28500000000000014,0.3280000000000012,-0.04300000000000104,0.28500000000000014,-0.04300000000000104,bulla_2019,nph1.0e+06_mej0.01_phi30_T7.0e+03_theta66.42_dMpc0
-13.656,0.5,,0.37399999999999994,,,,-14.031,0.5,,0.3093333333333336,,,,-14.048,0.5,,0.24666666666666615,,,,0.375,0.39199999999999946,0.375,0.01699999999999946,0.39199999999999946,0.01699999999999946,bulla_2019,nph1.0e+06_mej0.01_phi30_T7.0e+03_theta72.54_dMpc0
-13.455,0.5,,0.3773333333333338,,,,-13.842,0.5,,0.34400000000000003,,,,-13.922,0.5,,0.28866666666666657,,,,0.38700000000000045,0.4670000000000005,0.38700000000000045,0.08000000000000007,0.4670000000000005,0.08000000000000007,bulla_2019,nph1.0e+06_mej0.01_phi30_T7.0e+03_theta78.46_dMpc0
-13.308,0.5,,0.3719999999999999,,,,-13.693,0.5,,0.355333333333333,,,,-13.817,0.5,,0.3186666666666665,,,,0.3849999999999998,0.5090000000000003,0.3849999999999998,0.12400000000000055,0.5090000000000003,0.12400000000000055,bulla_2019,nph1.0e+06_mej0.01_phi30_T7.0e+03_theta84.26_dMpc0
-13.256,0.5,,0.3693333333333335,,,,-13.645,0.5,,0.3626666666666658,,,,-13.776,0.5,,0.3266666666666668,,,,0.38899999999999935,0.5199999999999996,0.38899999999999935,0.13100000000000023,0.5199999999999996,0.13100000000000023,bulla_2019,nph1.0e+06_mej0.01_phi30_T7.0e+03_theta90.00_dMpc0
-14.374,0.5,,0.19533333333333402,1.0,,0.5,-14.399,0.5,,0.03799999999999907,2.0,,1.0,-14.254,1.0,-0.14399999999999835,0.1733333333333332,0.5,,0.5,0.02499999999999858,-0.19200000000000017,0.02499999999999858,-0.21699999999999875,0.17300000000000004,-0.08800000000000097,bulla_2019,nph1.0e+06_mej0.01_phi30_T9.0e+03_theta0.00_dMpc0
