obj_id,type,category,redshift,ztfg_peak_time,ztfg_peak_mag,ztfr_peak_time,ztfr_peak_mag,ztfi_peak_time,ztfi_peak_mag,ztfg_peak_gr_color,ztfg_peak_gi_color,ztfr_peak_gr_color,ztfr_peak_ri_color,ztfi_peak_gi_color,ztfi_peak_ri_color,ztfg_fwhm,ztfr_fwhm,ztfi_fwhm,ztfg_rise_hwhm,ztfr_rise_hwhm,ztfi_rise_hwhm,ztfg_fade_hwhm,ztfr_fade_hwhm,ztfi_fade_hwhm,ztfg_rise_duration,ztfg_rise_rate,ztfr_rise_duration,ztfr_rise_rate,ztfi_rise_duration,ztfi_rise_rate,ztfg_fade_duration,ztfg_fade_rate,ztfr_fade_duration,ztfr_fade_rate,ztfi_fade_duration,ztfi_fade_rate
ZTF21abbvvmf,IIb,IIb,0.010945,22.50885756126511,-17.268783610314998,21.38987037848711,-17.379937987139332,23.025313184085725,-17.292912247698858,0.108302429701574,0.02349871620645061,0.11458703010986326,-0.09346338341726224,0.024749633053023246,-0.08103286201832915,29.567084406480173,30.341767840711093,30.470881746416246,12.093669167716055,11.749365419168976,13.513922130472745,17.47341523876412,18.59240242154212,16.956959615943504,22.50885756126511,-0.10411976383546724,21.38987037848711,-0.11828905396804755,23.025313184085725,-0.12978002456868662,1.9797465541456916,0.0045402353872323,1.979746554145688,0.004384733505910147,1.979746554145688,0.004367338027799513
ZTF21abexegc,Cataclysmic,Galactic,0.0,0.0,18.113884074045234,0.0,18.0534453819377,,,0.060438692107535275,,0.060438692107535275,,,,3.8895345083563706,5.078003385909707,,,,,1.9447672541781853,2.5390016929548533,,,,,,,,1.9987885667942464,0.3898377209943618,1.9987885667942464,0.2825390843979261,,
ZTF21abfmpwn,Afterglow,Afterglow,1.1345,0.0,-25.995617100156707,0.0,-26.25176188171988,,,0.25614478156317233,,0.25614478156317233,,,,0.5863774827121196,0.6833722542885604,,,,,0.2931887413560598,0.3416861271442802,,,,,,,,1.1011111000552771,2.108728641851014,1.1011111000552771,2.029502882488745,,
ZTF21abhywxv,Ib/c;Ib-pec,Misc SNe,0.049,0.0,-17.17737427599646,0.0,-16.942126251293192,,,-0.23524802470326733,,-0.23524802470326733,,,,1.8570044624663,2.0491083723766073,,,,,0.92850223123315,1.0245541861883036,,,,,,,,1.9850737357398385,1.093846829352565,1.9850737357398385,1.0103757683349703,,
ZTF21aciosfu,Cataclysmic,Galactic,0.0,0.0,17.790161864531893,0.0,17.70221164994235,,,0.08795021458954366,,0.08795021458954366,,,,10.514515891783052,10.212374630524918,,,,,5.257257945891526,5.106187315262459,,,,,,,,1.994132324303682,0.0837814618083908,1.994132324303682,0.08711578433238236,,
ZTF22aaajecp,TDE,Other,1.1933,0.0,-25.23501328247612,0.0,-25.58200866516211,0.0,-25.779763413572944,0.3469953826859893,0.5447501310968228,0.3469953826859893,0.19775474841083351,0.5447501310968228,0.19775474841083351,3.9731249995529647,3.066345720375712,3.686773648233833,,,,1.9865624997764824,1.533172860187856,1.8433868241169165,,,,,,,1.9865624997764824,0.36665828267192,1.9865624997764824,0.40810567821576527,1.9865624997764824,0.39958639247402444
ZTF22aabjpxh,Afterglow,Afterglow,0.293,0.0,-24.202251372893063,0.0,-24.37553900972033,0.0,-24.38325010666392,0.17328763682726844,0.1809987337708563,0.17328763682726844,0.007711096943587847,0.1809987337708563,0.007711096943587847,1.151374290563032,1.1736328445106476,1.2444555161621522,,,,0.575687145281516,0.5868164222553238,0.6222277580810761,,,,,,,1.010740699712187,2.8420634087929146,1.010740699712187,2.411685602460115,1.010740699712187,1.9445788341205865
ZTF22aahgvlx,IIb,IIb,0.056,0.0,-18.14997207947497,0.0,-18.07291286362509,0.0,-17.853375145389307,-0.07705921584988218,-0.2965969340856631,-0.07705921584988218,-0.21953771823578094,-0.2965969340856631,-0.21953771823578094,5.616142081322376,6.719312847296412,10.078969270944619,,,,2.808071040661188,3.359656423648206,5.039484635472309,,,,,,,1.9806929661806587,0.2306189085375717,1.9806929661806587,0.190065930131062,1.9806929661806587,0.1388887450813013
ZTF22aaibbvy,Cataclysmic,Galactic,0.0,0.0,16.41673570458115,0.0,16.455780060915743,,,-0.03904435633459258,,-0.03904435633459258,,,,5.54042873873904,9.365962867868376,,,,,2.77021436936952,4.682981433934188,,,,,,,,1.978724549549657,0.2979765751230767,1.978724549549657,0.19404670491656031,,
ZTF22aajrrzz,Ia,Misc SNe,0.034129,9.931205790200446,-18.50011547486952,10.463914146762924,-18.4152592535734,10.76831892194148,-17.83172669531141,-0.08835947883823891,-0.6742676692002227,-0.08192945306500121,-0.584319962195508,-0.6613424940481707,-0.5826037870928218,16.780313231717997,17.160819200691193,17.845729944842947,7.191562813593426,7.648169976361265,8.637485495691577,9.58875041812457,9.512649224329927,9.20824444915137,9.931205790200446,-0.1557115028759106,10.463914146762924,-0.1409509954926379,10.76831892194148,-0.11803966915354737,1.978631038660625,0.018835503383141605,1.9786310386606232,0.01831857267134264,1.9786310386606232,0.014837217105126779
ZTF22aayluxo,Cataclysmic,Galactic,0.0,2.6942214389612245,18.85719547292474,2.7589863773977927,18.99411269056644,2.8626102788963013,19.244809873858152,-0.1375685038480725,-0.39179769811815035,-0.1363329742082655,-0.25231866770744915,-0.3837266582366716,-0.2490589579343876,5.362536902547822,4.805558431993338,4.857370382742593,2.6942214389612245,2.5258325990261485,2.3574437590910717,2.6683154635865973,2.27972583296719,2.4999266236515205,2.6942214389612245,-0.2004863848966836,2.7589863773977927,-0.3155653090433626,2.8626102788963013,-0.37410250484680424,1.9947601038462919,0.2582291974407235,1.9947601038462914,0.30892789971874185,1.9947601038462914,0.27615775213197286
ZTF22aazmooy,Novae,Galactic,0.00017,1.4621437213218609,-6.973774226827782,1.3054854654659471,-7.384998052984994,1.357704884084585,-7.431441908168647,0.39686880993656715,0.4537729536314252,0.4247528836601191,0.04451671850393524,0.464058748094895,0.04863017019652105,2.7937388960971266,2.7415194774784886,2.976506861262359,1.3054854654659473,1.0443883723727576,1.0966077909913956,1.4882534306311792,1.697131105105731,1.8798990702709635,1.4621437213218609,-0.6338064447043186,1.3054854654659471,-0.8375691443123605,1.357704884084585,-0.821712056744189,1.9843379075082395,0.5689442401917107,1.9843379075082392,0.46987148841643506,1.9843379075082395,0.40680970459073373
ZTF22abfjnpj,Cataclysmic,Galactic,0.0,0.6506413125141232,12.57206025502577,0.6506413125141232,12.899375531430405,0.7006906442459788,13.39040908079642,-0.32731527640463476,-0.8217862136268224,-0.32731527640463476,-0.4944709372221876,-0.8174769549346408,-0.4872330984231006,2.4524172548609258,2.652614581788348,3.1030585673750495,0.550542649050412,0.550542649050412,0.5505426490504121,1.9018746058105136,2.1020719327379362,2.5525159183246373,0.6506413125141232,-1.7063548085468654,0.6506413125141232,-1.7382496936412513,0.7006906442459788,-1.7001001184213438,1.9519239375423694,0.3945209825610332,1.9519239375423694,0.346516229310476,1.9519239375423696,0.26006108104238385
ZTF22abfxmpc,Novae,Galactic,0.0,0.7935158072106607,17.39976155811849,0.7935158072106607,17.365459245311904,1.0580210762808808,17.43696957132261,0.03430231280658802,-0.04563110578581231,0.03430231280658802,-0.07993341859240033,0.007639830089718913,-0.05071455159623284,1.763368460468135,2.9977263827958294,2.9977263827958294,0.7935158072106607,0.7935158072106607,1.0580210762808808,0.9698526532574743,2.2042105755851686,1.9397053065149485,0.7935158072106607,-0.24208501098886237,0.7935158072106607,-0.18302736171509554,1.0580210762808808,-0.1287448175813541,1.9837895180266516,0.7780701890020828,1.9837895180266516,0.2061404938452634,1.9397053065149485,0.05632453173478588
ZTF22abijszk,Novae,Galactic,0.001,0.0,-8.016094317305594,0.0,-9.144732493159982,,,1.1286381758543875,,1.1286381758543875,,,,2.2573337483977727,3.3801927313057556,,,,,1.1286668741988863,1.6900963656528778,,,,,,,,1.9340277998708189,1.0678263424915018,1.9340277998708189,0.4757871783679603,,
ZTF22abmsaxp,II,Misc SNe,0.013403,7.0421000057314,-16.981761831825082,8.84008298591814,-16.980944173092222,9.98879433437078,-16.62727537052742,-0.011624829459709218,-0.5007516100758238,0.015381496331077216,-0.40189591855886064,-0.31942894239083586,-0.3524851693202571,9.98879433437078,9.938850362698927,16.28173476502437,7.0421000057314,8.790139014246288,8.140867382512186,2.9466943286393805,1.1487113484526397,,7.0421000057314,-0.06080808710167999,8.84008298591814,-0.08571176385877576,9.98879433437078,-0.12322016280236903,,,,,,
ZTF22abntkbk,Ia,Misc SNe,0.089,0.3248879069591069,-20.15879556798172,0.206746849883068,-20.13043048173521,,,-0.031205966906494353,,-0.025777275935421784,,,,1.8233103142068672,1.8843498603628208,,0.3248879069591069,0.206746849883068,,1.4984224072477603,1.6776030104797528,,,,,,,,1.642160693356941,0.5569781198714109,1.7603017504329799,0.47196450549825264,,
ZTF22abuzpzz,Cataclysmic,Galactic,0.0,1.0666036532317344,17.994895502419176,0.7669958854700113,18.391170021741807,,,-0.41052557068994844,,-0.3371291761337467,,,,2.8642502598020734,3.091952163300983,,1.0666036532317344,0.7669958854700113,,1.797646606570339,2.324956277830972,,1.0666036532317344,-0.5043706753211066,0.7669958854700113,-0.19559976688764164,,,1.9893955779378418,0.43174429892728045,1.9893955779378416,0.2896211977359298,,
ZTF23aadhssd,Cataclysmic,Galactic,0.0,0.0,15.113645102032589,0.0,15.002093182455877,,,0.11155191957671207,,0.11155191957671207,,,,4.946143400973758,4.281736078454896,,,,,2.473071700486879,2.140868039227448,,,,,,,,1.9932219675565888,0.2927664879393339,1.9932219675565888,0.3448910416903825,,
