mjd,flux_ztfg,flux_ztfr,flux_error_ztfg,flux_error_ztfr,type,obj_id,mjd_0,redshift,flux_ztfi,flux_error_ztfi
0.0,53.05846388327929,47.57561535637398,1.7184047832318103,10.544350563663448,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
0.6155739111139091,72.32998822259083,60.3736358396734,3.279655128844,8.224083439745193,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
1.2311478222278183,89.71297751571926,70.72801634309575,3.440326004915171,5.534514468542823,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
1.8467217333417274,98.72017139028328,75.91691055662645,1.733962666573497,2.635097979148623,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
2.4622956444556365,93.32103732382892,75.00395603721115,1.8689601902420994,2.466645560985169,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
3.0778695555695457,78.85387730748567,69.78528820516385,2.0190121743570932,2.8414954794314604,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
3.693443466683455,65.47853321699577,63.248924555512765,2.0123718201161664,2.1468537325116954,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
4.309017377797364,53.98482609005032,56.24785105100899,1.7983879977828836,2.8478393565865208,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
4.924591288911273,44.33700638798296,49.37350918476299,1.405530239700238,5.884832800841526,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
5.540165200025182,37.97777611125952,43.79458634035775,2.786344090479093,8.627892861628611,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
6.155739111139091,34.75865016183961,39.97150632993003,5.177267165852973,10.79301227840996,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
6.7713130222530005,33.623319127013275,37.739517836311514,6.146559740190376,12.311702526294422,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
7.38688693336691,33.65165278808993,36.62272976765431,5.639903916598697,13.300967332793663,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
8.002460844480819,33.98591647607393,36.10396887364938,5.280889995607835,14.113977326868909,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
8.618034755594728,33.981621870766766,35.8034590647495,7.5831944332976935,15.08922057414531,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
9.233608666708637,33.68323945847868,35.55221115217125,10.74247816578791,16.239994149752352,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
9.849182577822546,33.251905572427205,35.34156396694108,13.459159111574108,17.2944439445996,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
10.464756488936455,32.81775506562973,35.23525301052016,15.332680838704244,17.932925134449054,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
11.080330400050364,32.4870104934199,35.316405452371896,16.219720805927516,17.916800999881108,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
11.695904311164274,32.34823013385299,35.66697421789629,16.077987922030285,17.10558165396885,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
12.311478222278183,32.478146631975086,36.361065127739955,14.926071216259338,15.443457615447523,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
12.927052133392092,32.948099846282766,37.461145338036246,12.839154657161234,12.95296192556643,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
13.542626044506001,33.833581837889646,39.0094902455827,9.96544353021482,9.747818782225117,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
14.15819995561991,35.233149880351,41.00300585735843,6.570372695594067,6.083786781512323,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
14.77377386673382,37.30705238170232,43.33058299732741,3.226927262802618,2.6395859367643335,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
15.389347777847728,40.22655731024839,45.77749886920834,1.88078704216527,1.9150955016234275,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
16.004921688961637,42.95599875163967,48.676244711127524,1.6511666152677509,1.6370966400938436,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
16.620495600075547,44.25405032243454,52.318350433829764,1.7629852428499546,1.9217649021229526,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
17.236069511189456,44.286189575610464,55.90057270765932,2.2341800734268156,2.3037365134724066,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
17.851643422303365,44.22455347753282,58.562975989024324,3.4655252502849923,3.6795828297375808,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
18.467217333417274,44.324311696765825,60.39622476370277,2.8233690558007662,3.5796034283392864,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
19.082791244531183,45.121543658769895,61.24991639461598,1.463294174036691,2.731680044984828,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
