mjd,flux_ztfg,flux_ztfr,flux_error_ztfg,flux_error_ztfr,type,obj_id,flux_ztfi,flux_error_ztfi
584.4909122454172,2.554138313929617,2.508800673335558,48.06257134984901,48.06490152271728,Ibn,ZTF18aakuewf,,
606.1387238100623,16.685282540955058,16.145547900434966,44.9661308538022,45.18253424698773,Ibn,ZTF18aakuewf,,
627.7865353747073,45.51096217679549,43.36788644292198,9.219599610980064,19.97006590629801,Ibn,ZTF18aakuewf,,
649.4343469393525,45.07861861381235,43.34939540843547,3.774452162949407,18.695765479384512,Ibn,ZTF18aakuewf,,
671.0821585039976,48.813935936504365,46.12417384221018,7.149903087583271,19.265473811452573,Ibn,ZTF18aakuewf,,
692.7299700686426,37.34270719151645,35.8458460955378,28.728318076629936,31.416450065967375,Ibn,ZTF18aakuewf,,
714.3777816332877,42.736252858968776,40.41414406151487,17.11535503234639,23.922550447592155,Ibn,ZTF18aakuewf,,
736.0255931979327,46.56055663562648,44.64911014536011,2.725353529981919,18.624222947974943,Ibn,ZTF18aakuewf,,
757.6734047625779,47.95386371001814,45.463783010985026,4.859227344655088,18.659372979395716,Ibn,ZTF18aakuewf,,
779.3212163272229,54.97125601589872,50.1109359150432,5.565842515579389,18.813550448018066,Ibn,ZTF18aakuewf,,
800.969027891868,46.07160121400662,43.94619114388178,3.27555332693672,18.5796476923296,Ibn,ZTF18aakuewf,,
822.6168394565132,47.489010254352905,45.22957719123812,2.6155497544753463,18.516618159574833,Ibn,ZTF18aakuewf,,
844.2646510211582,48.701606131099126,46.07337757006577,2.5507078351156673,18.518488213657385,Ibn,ZTF18aakuewf,,
865.9124625858033,48.52048588020247,46.156341306411406,5.319727910954717,18.829647134809044,Ibn,ZTF18aakuewf,,
887.5602741504483,55.783685590694915,51.841309338590094,12.823337629002033,21.456312779153475,Ibn,ZTF18aakuewf,,
909.2080857150934,46.92782614562519,44.05547703766716,6.216593081939756,19.181062833886863,Ibn,ZTF18aakuewf,,
930.8558972797385,13.67165499527443,13.265542993191907,45.37765695468219,45.560323191478574,Ibn,ZTF18aakuewf,,
952.5037088443836,3.1090953061871742,3.0558383290146054,48.028272557204936,48.03181561249495,Ibn,ZTF18aakuewf,,
974.1515204090286,10.123490671996217,9.846260388836868,45.75787005165426,45.910225555947825,Ibn,ZTF18aakuewf,,
995.7993319736738,41.32023481493631,39.04388075567972,6.786620104887847,19.46077161192861,Ibn,ZTF18aakuewf,,
1017.4471435383189,45.20652849884861,43.26907146062587,19.25736472396583,24.399916022048806,Ibn,ZTF18aakuewf,,
1039.094955102964,48.853287315620804,47.48003387942994,4.554134817480404,18.813135926974955,Ibn,ZTF18aakuewf,,
1060.742766667609,44.78043240771993,43.14557844461339,14.11133952388434,21.452729028640643,Ibn,ZTF18aakuewf,,
1082.390578232254,47.79361400278542,45.66283107026877,5.273541364145088,18.908204224006315,Ibn,ZTF18aakuewf,,
1104.038389796899,45.889765407902416,43.68246295022873,9.676688074372272,19.758796941861075,Ibn,ZTF18aakuewf,,
1125.6862013615441,45.13454666185942,43.588780996855945,4.669718766711669,18.678413632757394,Ibn,ZTF18aakuewf,,
1147.3340129261894,46.36376168904985,44.07517753908246,3.0970309174740622,18.547651615151892,Ibn,ZTF18aakuewf,,
1168.9818244908345,48.71466346198031,45.97066787050045,3.353880127327483,18.590362959415636,Ibn,ZTF18aakuewf,,
1190.6296360554795,48.0621473350934,45.6674905841313,11.170836906578907,20.440104010951885,Ibn,ZTF18aakuewf,,
1212.2774476201246,49.29312917073736,46.72477701209881,5.860738316330333,18.949011836847227,Ibn,ZTF18aakuewf,,
1233.9252591847696,50.32619393789514,46.911771102699646,5.917006331392536,18.932120864660124,Ibn,ZTF18aakuewf,,
1255.5730707494147,46.54944922794671,44.718130840951645,9.410997753334922,19.925517194111162,Ibn,ZTF18aakuewf,,
1277.2208823140597,16.29287949945285,15.768880485761242,44.831452030469336,45.06214336939072,Ibn,ZTF18aakuewf,,
1298.868693878705,2.3083707729418084,2.2666881693802763,48.059572699692545,48.062056094000475,Ibn,ZTF18aakuewf,,
1320.51650544335,0.6998350419251874,0.6903380192250317,48.12045838404935,48.12059763824524,Ibn,ZTF18aakuewf,,
1342.1643170079951,3.828381328481849,3.74748617926634,47.83932389428521,47.85192136097589,Ibn,ZTF18aakuewf,,
1363.8121285726402,23.765893810854102,22.753745535422613,36.69731562096441,37.88062823962947,Ibn,ZTF18aakuewf,,
1385.4599401372852,40.2425004661349,38.586106272728834,27.653694871462445,30.200039569508142,Ibn,ZTF18aakuewf,,
1407.1077517019303,47.28817435936795,45.00405930149971,14.06545041296044,21.484956567035784,Ibn,ZTF18aakuewf,,
1428.7555632665753,33.55816341515785,32.39552152628932,36.56623991357336,37.62105163823245,Ibn,ZTF18aakuewf,,
1450.4033748312204,47.73508183137966,44.96099416905146,4.991462559678571,18.75268287007664,Ibn,ZTF18aakuewf,,
1472.0511863958654,46.22818184475865,43.86948325720047,4.764230471769321,18.746820831265705,Ibn,ZTF18aakuewf,,
1493.6989979605107,49.291755552942675,46.661170921849646,6.477448258736396,18.990279037126506,Ibn,ZTF18aakuewf,,
1515.3468095251558,51.46680760285062,47.88302917058542,3.995202958139095,18.70663992298221,Ibn,ZTF18aakuewf,,
1536.9946210898008,46.953929190005226,44.07529033387891,2.603577524427997,18.529675058447605,Ibn,ZTF18aakuewf,,
1558.6424326544459,46.29229075377929,44.24113274434053,4.757179973551679,18.709873802112913,Ibn,ZTF18aakuewf,,
1580.290244219091,47.24208305251436,44.85190583614001,7.458731858944286,19.496730473242827,Ibn,ZTF18aakuewf,,
1601.938055783736,46.67662261382011,44.603615259723476,10.101925790766282,20.302258622907136,Ibn,ZTF18aakuewf,,
1623.585867348381,43.91661606553645,42.36937417025956,9.931932054296167,19.786168862320476,Ibn,ZTF18aakuewf,,
1645.2336789130263,40.345296548859515,38.17532886809572,25.07252680565,28.83951788692649,Ibn,ZTF18aakuewf,,
1666.8814904776714,7.5081084203840405,7.329963535437678,47.38220121646722,47.4201689495399,Ibn,ZTF18aakuewf,,
1688.5293020423164,1.4424308221690505,1.4210606873072176,48.11038088227445,48.1108441231461,Ibn,ZTF18aakuewf,,
1710.1771136069615,4.578996234901387,4.481707289784037,47.89199634243083,47.9019374275633,Ibn,ZTF18aakuewf,,
1731.8249251716065,27.657763965202623,26.448053344554896,38.2835278034939,39.22437296558857,Ibn,ZTF18aakuewf,,
1753.4727367362516,30.255065264195586,28.880629197471908,36.569283646882674,37.75588789631839,Ibn,ZTF18aakuewf,,
1775.1205483008966,10.566390510446082,10.33149226776696,47.465499339498315,47.49532288255628,Ibn,ZTF18aakuewf,,
1796.7683598655417,33.60090303621022,32.021137275853214,34.15274122480286,35.77097639256173,Ibn,ZTF18aakuewf,,
1818.4161714301868,41.99728219393886,40.47259542594853,6.157557524763397,19.265973568021604,Ibn,ZTF18aakuewf,,
1840.063982994832,47.06312026419873,44.92728448267019,12.78199120183276,21.155404471650016,Ibn,ZTF18aakuewf,,
1861.711794559477,47.57353949446021,45.15426638037832,2.3794272579099607,18.517896673175365,Ibn,ZTF18aakuewf,,
1883.3596061241221,46.77873040446935,44.63070642741683,3.0244095369531094,18.591739587339198,Ibn,ZTF18aakuewf,,
1905.0074176887672,45.6305364465164,43.82809296404137,6.698709397633184,18.996375053948796,Ibn,ZTF18aakuewf,,
1926.6552292534122,44.5109228541737,42.68910485322586,8.148401525170664,19.49947752432117,Ibn,ZTF18aakuewf,,
1948.3030408180573,49.381054626594626,47.02729990081044,7.998676255997041,19.476912789671953,Ibn,ZTF18aakuewf,,
1969.9508523827024,47.08703882376586,44.523083701186195,10.06253236145684,20.712395165546635,Ibn,ZTF18aakuewf,,
1991.5986639473476,39.466511776534624,37.78545259464301,21.284238929342216,26.212001770705594,Ibn,ZTF18aakuewf,,
2013.2464755119927,30.88597274137391,29.48957699195702,31.92086448691771,33.983127703838846,Ibn,ZTF18aakuewf,,
2034.8942870766377,5.1221772282647695,5.010384521003421,47.65998390738023,47.68221761049403,Ibn,ZTF18aakuewf,,
2056.542098641283,0.7236433038812238,0.7135904844639527,48.11812750436727,48.11834624966814,Ibn,ZTF18aakuewf,,
2078.189910205928,1.1505796590505075,1.132673552354047,48.10623668018038,48.10687250845309,Ibn,ZTF18aakuewf,,
2099.837721770573,8.64798190128875,8.4275780010169,46.99182374014322,47.054678092723776,Ibn,ZTF18aakuewf,,
2121.485533335218,42.12125103844738,39.52645541628758,18.228920600272023,24.52559480972765,Ibn,ZTF18aakuewf,,
2143.133344899863,49.22054822480573,45.802020210653744,9.084322388748653,20.43289576982069,Ibn,ZTF18aakuewf,,
0.0,53.058464825654134,47.575659455126086,1.718404818410855,10.544384065135235,IIb,ZTF18aalrxas,,
0.6155739111139091,72.32999782063023,60.37366574377268,3.279653396868763,8.224102415250023,IIb,ZTF18aalrxas,,
1.2311478222278183,89.71298590940785,70.72802491012558,3.4403239993963117,5.534521148727745,IIb,ZTF18aalrxas,,
1.8467217333417274,98.72017301448966,75.91690623134613,1.7339623317988413,2.6350989136083425,IIb,ZTF18aalrxas,,
2.4622956444556365,93.32103864427539,75.00395138175143,1.8689592926989418,2.466645191407747,IIb,ZTF18aalrxas,,
3.0778695555695457,78.85388114941928,69.78528868900564,2.0190117527296843,2.841495458311801,IIb,ZTF18aalrxas,,
3.693443466683455,65.47853422410837,63.24892683971909,2.0123710951908365,2.146853496253226,IIb,ZTF18aalrxas,,
4.309017377797364,53.984824483193805,56.24785779955032,1.7983873729948376,2.847840800878504,IIb,ZTF18aalrxas,,
4.924591288911273,44.33700560143646,49.37352622692961,1.4055297819971768,5.884840731303744,IIb,ZTF18aalrxas,,
5.540165200025182,37.97777579314835,43.79461139916702,2.786342426234325,8.627909940730357,IIb,ZTF18aalrxas,,
6.155739111139091,34.758649122799305,39.9715339061238,5.177263684451379,10.793038538923312,IIb,ZTF18aalrxas,,
6.7713130222530005,33.62331769126314,37.73954404459215,6.1465562097227755,12.311738717655304,IIb,ZTF18aalrxas,,
7.38688693336691,33.651651912768344,36.622753613025424,5.639902031916554,13.301013951500375,IIb,ZTF18aalrxas,,
8.002460844480819,33.98591762830669,36.103991717037474,5.280890315545633,14.114031209974808,IIb,ZTF18aalrxas,,
8.618034755594728,33.98162675767775,35.803483216893774,7.583194368202846,15.089274782755728,IIb,ZTF18aalrxas,,
9.233608666708637,33.683248404113286,35.552238160984615,10.742478176074533,16.24004262650992,IIb,ZTF18aalrxas,,
9.849182577822546,33.25191770645619,35.34159392386015,13.45916011700329,17.294484196059937,IIb,ZTF18aalrxas,,
10.464756488936455,32.817768862262,35.23528485943133,15.332683003521073,17.93295702770037,IIb,ZTF18aalrxas,,
11.080330400050364,32.4870241913113,35.3164375136929,16.219723675411096,17.916825140894147,IIb,ZTF18aalrxas,,
11.695904311164274,32.348242075412514,35.667004606816356,16.077990760400294,17.105598724780545,IIb,ZTF18aalrxas,,
12.311478222278183,32.47815555372984,36.361092046894974,14.926073369301038,15.443468370483776,IIb,ZTF18aalrxas,,
12.927052133392092,32.94810514399748,37.46116727194562,12.839155845217118,12.952967420194486,IIb,ZTF18aalrxas,,
13.542626044506001,33.833583806545604,39.009506074503335,9.965443957024267,9.747820553049928,IIb,ZTF18aalrxas,,
14.15819995561991,35.23314982465709,41.00301496304512,6.570372873364792,6.0837867871536035,IIb,ZTF18aalrxas,,
14.77377386673382,37.307052123654145,43.33058582089659,3.226927683645837,2.639586126806395,IIb,ZTF18aalrxas,,
15.389347777847728,40.226557425427494,45.77749853342053,1.8807865493641855,1.9150947260023032,IIb,ZTF18aalrxas,,
16.004921688961637,42.95599900786587,48.676244054801714,1.6511664043796221,1.6370965335232004,IIb,ZTF18aalrxas,,
16.620495600075547,44.254050315181196,52.3183501994905,1.7629845674128064,1.9217641642980272,IIb,ZTF18aalrxas,,
17.236069511189456,44.28618792234252,55.90057479237391,2.2341793069713987,2.303736064687594,IIb,ZTF18aalrxas,,
17.851643422303365,44.224549443610975,58.562980960062696,3.4655229868926467,3.679581140518178,IIb,ZTF18aalrxas,,
18.467217333417274,44.32430820216546,60.39622940348674,2.8233674044526804,3.5796025714066952,IIb,ZTF18aalrxas,,
19.082791244531183,45.12154344603077,61.2499182950534,1.4632940872047864,2.7316798383076146,IIb,ZTF18aalrxas,,
19.698365155645092,47.390659262991434,61.64923850778147,1.9486740989693614,1.9198067812501296,IIb,ZTF18aalrxas,,
20.313939066759,48.704121939983274,64.15344466319236,2.023122530554639,1.8232485422559017,IIb,ZTF18aalrxas,,
20.92951297787291,48.844804388742155,69.46172433924391,1.552645932606939,1.9235863649149378,IIb,ZTF18aalrxas,,
21.54508688898682,49.92225263392873,74.72585174171225,2.1350574295099496,2.699580051323174,IIb,ZTF18aalrxas,,
22.16066080010073,51.02082143896466,76.83021324207796,2.9490139183091233,3.229940934115891,IIb,ZTF18aalrxas,,
22.776234711214638,51.17742148691055,75.08289360972663,5.374731651923267,4.039794354338538,IIb,ZTF18aalrxas,,
23.391808622328547,50.58749808621349,73.44008537112407,7.614253124509582,5.0574772805372215,IIb,ZTF18aalrxas,,
24.007382533442456,49.57327868026598,72.84887009070543,8.930991364840397,5.401593985205299,IIb,ZTF18aalrxas,,
24.622956444556365,48.08662408111002,72.45028238935535,9.19093947136721,4.560254086903347,IIb,ZTF18aalrxas,,
25.238530355670274,45.90751699809956,71.29978443660588,8.460726695857092,4.015691137296712,IIb,ZTF18aalrxas,,
25.854104266784184,43.009571425637766,68.98549464827877,6.794943544661321,4.677959302063145,IIb,ZTF18aalrxas,,
26.469678177898093,39.749396240779326,66.08071113236231,4.282074384805965,4.4578373256775325,IIb,ZTF18aalrxas,,
27.085252089012002,36.87173367929274,63.03631605886626,2.0079448118376426,3.4911993292955006,IIb,ZTF18aalrxas,,
27.70082600012591,35.214390404553846,60.524467809107634,2.238288211129792,2.931628764350422,IIb,ZTF18aalrxas,,
28.31639991123982,34.70829019267376,60.31685044504998,3.0773551199595928,2.9837193693727597,IIb,ZTF18aalrxas,,
28.93197382235373,34.58291687599571,61.149448011454446,4.964054906831851,3.0879410976963886,IIb,ZTF18aalrxas,,
29.54754773346764,33.81229852542116,60.280244429011866,5.777753894153426,2.504692132470468,IIb,ZTF18aalrxas,,
30.163121644581548,31.904283959805607,56.83951455209979,4.980211760254851,1.8158100423555645,IIb,ZTF18aalrxas,,
30.778695555695457,29.161757056624772,51.856458635178655,2.9151114103563596,2.7739128069566745,IIb,ZTF18aalrxas,,
31.394269466809366,26.426552221896667,46.692067774610095,4.195924790111495,5.280553379563363,IIb,ZTF18aalrxas,,
32.009843377923275,24.181240456523877,41.89785976185174,8.36431919753311,9.098523939413743,IIb,ZTF18aalrxas,,
32.62541728903719,22.37755512745804,37.6990611181887,12.61680453656905,13.09208703593185,IIb,ZTF18aalrxas,,
33.24099120015109,20.966658729772625,34.15000530334798,16.563733325481618,16.873863468677264,IIb,ZTF18aalrxas,,
33.856565111265,19.9113395628497,31.231672786421086,20.077920818166625,20.2740167159852,IIb,ZTF18aalrxas,,
34.47213902237891,19.18231224458895,28.9007234654006,23.106600280551596,23.215657663342416,IIb,ZTF18aalrxas,,
35.087712933492824,18.755780852501793,27.10870496334917,25.63533174970095,25.670447356607045,IIb,ZTF18aalrxas,,
35.70328684460673,18.611689678151265,25.808865812662265,27.67052636095293,27.635602641110147,IIb,ZTF18aalrxas,,
36.318860755720635,18.732358228348538,24.95816892322137,29.228615658332586,29.12031271783195,IIb,ZTF18aalrxas,,
36.93443466683455,19.101280777847773,24.51736015541524,30.32919910673293,30.137371243461168,IIb,ZTF18aalrxas,,
37.55000857794846,19.701938484937227,24.450156094668056,30.990904967012128,30.697997457621923,IIb,ZTF18aalrxas,,
38.165582489062366,20.516514938826507,24.721948242142744,31.229236416456757,30.808740306006474,IIb,ZTF18aalrxas,,
38.78115640017627,21.524428153702388,25.298156495890854,31.05603283598176,30.469853465224112,IIb,ZTF18aalrxas,,
39.396730311290185,22.70060151241738,26.142248426462988,30.480474321674492,29.67483956569135,IIb,ZTF18aalrxas,,
40.0123042224041,24.013400368311867,27.213380970186098,29.51185916619849,28.411095208346314,IIb,ZTF18aalrxas,,
40.627878133518,25.42216817577997,28.463582879126115,28.164749673481584,26.661811953607465,IIb,ZTF18aalrxas,,
41.24345204463191,26.874320612109816,29.834365148821256,26.46755902989917,24.409571679059272,IIb,ZTF18aalrxas,,
41.85902595574582,28.302032274480244,31.252616038074283,24.47617166398675,21.642536991182016,IIb,ZTF18aalrxas,,
42.474599866859734,29.61876922390513,32.6256036067619,22.29408916985769,18.365075412568817,IIb,ZTF18aalrxas,,
43.09017377797364,30.71653905964134,33.834869528733996,20.096937987142223,14.61703856171233,IIb,ZTF18aalrxas,,
43.705747689087545,31.466470930672738,34.728751282622675,18.14318274502874,10.513986883366398,IIb,ZTF18aalrxas,,
44.32132160020146,31.729895435668478,35.113213694145806,16.716023737692048,6.361645520834161,IIb,ZTF18aalrxas,,
44.93689551131537,31.39561286798437,34.74060301650995,15.944824414504906,3.2118426805527003,IIb,ZTF18aalrxas,,
45.552469422429276,30.459622819312163,33.37531875099384,15.66676060057118,2.7210657671076386,IIb,ZTF18aalrxas,,
46.16804333354318,29.121551247903668,31.069625367021985,15.605825876094716,2.5529469698494007,IIb,ZTF18aalrxas,,
46.783617244657094,27.777424230217985,28.65457006465254,15.606046199016976,2.7121213234837285,IIb,ZTF18aalrxas,,
47.39919115577101,26.76411929884151,27.712727504595247,15.6147453975904,2.9874022221793757,IIb,ZTF18aalrxas,,
48.01476506688491,26.067465368608218,27.69164300110581,15.610916826090648,2.935809650408548,IIb,ZTF18aalrxas,,
48.63033897799882,25.439127823825636,27.226114874553737,15.602152770793804,2.446326913387316,IIb,ZTF18aalrxas,,
49.24591288911273,24.739071608646245,26.207472759194633,15.620941190390313,2.7201065247577145,IIb,ZTF18aalrxas,,
49.86148680022664,24.047370163666706,25.05713547095079,15.649492450266566,3.803757709131749,IIb,ZTF18aalrxas,,
50.47706071134055,23.555206254161263,24.182347446671507,15.641744128663108,3.2244527343806157,IIb,ZTF18aalrxas,,
51.092634622454455,23.420980944967734,23.962858354002172,15.639341504518677,2.562065042277089,IIb,ZTF18aalrxas,,
51.70820853356837,23.660101575800077,24.535035602699033,15.674133563151287,3.8712671011077298,IIb,ZTF18aalrxas,,
52.32378244468228,24.119579585522118,25.483640301191617,15.68921591297406,3.892053389461801,IIb,ZTF18aalrxas,,
52.939356355796185,24.565883688973646,26.31808852058027,15.69132574020579,2.996648938258956,IIb,ZTF18aalrxas,,
53.55493026691009,24.815409843183293,26.628998914264937,15.735951254416921,4.018371149320655,IIb,ZTF18aalrxas,,
54.170504178024004,24.81405565563277,26.480702118375614,15.777258040975138,4.687660006479949,IIb,ZTF18aalrxas,,
54.786078089137916,24.624507981640228,26.05174926606325,15.759984104849117,4.078032989343652,IIb,ZTF18aalrxas,,
55.40165200025182,24.372375272024552,25.504332760060244,15.728434749479772,3.5809046287051096,IIb,ZTF18aalrxas,,
56.01722591136573,24.18059682920583,25.184885184639572,15.738959172425494,3.62995739003929,IIb,ZTF18aalrxas,,
56.63279982247964,24.07212381706953,25.36581310598598,15.774156420681352,4.5159168815200585,IIb,ZTF18aalrxas,,
57.24837373359355,23.918791168648717,25.63950450066642,15.764980304891774,4.5000265100631855,IIb,ZTF18aalrxas,,
57.86394764470746,23.537359520578875,25.436146188480365,15.709964104859754,3.411685766164641,IIb,ZTF18aalrxas,,
58.479521555821364,22.863474562974538,24.368976996058457,15.681793377677975,3.1664921032525952,IIb,ZTF18aalrxas,,
59.09509546693528,22.013517178389733,23.081545130517547,15.704542298087997,3.632034311033375,IIb,ZTF18aalrxas,,
59.71066937804919,21.1433249464169,22.13631989079058,15.722689388739099,4.499193960616984,IIb,ZTF18aalrxas,,
60.326243289163095,20.30098716931429,21.395962523890574,15.70942714305243,3.9237778798660803,IIb,ZTF18aalrxas,,
60.941817200277,19.436799977477463,20.62762060318513,15.872289739414072,2.690127089543008,IIb,ZTF18aalrxas,,
0.0,190.72840329055202,146.83966630694817,4.38891600635125,4.47641142626318,II,ZTF18abffyqp,113.7947556064546,24.537042354869122
8.132086489899931,80.67523279311945,102.62783429826459,2.382872558972167,2.73223117974549,II,ZTF18abffyqp,118.44909247551323,22.7286251670192
16.264172979799863,91.36748971607085,133.90071721024515,2.735829536736944,3.122272245660962,II,ZTF18abffyqp,151.88103389809612,22.690483406945372
24.396259469699793,107.59264271248139,176.48090907190362,2.6636059320015653,3.674871253660244,II,ZTF18abffyqp,188.0818569178955,22.858411531116076
32.528345959599726,56.42144640155584,130.53739137716275,4.856727389261697,6.892138628266224,II,ZTF18abffyqp,164.41189677119883,23.483526458600156
40.66043244949966,30.304420225454578,84.94062181075878,3.119010701694078,4.5469173332623845,II,ZTF18abffyqp,122.70816890745346,23.03340710294399
48.792518939399585,21.26872448922859,67.98558928076682,6.9139851104605485,2.660532903163639,II,ZTF18abffyqp,97.3674536096496,22.659024778999914
56.92460542929952,16.36083925840785,55.21323942961817,1.4324245771563633,2.095992432441606,II,ZTF18abffyqp,79.26172482017273,22.591400193330593
65.05669191919945,14.83408127656321,45.14396942450594,1.6622415552427814,2.021746743426723,II,ZTF18abffyqp,64.44809563002445,22.60457126422006
73.18877840909938,15.31795122975109,39.1778131958481,4.8680721153157105,2.690513320360589,II,ZTF18abffyqp,52.777785167937964,23.04943950982433
81.32086489899932,19.689148403040235,36.07063616577034,20.302162085237565,4.433747545039083,II,ZTF18abffyqp,45.57755541426013,25.669017914819985
89.45295138889925,24.191093163371196,35.93751126058942,36.677585098136376,28.98372373490614,II,ZTF18abffyqp,40.9892756851483,37.47762726455501
97.58503787879917,22.985301208232787,30.358186468917726,53.079211090636704,49.925395070576045,II,ZTF18abffyqp,33.53088246082002,53.198771234047534
105.7171243686991,19.0998188794456,23.639724131522776,64.81422132661253,63.481486322231184,II,ZTF18abffyqp,25.635700125776516,64.83595701751696
113.84921085859904,14.750714561015185,17.53129344080075,71.98853867170787,71.4164332315168,II,ZTF18abffyqp,18.77715233645061,71.9933991455698
121.98129734849897,10.885231017068227,12.584521070773837,76.0162481156523,75.7704054295925,II,ZTF18abffyqp,13.357443105092207,76.01764319776065
130.1133838383989,7.788105881396592,8.825420284290384,78.149088386591,78.04415997561686,II,ZTF18abffyqp,9.30290541387684,78.14960098076938
138.24547032829884,5.448943482004723,6.081744309640031,79.22876157945602,79.18443046118894,II,ZTF18abffyqp,6.375839865237674,79.2289823304599
146.37755681819877,3.7483744396183853,4.134244078218417,79.75572756739639,79.73720399376799,II,ZTF18abffyqp,4.314995196614687,79.75582880878733
154.5096433080987,2.544599095892937,2.7798273253523167,80.00530476419618,79.99764647876077,II,ZTF18abffyqp,2.890739188277648,80.00535160570936
162.64172979799864,1.7091049339132178,1.852471917301888,80.12058869968696,80.11745276008521,II,ZTF18abffyqp,1.9204462645429845,80.1206100972625
170.77381628789857,1.1379331821538117,1.225299251104038,80.17273985390604,80.1714665262903,II,ZTF18abffyqp,1.2669189880062801,80.17274944556618
178.9059027777985,0.7521186303482965,0.805352253118124,80.19592123299299,80.1954079755554,II,ZTF18abffyqp,0.8308162150575221,80.19592545131297
187.03798926769844,0.4940363473911292,0.5264695500618276,80.20607352613993,80.20586794509697,II,ZTF18abffyqp,0.5420395365414126,80.2060753495108
195.17007575759834,0.3227856336623555,0.3425445088661206,80.21046369952452,80.2103818059965,II,ZTF18abffyqp,0.35206006255876554,80.21046447588253
203.30216224749827,0.20992157605722223,0.22195832245802127,80.21234152360462,80.21230905669012,II,ZTF18abffyqp,0.22777132449191206,80.21234184990413
211.4342487373982,0.135967764827941,0.14329997711211476,80.21313714250779,80.21312432474143,II,ZTF18abffyqp,0.1468498801118736,80.21313727813241
219.56633522729814,0.08775177974458913,0.09221803434756534,80.21347144697317,80.21346640528145,II,ZTF18abffyqp,0.09438526517680451,80.21347150280795
227.69842171719807,0.05645316566748678,0.059173593474087315,80.21361088735269,80.21360891078717,II,ZTF18abffyqp,0.06049636580201633,80.2136109101498
235.830508207098,0.036214091611369945,0.03787107599809383,80.21366866999358,80.21366789737029,II,ZTF18abffyqp,0.03867825787575974,80.21366867923489
243.96259469699794,0.023171112975386366,0.024180340043041884,80.2136924749079,80.21369217369453,II,ZTF18abffyqp,0.02467280634160633,80.21369247863059
252.09468118689787,0.014791147256214431,0.015405828674709176,80.21370223041383,80.21370211326432,II,ZTF18abffyqp,0.015706236172366193,80.21370223190519
