mjd,flux_ztfg,flux_ztfr,flux_error_ztfg,flux_error_ztfr,type,obj_id,mjd_0,redshift,flux_ztfi,flux_error_ztfi
0.0,134.25361282716767,98.94270012693232,21.67584077341563,1.2679450238410204,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
0.504350215149573,161.0557678271398,126.3928825805051,17.432130553675115,2.955723292447626,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
1.008700430299146,189.27585013422504,153.39639344986426,12.892280065205656,3.5910696393648474,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
1.5130506454487191,218.3141413678386,180.27396047951697,8.153185332850294,5.112514024078189,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
2.017400860598292,247.52903994415465,206.1989617424042,4.130361719880873,5.95383802536095,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
2.521751075747865,275.501925027158,229.8672753857718,3.000412505075568,4.620470814147819,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
3.0261012908974383,295.5669925283255,250.10294545804572,1.872125972541776,2.1865973681051667,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
3.530451506047011,303.6029515656737,265.73423424861903,2.5726888778887798,3.34974600832453,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
4.034801721196584,304.93509919803546,273.98217447824936,2.241395601980337,3.5798888453508555,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
4.539151936346157,302.01199921369334,272.3612019718603,2.820967950303059,3.20402741956464,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
5.04350215149573,294.2197669090474,263.76101014065716,2.0325057603478545,2.410703975144536,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
5.547852366645303,284.76323124562987,251.41254109892725,2.7160494013091987,3.23399215529158,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
6.052202581794877,274.85480770209506,236.1730977488969,1.8099116332875809,3.0825542935753294,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
6.556552796944449,259.14732432127676,220.11725537178427,3.7460805666522368,6.616128376934544,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
7.060903012094022,239.6253381779443,204.44903297277415,5.334127803967824,11.40180109763722,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
7.565253227243595,219.14901582514722,189.32485835555053,4.532559980046773,15.871239642074697,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
8.069603442393168,200.2598241184587,175.04228852376582,2.5981832504946727,19.72052072792628,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
8.573953657542742,185.7632289988669,161.74589785843455,2.7270146945660128,22.899409695250053,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
9.078303872692315,173.18033659540924,149.31831894228162,2.1491534188120096,25.433429568642506,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
9.582654087841886,158.43936336532897,137.55466363891537,3.0414271218099422,27.36768590440096,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
10.08700430299146,142.5869548349492,126.41279527033748,2.8218875877537304,28.740442923536136,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
10.591354518141033,127.89746270374144,116.06883130763526,3.367588573521766,29.575529701052204,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
11.095704733290606,115.26928958997814,106.77983439318632,3.709591201435159,29.891753076958537,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
11.60005494844018,104.6977760817299,98.73507315410825,7.506104903164102,29.707935658209408,Ibn,ZTF18aakuewf,58226.34053240018,0.0636,,
