obj_id,type,redshift,mjd,mag,magerr,filter,mjd_0,t,absmag
ZTF18aakuewf,Ibn,0.0636,58231.35246529989,17.858600616455078,0.01988399960100651,ztfr,58226.34053240018,5.011932899709791,-14.492164964987552
ZTF18aakuewf,Ibn,0.0636,58231.35746529978,17.79210090637207,0.018561000004410744,ztfr,58226.34053240018,5.016932899598032,-14.55866467507056
ZTF18aakuewf,Ibn,0.0636,58231.37937500002,17.687000274658203,0.013716000132262707,ztfg,58226.34053240018,5.038842599838972,-14.663765306784427
ZTF18aakuewf,Ibn,0.0636,58231.398842600174,17.692899703979492,0.01331700012087822,ztfg,58226.34053240018,5.058310199994594,-14.657865877463138
ZTF18aakuewf,Ibn,0.0636,58231.4757869998,17.815399169921875,0.014274000190198421,ztfg,58226.34053240018,5.135254599619657,-14.535366411520755
ZTF18aakuewf,Ibn,0.0636,58232.37959490018,17.8218994140625,0.0218299999833107,ztfr,58226.34053240018,6.0390625,-14.52886616738013
ZTF18aakuewf,Ibn,0.0636,58232.401458300184,18.12649917602539,0.02959199994802475,ztfr,58226.34053240018,6.060925900004804,-14.22426640541724
ZTF18aakuewf,Ibn,0.0636,58232.402407399844,17.987899780273438,0.026471000164747238,ztfr,58226.34053240018,6.061874999664724,-14.362865801169193
ZTF18aakuewf,Ibn,0.0636,58232.45604170021,17.78809928894043,0.014282999560236929,ztfg,58226.34053240018,6.115509300027043,-14.5626662925022
ZTF18aakuewf,Ibn,0.0636,58232.45697919978,17.760499954223633,0.014359000138938427,ztfg,58226.34053240018,6.116446799598634,-14.590265627218997
ZTF18aakuewf,Ibn,0.0636,58232.46673610015,17.826799392700195,0.014398000203073025,ztfg,58226.34053240018,6.126203699968755,-14.523966188742435
ZTF18aakuewf,Ibn,0.0636,58232.486851899885,17.848600387573242,0.014918999746441841,ztfg,58226.34053240018,6.146319499704987,-14.502165193869388
ZTF18aakuewf,Ibn,0.0636,58234.316967600025,18.124500274658203,0.04146600142121315,ztfg,58226.34053240018,7.976435199845582,-14.226265306784427
ZTF18aakuewf,Ibn,0.0636,58234.35792820016,18.0851993560791,0.0357929989695549,ztfg,58226.34053240018,8.017395799979568,-14.265566225363528
ZTF18aakuewf,Ibn,0.0636,58234.458368100226,18.103500366210938,0.029784999787807465,ztfg,58226.34053240018,8.117835700046271,-14.247265215231693
ZTF18aakuewf,Ibn,0.0636,58234.47734950017,18.214500427246094,0.021983999758958817,ztfg,58226.34053240018,8.136817099992186,-14.136265154196536
ZTF18aakuewf,Ibn,0.0636,58235.30275460007,18.278499603271484,0.03245100006461144,ztfg,58226.34053240018,8.962222199887037,-14.072265978171146
ZTF18aakuewf,Ibn,0.0636,58235.35994210001,18.27359962463379,0.03783100098371506,ztfg,58226.34053240018,9.019409699831158,-14.077165956808841
ZTF18aakuewf,Ibn,0.0636,58235.38100690022,18.308500289916992,0.03750399872660637,ztfg,58226.34053240018,9.040474500041455,-14.042265291525638
ZTF18aakuewf,Ibn,0.0636,58235.38195599988,18.275699615478516,0.03644099831581116,ztfg,58226.34053240018,9.041423599701375,-14.075065965964114
ZTF18aakuewf,Ibn,0.0636,58235.44445599988,18.321500778198242,0.0430850014090538,ztfg,58226.34053240018,9.103923599701375,-14.029264803244388
ZTF18aakuewf,Ibn,0.0636,58235.44539349992,18.286399841308594,0.040918998420238495,ztfg,58226.34053240018,9.104861099738628,-14.064365740134036
ZTF18aakuewf,Ibn,0.0636,58235.47490740009,18.319900512695312,0.03717099875211716,ztfg,58226.34053240018,9.134374999906868,-14.030865068747318
ZTF18aakuewf,Ibn,0.0636,58236.35736110015,18.51729965209961,0.06480100005865096,ztfg,58226.34053240018,10.016828699968755,-13.83346592934302
ZTF18aakuewf,Ibn,0.0636,58236.377997700125,18.45330047607422,0.05209900066256523,ztfg,58226.34053240018,10.037465299945325,-13.897465105368411
ZTF18aakuewf,Ibn,0.0636,58236.4421759001,18.423099517822266,0.05449900031089783,ztfg,58226.34053240018,10.101643499918282,-13.927666063620364
ZTF18aakuewf,Ibn,0.0636,58236.46493060002,18.561599731445312,0.05300299823284149,ztfg,58226.34053240018,10.12439819984138,-13.789165849997318
ZTF18aakuewf,Ibn,0.0636,58236.485324100126,18.599700927734375,0.04927700012922287,ztfg,58226.34053240018,10.144791699945927,-13.751064653708255
ZTF18aakuewf,Ibn,0.0636,58237.31807869999,18.66550064086914,0.08361099660396576,ztfg,58226.34053240018,10.977546299807727,-13.68526494057349
ZTF18aakuewf,Ibn,0.0636,58237.33637729986,18.771299362182617,0.12129899859428407,ztfg,58226.34053240018,10.99584489967674,-13.579466219260013
ZTF18aakuewf,Ibn,0.0636,58237.35766200023,18.896099090576172,0.12915100157260895,ztfg,58226.34053240018,11.017129600048065,-13.454666490866458
ZTF18aakuewf,Ibn,0.0636,58237.37824069988,18.75790023803711,0.07772699743509293,ztfg,58226.34053240018,11.03770829970017,-13.59286534340552
ZTF18aakuewf,Ibn,0.0636,58237.41947920015,18.712400436401367,0.09000299870967865,ztfg,58226.34053240018,11.078946799971163,-13.638365145041263
ZTF18aakuewf,Ibn,0.0636,58237.45810189983,18.802200317382812,0.07761599868535995,ztfg,58226.34053240018,11.117569499649107,-13.548565264059818
ZTF18aakuewf,Ibn,0.0636,58237.462303199805,18.734899520874023,0.07357600331306458,ztfg,58226.34053240018,11.121770799625665,-13.615866060568607
ZTF18aakuewf,Ibn,0.0636,58242.31548610004,19.370500564575195,0.06446199864149094,ztfr,58226.34053240018,15.974953699856997,-12.980265016867435
ZTF18aakuewf,Ibn,0.0636,58242.33659720002,19.385400772094727,0.06780300289392471,ztfr,58226.34053240018,15.996064799837768,-12.965364809347903
ZTF18aakuewf,Ibn,0.0636,58242.356875000056,19.215599060058594,0.05021899938583374,ztfr,58226.34053240018,16.016342599876225,-13.135166521384036
ZTF18aakuewf,Ibn,0.0636,58242.41841439996,20.0447998046875,0.1155489981174469,ztfg,58226.34053240018,16.077881999779493,-12.30596577675513
ZTF18aakuewf,Ibn,0.0636,58243.29763890011,19.430700302124023,0.058699000626802444,ztfr,58226.34053240018,16.957106499932706,-12.920065279318607
ZTF18aakuewf,Ibn,0.0636,58243.31798609998,19.42449951171875,0.0611950010061264,ztfr,58226.34053240018,16.977453699801117,-12.92626606972388
ZTF18aakuewf,Ibn,0.0636,58244.311979200225,19.621200561523438,0.0555809997022152,ztfr,58226.34053240018,17.97144680004567,-12.729565019919193
ZTF18aakuewf,Ibn,0.0636,58244.33306710003,19.57200050354004,0.08243300020694734,ztfr,58226.34053240018,17.992534699849784,-12.778765077902591
ZTF18aakuewf,Ibn,0.0636,58247.278530099895,20.1742000579834,0.08382199704647064,ztfr,58226.34053240018,20.937997699715197,-12.176565523459232
ZTF18aakuewf,Ibn,0.0636,58247.400613400154,20.316499710083008,0.10548800230026247,ztfr,58226.34053240018,21.06008099997416,-12.034265871359622
ZTF18aakuewf,Ibn,0.0636,58247.42042820016,20.259000778198242,0.10597199946641922,ztfr,58226.34053240018,21.079895799979568,-12.091764803244388
ZTF18aakuewf,Ibn,0.0636,58248.29956019996,20.37700080871582,0.12795099616050717,ztfr,58226.34053240018,21.959027799777687,-11.97376477272681
ZTF18aakuewf,Ibn,0.0636,58252.42680560006,20.512399673461914,0.15318100154399872,ztfg,58226.34053240018,26.086273199878633,-11.838365907980716
ZTF18aakuewf,Ibn,0.0636,58254.31456020009,20.457700729370117,0.1538269966840744,ztfg,58226.34053240018,27.97402779990807,-11.893064852072513
ZTF18aakuewf,Ibn,0.0636,58254.31547449995,20.38170051574707,0.13972200453281403,ztfg,58226.34053240018,27.97494209976867,-11.96906506569556
ZTF18aakuewf,Ibn,0.0636,58254.31593749998,20.381799697875977,0.13926500082015988,ztfg,58226.34053240018,27.97540509980172,-11.968965883566653
ZTF18aakuewf,Ibn,0.0636,58254.316388899926,20.344900131225586,0.1345420032739639,ztfg,58226.34053240018,27.975856499746442,-12.005865450217044
ZTF18aakuewf,Ibn,0.0636,58254.31684029987,20.592599868774414,0.16882699728012085,ztfg,58226.34053240018,27.976307899691164,-11.758165712668216
ZTF18aakuewf,Ibn,0.0636,58254.31730319979,20.260700225830078,0.12358199805021287,ztfg,58226.34053240018,27.97677079960704,-12.090065355612552
ZTF18aakuewf,Ibn,0.0636,58254.3177546002,20.313899993896484,0.12932699918746948,ztfg,58226.34053240018,27.977222200017422,-12.036865587546146
ZTF18aakuewf,Ibn,0.0636,58254.31821760023,20.3164005279541,0.13067999482154846,ztfg,58226.34053240018,27.977685200050473,-12.034365053488528
ZTF18aakuewf,Ibn,0.0636,58254.318669000175,20.482200622558594,0.15378700196743011,ztfg,58226.34053240018,27.978136599995196,-11.868564958884036
ZTF18aakuewf,Ibn,0.0636,58254.31913190009,20.799100875854492,0.2048480063676834,ztfg,58226.34053240018,27.97859949991107,-11.551664705588138
ZTF18aakuewf,Ibn,0.0636,58254.319583300035,20.404800415039062,0.14193600416183472,ztfg,58226.34053240018,27.979050899855793,-11.945965166403568
ZTF18aakuewf,Ibn,0.0636,58254.32004630007,20.495899200439453,0.1779859960079193,ztfg,58226.34053240018,27.979513899888843,-11.854866381003177
ZTF18aakuewf,Ibn,0.0636,58254.32049770001,20.348800659179688,0.15275700390338898,ztfg,58226.34053240018,27.979965299833566,-12.001964922262943
ZTF18aakuewf,Ibn,0.0636,58254.32186339982,20.620800018310547,0.19657500088214874,ztfg,58226.34053240018,27.981330999638885,-11.729965563132083
ZTF18aakuewf,Ibn,0.0636,58254.322777799796,20.496299743652344,0.17231400310993195,ztfg,58226.34053240018,27.98224539961666,-11.854465837790286
ZTF18aakuewf,Ibn,0.0636,58254.32369210012,20.53969955444336,0.18108800053596497,ztfg,58226.34053240018,27.983159699942917,-11.81106602699927
ZTF18aakuewf,Ibn,0.0636,58254.324155100156,20.25119972229004,0.1408659964799881,ztfg,58226.34053240018,27.983622699975967,-12.099565859152591
ZTF18aakuewf,Ibn,0.0636,58254.3246065001,20.718599319458008,0.21422700583934784,ztfg,58226.34053240018,27.98407409992069,-11.632166261984622
ZTF18aakuewf,Ibn,0.0636,58254.325069400016,20.601999282836914,0.19330400228500366,ztfg,58226.34053240018,27.984536999836564,-11.748766298605716
ZTF18aakuewf,Ibn,0.0636,58254.32552079996,20.206199645996094,0.13432499766349795,ztfg,58226.34053240018,27.984988399781287,-12.144565935446536
ZTF18aakuewf,Ibn,0.0636,58254.325983799994,20.38520050048828,0.16058999300003052,ztfg,58226.34053240018,27.985451399814337,-11.965565080954349
ZTF18aakuewf,Ibn,0.0636,58254.326898099855,20.407100677490234,0.15988899767398834,ztfg,58226.34053240018,27.986365699674934,-11.943664903952396
ZTF18aakuewf,Ibn,0.0636,58254.3273494998,20.321500778198242,0.14705699682235718,ztfg,58226.34053240018,27.986817099619657,-12.029264803244388
ZTF18aakuewf,Ibn,0.0636,58254.32781249983,20.2406005859375,0.13972699642181396,ztfg,58226.34053240018,27.987280099652708,-12.11016499550513
ZTF18aakuewf,Ibn,0.0636,58254.32826389978,20.48349952697754,0.1686320006847382,ztfg,58226.34053240018,27.98773149959743,-11.867266054465091
ZTF18aakuewf,Ibn,0.0636,58254.32871530019,20.55470085144043,0.1811240017414093,ztfg,58226.34053240018,27.988182900007814,-11.7960647300022
ZTF18aakuewf,Ibn,0.0636,58254.3291782001,20.441999435424805,0.16574199497699738,ztfg,58226.34053240018,27.988645799923688,-11.908766146017825
ZTF18aakuewf,Ibn,0.0636,58254.32962960005,20.22640037536621,0.13551700115203857,ztfg,58226.34053240018,27.98909719986841,-12.124365206076419
ZTF18aakuewf,Ibn,0.0636,58254.33009260008,20.355199813842773,0.15568900108337402,ztfg,58226.34053240018,27.98956019990146,-11.995565767599857
ZTF18aakuewf,Ibn,0.0636,58254.330544000026,20.332000732421875,0.1499529927968979,ztfg,58226.34053240018,27.990011599846184,-12.018764849020755
ZTF18aakuewf,Ibn,0.0636,58254.33099539997,20.61210060119629,0.19808200001716614,ztfg,58226.34053240018,27.990462999790907,-11.738664980246341
ZTF18aakuewf,Ibn,0.0636,58254.33145829989,20.494300842285156,0.1767269968986511,ztfg,58226.34053240018,27.99092589970678,-11.856464739157474
ZTF18aakuewf,Ibn,0.0636,58254.33190969983,20.580900192260742,0.18899700045585632,ztfg,58226.34053240018,27.991377299651504,-11.769865389181888
ZTF18aakuewf,Ibn,0.0636,58254.33282409981,20.3966007232666,0.16050800681114197,ztfg,58226.34053240018,27.992291699629277,-11.954164858176028
ZTF18aakuewf,Ibn,0.0636,58254.33328700019,20.130399703979492,0.12682999670505524,ztfg,58226.34053240018,27.992754600010812,-12.220365877463138
ZTF18aakuewf,Ibn,0.0636,58254.333738400135,20.57990074157715,0.18952199816703796,ztfg,58226.34053240018,27.993205999955535,-11.770864839865482
ZTF18aakuewf,Ibn,0.0636,58254.33420140017,20.49970054626465,0.17338299751281738,ztfg,58226.34053240018,27.993668999988586,-11.851065035177982
ZTF18aakuewf,Ibn,0.0636,58254.33465280011,20.40369987487793,0.16157500445842743,ztfg,58226.34053240018,27.99412039993331,-11.9470657065647
ZTF18aakuewf,Ibn,0.0636,58254.33511570003,20.156600952148438,0.1268180012702942,ztfg,58226.34053240018,27.994583299849182,-12.194164629294193
ZTF18aakuewf,Ibn,0.0636,58254.33556709997,20.335100173950195,0.15053699910640714,ztfg,58226.34053240018,27.995034699793905,-12.015665407492435
ZTF18aakuewf,Ibn,0.0636,58254.33601849992,20.713199615478516,0.21676300466060638,ztfg,58226.34053240018,27.995486099738628,-11.637565965964114
ZTF18aakuewf,Ibn,0.0636,58254.33648149995,20.395099639892578,0.14712999761104587,ztfg,58226.34053240018,27.99594909977168,-11.955665941550052
ZTF18aakuewf,Ibn,0.0636,58254.336932899896,20.358699798583984,0.13641700148582458,ztfg,58226.34053240018,27.9964004997164,-11.992065782858646
ZTF18aakuewf,Ibn,0.0636,58254.33739579981,20.34239959716797,0.13267900049686432,ztfg,58226.34053240018,27.996863399632275,-12.008365984274661
ZTF18aakuewf,Ibn,0.0636,58254.33784720022,20.37310028076172,0.1362999975681305,ztfg,58226.34053240018,27.99731480004266,-11.977665300680911
ZTF18aakuewf,Ibn,0.0636,58254.33831019979,20.320199966430664,0.1295499950647354,ztfg,58226.34053240018,27.99777779961005,-12.030565615011966
ZTF18aakuewf,Ibn,0.0636,58254.3387616002,20.46769905090332,0.1502380073070526,ztfg,58226.34053240018,27.998229200020432,-11.88306653053931
ZTF18aakuewf,Ibn,0.0636,58254.33967590006,20.77869987487793,0.2013850063085556,ztfg,58226.34053240018,27.99914349988103,-11.5720657065647
ZTF18aakuewf,Ibn,0.0636,58254.340138900094,20.390199661254883,0.1397300064563751,ztfg,58226.34053240018,27.99960649991408,-11.960565920187747
ZTF18aakuewf,Ibn,0.0636,58254.34059030004,20.203699111938477,0.11672700196504592,ztfg,58226.34053240018,28.000057899858803,-12.147066469504153
ZTF18aakuewf,Ibn,0.0636,58254.34104169998,20.292299270629883,0.13007999956607819,ztfg,58226.34053240018,28.000509299803525,-12.058466310812747
ZTF18aakuewf,Ibn,0.0636,58254.3415045999,20.559600830078125,0.16520699858665466,ztfg,58226.34053240018,28.0009721997194,-11.791164751364505
ZTF18aakuewf,Ibn,0.0636,58254.341955999844,20.3927001953125,0.14014600217342377,ztfg,58226.34053240018,28.001423599664122,-11.95806538613013
ZTF18aakuewf,Ibn,0.0636,58254.34241899988,20.453399658203125,0.14709900319576263,ztfg,58226.34053240018,28.001886599697173,-11.897365923239505
ZTF18aakuewf,Ibn,0.0636,58254.34287039982,20.42329978942871,0.1455329954624176,ztfg,58226.34053240018,28.002337999641895,-11.927465792013919
ZTF18aakuewf,Ibn,0.0636,58254.3433333002,20.322099685668945,0.13019199669361115,ztfg,58226.34053240018,28.00280090002343,-12.028665895773685
ZTF18aakuewf,Ibn,0.0636,58254.34378470015,20.530099868774414,0.16293799877166748,ztfg,58226.34053240018,28.003252299968153,-11.820665712668216
ZTF18aakuewf,Ibn,0.0636,58254.34424770018,20.316499710083008,0.13158799707889557,ztfg,58226.34053240018,28.003715300001204,-12.034265871359622
ZTF18aakuewf,Ibn,0.0636,58254.344699100126,20.275999069213867,0.12811200320720673,ztfg,58226.34053240018,28.004166699945927,-12.074766512228763
ZTF18aakuewf,Ibn,0.0636,58254.34516200004,20.308799743652344,0.13039100170135498,ztfg,58226.34053240018,28.0046295998618,-12.041965837790286
ZTF18aakuewf,Ibn,0.0636,58254.345613399986,20.475900650024414,0.1548050045967102,ztfg,58226.34053240018,28.005080999806523,-11.874864931418216
ZTF18aakuewf,Ibn,0.0636,58254.34607640002,20.32309913635254,0.1350090056657791,ztfg,58226.34053240018,28.005543999839574,-12.027666445090091
ZTF18aakuewf,Ibn,0.0636,58254.346527799964,20.542999267578125,0.16598500311374664,ztfg,58226.34053240018,28.005995399784297,-11.807766313864505
ZTF18aakuewf,Ibn,0.0636,58254.34697919991,20.308500289916992,0.13259199261665347,ztfg,58226.34053240018,28.00644679972902,-12.042265291525638
ZTF18aakuewf,Ibn,0.0636,58254.347442099825,20.19700050354004,0.11785999685525894,ztfg,58226.34053240018,28.006909699644893,-12.153765077902591
ZTF18aakuewf,Ibn,0.0636,58254.34789349977,20.53260040283203,0.16155099868774414,ztfg,58226.34053240018,28.007361099589616,-11.818165178610599
ZTF18aakuewf,Ibn,0.0636,58254.3483564998,20.449899673461914,0.15305499732494354,ztfg,58226.34053240018,28.007824099622667,-11.900865907980716
ZTF18aakuewf,Ibn,0.0636,58254.34880790021,20.080699920654297,0.10769999772310257,ztfg,58226.34053240018,28.00827550003305,-12.270065660788333
ZTF18aakuewf,Ibn,0.0636,58254.34925930016,20.183900833129883,0.11828500032424927,ztfg,58226.34053240018,28.008726899977773,-12.166864748312747
ZTF18aakuewf,Ibn,0.0636,58254.35017360002,20.437000274658203,0.14518100023269653,ztfg,58226.34053240018,28.00964119983837,-11.913765306784427
ZTF18aakuewf,Ibn,0.0636,58254.35063660005,20.393299102783203,0.14526399970054626,ztfg,58226.34053240018,28.01010419987142,-11.957466478659427
ZTF18aakuewf,Ibn,0.0636,58254.35155089991,20.09480094909668,0.10797099769115448,ztfg,58226.34053240018,28.011018499732018,-12.25596463234595
ZTF18aakuewf,Ibn,0.0636,58254.352013899945,20.570899963378906,0.16587799787521362,ztfg,58226.34053240018,28.01148149976507,-11.779865618063724
ZTF18aakuewf,Ibn,0.0636,58254.352916699834,20.13800048828125,0.1113160029053688,ztfg,58226.34053240018,28.012384299654514,-12.21276509316138
ZTF18aakuewf,Ibn,0.0636,58254.353379600216,20.353200912475586,0.13760699331760406,ztfg,58226.34053240018,28.01284720003605,-11.997564668967044
ZTF18aakuewf,Ibn,0.0636,58254.35429400019,20.261499404907227,0.12671099603176117,ztfg,58226.34053240018,28.013761600013822,-12.089266176535403
ZTF18aakuewf,Ibn,0.0636,58254.35475690011,20.546899795532227,0.16470199823379517,ztfg,58226.34053240018,28.014224499929696,-11.803865785910403
ZTF18aakuewf,Ibn,0.0636,58254.35521990014,20.205400466918945,0.11926200240850449,ztfg,58226.34053240018,28.014687499962747,-12.145365114523685
ZTF18aakuewf,Ibn,0.0636,58254.35567130009,20.29509925842285,0.12721599638462067,ztfg,58226.34053240018,28.01513889990747,-12.055666323019778
ZTF18aakuewf,Ibn,0.0636,58254.35612270003,20.175500869750977,0.11463899910449982,ztfg,58226.34053240018,28.015590299852192,-12.175264711691653
ZTF18aakuewf,Ibn,0.0636,58254.35658559995,20.19070053100586,0.11485700309276581,ztfg,58226.34053240018,28.016053199768066,-12.16006505043677
ZTF18aakuewf,Ibn,0.0636,58254.35703699989,20.266199111938477,0.12440799921751022,ztfg,58226.34053240018,28.01650459971279,-12.084566469504153
ZTF18aakuewf,Ibn,0.0636,58254.35748839984,20.459699630737305,0.14588600397109985,ztfg,58226.34053240018,28.01695599965751,-11.891065950705325
ZTF18aakuewf,Ibn,0.0636,58254.35795139987,20.385900497436523,0.13983699679374695,ztfg,58226.34053240018,28.017418999690562,-11.964865084006107
ZTF18aakuewf,Ibn,0.0636,58254.3584143999,20.475400924682617,0.1540829986333847,ztfg,58226.34053240018,28.017881999723613,-11.875364656760013
ZTF18aakuewf,Ibn,0.0636,58254.3588657002,20.62420082092285,0.17467500269412994,ztfg,58226.34053240018,28.01833330001682,-11.726564760519778
ZTF18aakuewf,Ibn,0.0636,58254.35931710014,20.446199417114258,0.14883600175380707,ztfg,58226.34053240018,28.018784699961543,-11.904566164328372
ZTF18aakuewf,Ibn,0.0636,58254.359780100174,20.409900665283203,0.14355100691318512,ztfg,58226.34053240018,28.019247699994594,-11.940864916159427
ZTF18aakuewf,Ibn,0.0636,58254.40254630009,20.418399810791016,0.14178000390529633,ztfg,58226.34053240018,28.06201389990747,-11.932365770651614
ZTF18aakuewf,Ibn,0.0636,58254.403483800124,20.427099227905273,0.14333300292491913,ztfg,58226.34053240018,28.062951399944723,-11.923666353537357
ZTF18aakuewf,Ibn,0.0636,58254.423750000075,20.348600387573242,0.13465900719165802,ztfg,58226.34053240018,28.08321759989485,-12.002165193869388
ZTF18aakuewf,Ibn,0.0636,58255.374525499996,20.3346004486084,0.14596399664878845,ztfg,58226.34053240018,29.033993099816144,-12.016165132834232
ZTF18aakuewf,Ibn,0.0636,58255.3954977002,20.238500595092773,0.1333570033311844,ztfg,58226.34053240018,29.05496530001983,-12.112264986349857
ZTF18aakuewf,Ibn,0.0636,58255.415416699834,20.0757999420166,0.11510100215673447,ztfg,58226.34053240018,29.074884299654514,-12.274965639426028
ZTF18aakuewf,Ibn,0.0636,58258.31628469983,20.131500244140625,0.10639899969100952,ztfg,58226.34053240018,31.975752299651504,-12.219265337302005
ZTF18aakuewf,Ibn,0.0636,58258.37518520001,20.334299087524414,0.13258199393749237,ztfg,58226.34053240018,32.034652799833566,-12.016466493918216
ZTF18aakuewf,Ibn,0.0636,58262.40736109996,19.964500427246094,0.13398699462413788,ztfg,58226.34053240018,36.06682869978249,-12.386265154196536
ZTF18aakuewf,Ibn,0.0636,58272.211041700095,19.848800659179688,0.09484300017356873,ztfg,58226.34053240018,45.870509299915284,-12.501964922262943
ZTF18aakuewf,Ibn,0.0636,58272.249259300064,19.88789939880371,0.09588199853897095,ztfg,58226.34053240018,45.90872689988464,-12.462866182638919
ZTF18aakuewf,Ibn,0.0636,58272.254236099776,19.913999557495117,0.0969190001487732,ztfg,58226.34053240018,45.913703699596226,-12.436766023947513
ZTF18aakuewf,Ibn,0.0636,58272.25517359981,19.76810073852539,0.08571500331163406,ztfg,58226.34053240018,45.91464119963348,-12.58266484291724
ZTF18aakuewf,Ibn,0.0636,58273.270312500186,19.78969955444336,0.08044900000095367,ztfg,58226.34053240018,46.92978010000661,-12.56106602699927
ZTF18aakuewf,Ibn,0.0636,58273.28892360022,19.921100616455078,0.09643799811601639,ztfg,58226.34053240018,46.94839120004326,-12.429664964987552
ZTF18aakuewf,Ibn,0.0636,58273.29622690007,20.0580997467041,0.11569000035524368,ztfg,58226.34053240018,46.95569449989125,-12.292665834738528
ZTF18aakuewf,Ibn,0.0636,58274.24940969981,19.828399658203125,0.07697899639606476,ztfg,58226.34053240018,47.90887729963288,-12.522365923239505
ZTF18aakuewf,Ibn,0.0636,58274.27089119982,19.8533992767334,0.07683099806308746,ztfg,58226.34053240018,47.93035879964009,-12.497366304709232
ZTF18aakuewf,Ibn,0.0636,58274.29025459988,19.673500061035156,0.06432099640369415,ztfg,58226.34053240018,47.94972219970077,-12.677265520407474
ZTF18aakuewf,Ibn,0.0636,58275.275381899904,19.803699493408203,0.07325100153684616,ztfg,58226.34053240018,48.934849499724805,-12.547066088034427
ZTF18aakuewf,Ibn,0.0636,58276.27120369999,19.782800674438477,0.07861600071191788,ztfg,58226.34053240018,49.93067129980773,-12.567964907004153
ZTF18aakuewf,Ibn,0.0636,58276.34402780002,19.696399688720703,0.07393500208854675,ztfg,58226.34053240018,50.003495399840176,-12.654365892721927
ZTF18aakuewf,Ibn,0.0636,58276.36210650019,19.816999435424805,0.08347400277853012,ztfg,58226.34053240018,50.02157410001382,-12.533766146017825
ZTF18aakuewf,Ibn,0.0636,58277.33218749985,19.862699508666992,0.09557600319385529,ztfg,58226.34053240018,50.991655099671334,-12.488066072775638
