mjd,flux_ztfg,flux_ztfr,flux_error_ztfg,flux_error_ztfr,type,obj_id,mjd_0,redshift,flux_ztfi,flux_error_ztfi
0.0,52.80870424066112,46.767109997800596,1.7227566944504482,12.355591893958161,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
0.31236426767921355,62.60059818740043,53.575416349166794,2.741510513687987,11.019624387358121,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
0.6247285353584271,72.72221400906781,60.15852635032685,3.96622768991917,9.630060795569365,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
0.9370928030376406,82.33387198921079,66.09763364496203,4.428027427201606,8.09457719866251,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
1.2494570707168542,90.57802901371855,70.95603479032523,4.087007427220371,6.3613871950977146,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
1.5618213383960677,96.56172107639206,74.35464188603096,3.0705822015877726,4.467506790512801,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
1.8741856060752813,99.3370213517008,76.06010666573087,1.763262400791372,2.6848462140912317,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
2.186549873754495,97.95094932487099,76.06688904125095,1.5567694115673094,2.1246740553265413,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
2.4989141414337084,92.5260589266289,74.59881753201128,2.138240108827353,2.8021724136637327,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
2.811278409112922,84.90396923592537,72.06232385515067,2.1887860485244146,3.1775878413342173,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
3.1236426767921355,77.08410378711196,68.98679905428293,2.1564015472937066,3.1233350765655206,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
3.436006944471349,70.21207339794125,65.81201897827358,2.3567376471301835,2.850526836011645,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
3.7483712121505626,64.11740275789938,62.593197877109034,2.1300466510548643,2.196568280309731,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
4.060735479829776,58.51439777878215,59.203266580097626,1.7470034201404148,2.0061197340056354,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
4.37309974750899,53.16527633001759,55.534740257961445,2.0672339937766693,3.5337950924723405,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
4.685464015188203,48.08963855399695,51.749448812514224,2.0603073638637373,5.503887524023937,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
4.997828282867417,43.440320875423566,48.0129338466771,1.373086501842224,7.46249486639006,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
5.31019255054663,39.37952621166374,44.44956397609078,2.128882346995912,9.360142834428677,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
5.622556818225844,35.88536935812278,41.14389029838609,4.45869885449426,11.223390950720189,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
5.934921085905057,32.88064164710519,38.14447859665661,7.063790995475922,13.077835406709978,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
6.247285353584271,30.306623650097556,35.47188501078557,9.695817700366636,14.92578257212665,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
6.5596496212634845,28.11548417507894,33.12787368771861,12.253374391767988,16.74812912939049,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
6.872013888942698,26.267264502380666,31.103106613649953,14.676679137845007,18.514285427878274,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
7.184378156621912,24.727948289093156,29.38244847288742,16.926819143090462,20.191006888368218,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
7.496742424301125,23.468185210402858,27.94824476180648,18.977735334226022,21.747574066163747,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
7.809106691980339,22.462408335172757,26.782218772108806,20.811951442366457,23.15794589867236,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
8.121470959659552,21.688192970434063,25.866516805951353,22.417917412580582,24.401132701510388,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
8.433835227338765,21.125767841129807,25.184250573620183,23.788221284080066,25.460731057355982,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
8.74619949501798,20.757625660042223,24.719747442711952,24.918335280177345,26.32416383952584,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
9.058563762697194,20.568200891414268,24.458631346687493,25.805720912686315,26.981894768008363,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
9.370928030376406,20.543594562879804,24.38780512896662,26.449191805523142,27.426734657196413,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
9.683292298055619,20.671333140534557,24.49537497518198,26.848472232858196,27.65328137736038,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
9.995656565734834,20.94015288938519,24.77054010836372,27.003912595251705,27.65750227955583,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
10.308020833414048,21.339804019742427,25.203460573175704,26.91633812287206,27.43645557628969,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
10.62038510109326,21.860871008853337,25.785109534519957,26.587017791125408,26.988144991647108,IIb,ZTF18aalrxas,58227.3331133998,0.0582 ± 0.0003,,
