id,mjd,utc,mag,magerr,limiting_mag,filter,snr,magsys,instrument_name,instrument_id,origin,flux,fluxerr,ra,dec,ra_unc,dec_unc,created_at,altdata,streams,owner
1084410923,61220.34861110011,2026-06-29T08:21:59Z,,,19.48090031804212,ztfr,,ab,ZTF,1,None,,58.56523263999999,,,,,2026-07-29T11:47:36.920739,,ZTF Public+Partnership,provisioned-admin
1084410924,61220.436134300195,2026-06-29T10:28:02Z,,,19.524500211086504,ztfg,,ab,ZTF,1,None,,56.26002431999994,,,,,2026-07-29T11:47:36.920774,,ZTF Public+Partnership,provisioned-admin
1084410925,61222.31252310006,2026-07-01T07:30:01Z,,,19.981800524383743,ztfr,,ab,ZTF,1,None,,36.921538559999966,,,,,2026-07-29T11:47:36.920787,,ZTF Public+Partnership,provisioned-admin
1084410979,61222.31252310006,2026-07-01T07:30:01Z,,,19.981800079345703,ztfr,,ab,ZTF,1,None,,36.92155369396387,,,,,2026-07-29T11:47:37.951460,,ZTF Public+Partnership,kowalski-bot
1085054036,61223.427083,2026-07-02T10:14:59Z,,,19.06,atlaso,,ab,ATLAS,72,fp,,86.29785477669702,295.28406,60.82161,,,2026-07-30T17:01:34.853774,,,khinds
1085054037,61223.428909,2026-07-02T10:17:37Z,,,19.05,atlaso,,ab,ATLAS,72,fp,,87.09635899560791,295.28406,60.82161,,,2026-07-30T17:01:34.853822,,,khinds
1085054038,61223.43165,2026-07-02T10:21:34Z,,,19.04,atlaso,,ab,ATLAS,72,fp,,87.90225168308842,295.28406,60.82161,,,2026-07-30T17:01:34.853840,,,khinds
1085054039,61223.436682,2026-07-02T10:28:49Z,,,19.03,atlaso,,ab,ATLAS,72,fp,,88.7156012037959,295.28406,60.82161,,,2026-07-30T17:01:34.853853,,,khinds
1084410926,61224.237152799964,2026-07-03T05:41:30Z,,,20.049500007029824,ztfg,,ab,ZTF,1,None,,34.689656320000005,,,,,2026-07-29T11:47:36.920795,,ZTF Public+Partnership,provisioned-admin
1084410980,61224.237152799964,2026-07-03T05:41:30Z,,,20.04949951171875,ztfg,,ab,ZTF,1,None,,34.689672145367865,,,,,2026-07-29T11:47:37.951555,,ZTF Public+Partnership,kowalski-bot
1084410927,61224.30657410016,2026-07-03T07:21:28Z,,,20.29410009056202,ztfr,,ab,ZTF,1,None,,27.692359679999967,,,,,2026-07-29T11:47:36.920804,,ZTF Public+Partnership,provisioned-admin
1084410981,61224.30657410016,2026-07-03T07:21:28Z,,,20.294099807739258,ztfr,,ab,ZTF,1,None,,27.692366893566764,,,,,2026-07-29T11:47:37.951567,,ZTF Public+Partnership,kowalski-bot
1084410928,61224.352280099876,2026-07-03T08:27:17Z,,,20.137199929150633,ztfg,,ab,ZTF,1,None,,31.99779327999997,,,,,2026-07-29T11:47:36.920822,,ZTF Public+Partnership,provisioned-admin
1084410982,61224.352280099876,2026-07-03T08:27:17Z,,,20.13719940185547,ztfg,,ab,ZTF,1,None,,31.99780881994944,,,,,2026-07-29T11:47:37.951573,,ZTF Public+Partnership,kowalski-bot
1085054040,61224.426732,2026-07-03T10:14:29Z,,,19.09,atlaso,,ab,ATLAS,72,fp,,83.94599865193965,295.28406,60.82161,,,2026-07-30T17:01:34.853865,,,khinds
1085054041,61224.428559,2026-07-03T10:17:07Z,,,19.13,atlaso,,ab,ATLAS,72,fp,,80.90958991783822,295.28406,60.82161,,,2026-07-30T17:01:34.853877,,,khinds
1085054042,61224.431304,2026-07-03T10:21:04Z,,,19.06,atlaso,,ab,ATLAS,72,fp,,86.29785477669702,295.28406,60.82161,,,2026-07-30T17:01:34.853889,,,khinds
1085054043,61224.453144,2026-07-03T10:52:31Z,,,19.06,atlaso,,ab,ATLAS,72,fp,,86.29785477669702,295.28406,60.82161,,,2026-07-30T17:01:34.853899,,,khinds
1085054044,61224.456829,2026-07-03T10:57:50Z,,,19.12,atlaso,,ab,ATLAS,72,fp,,81.65823713585905,295.28406,60.82161,,,2026-07-30T17:01:34.853910,,,khinds
1085054045,61224.458657,2026-07-03T11:00:27Z,,,19.08,atlaso,,ab,ATLAS,72,fp,,84.72274141405967,295.28406,60.82161,,,2026-07-30T17:01:34.853920,,,khinds
1085054046,61224.461861,2026-07-03T11:05:04Z,,,19.1,atlaso,,ab,ATLAS,72,fp,,83.17637711026691,295.28406,60.82161,,,2026-07-30T17:01:34.853932,,,khinds
1085054047,61224.468425,2026-07-03T11:14:31Z,,,19.04,atlaso,,ab,ATLAS,72,fp,,87.90225168308842,295.28406,60.82161,,,2026-07-30T17:01:34.853944,,,khinds
1084410929,61226.34549769992,2026-07-05T08:17:31Z,,,20.35100026973054,ztfg,,ab,ZTF,1,None,,26.27845888000003,,,,,2026-07-29T11:47:36.920835,,ZTF Public+Partnership,provisioned-admin
