oid,measurement_id,mjd,ra,dec,band,band_name,psfFlux,psfFluxErr,scienceFlux,scienceFluxErr,snr,visit,detector,diaObjectId,ssObjectId,has_stamp,apFlux,apFluxErr,apFlux_flag,apFlux_flag_apertureTruncated,bboxSize,centroid_flag,decErr,dipoleAngle,dipoleChi2,dipoleFitAttempted,dipoleFluxDiff,dipoleFluxDiffErr,dipoleLength,dipoleMeanFlux,dipoleMeanFluxErr,dipoleNdata,extendedness,forced_PsfFlux_flag,forced_PsfFlux_flag_edge,forced_PsfFlux_flag_noGoodPixels,glint_trail,isDipole,isNegative,ixx,ixxPSF,ixy,ixyPSF,iyy,iyyPSF,parentDiaSourceId,pixelFlags,pixelFlags_bad,pixelFlags_cr,pixelFlags_crCenter,pixelFlags_edge,pixelFlags_injected,pixelFlags_injectedCenter,pixelFlags_injected_template,pixelFlags_injected_templateCenter,pixelFlags_interpolated,pixelFlags_interpolatedCenter,pixelFlags_nodata,pixelFlags_nodataCenter,pixelFlags_offimage,pixelFlags_saturated,pixelFlags_saturatedCenter,pixelFlags_streak,pixelFlags_streakCenter,pixelFlags_suspect,pixelFlags_suspectCenter,psfChi2,psfFlux_flag,psfFlux_flag_edge,psfFlux_flag_noGoodPixels,psfLnL,psfNdata,raErr,ra_dec_Cov,reliability,shape_flag,shape_flag_no_pixels,shape_flag_not_contained,shape_flag_parent_source,survey_id,templateFlux,templateFluxErr,timeProcessedMjdTai,timeWithdrawnMjdTai,trailAngle,trailAngleErr,trailChi2,trailDec,trailDecErr,trailFlux,trailFluxErr,trailLength,trailLengthErr,trailNdata,trailRa,trailRaErr,trail_flag_edge,x,xErr,y,yErr
313888627043074080,313932595724288017,61042.21220508731,151.17227304390983,2.77252607984828,3,i,4156.6562,373.95868,14446.088,380.46655,10.886251,2026010100266,114,313888627043074080,0,True,5746.904,1012.15094,False,False,18,False,1.6873442e-05,,,False,,,,,,0,0.00095266284,False,False,False,False,False,False,0.12790258,0.1555257,-0.016234428,-0.014017669,0.17351206,0.15071902,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1628.6317,False,False,False,,1681,1.5922771e-05,-1.6465518e-11,0.67714363,False,False,False,False,lsst,10183.726,15.12779,61081.939483028036,,-5.718304,,,2.772527541930179,,3982.8596,4.1019917,0.7786095,,0,151.17226926756834,,False,3915.7905,0.282847,536.73065,0.30746487
313888627043074080,313963405297319944,61049.31504067649,151.17226810846648,2.772527236075793,1,g,3534.294,401.3446,20176.572,416.6262,8.691621,2026010800439,167,313888627043074080,0,True,3733.58,635.2476,False,False,32,False,7.279567e-05,,,False,,,,,,0,0.56166685,False,False,False,False,False,False,0.8766588,0.57944626,0.10998106,0.012458091,0.4382368,0.47210506,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1752.4517,False,False,False,,1681,6.3644075e-05,-2.6491214e-09,0.50569713,False,False,False,False,lsst,16518.898,4.4106736,61081.9561121281,,-25.08311,,,2.7725482745420407,,4094.534,7.198734,2.2039318,,0,151.17225536179302,,False,2951.4216,1.5474964,941.23175,0.7961822
313888627043074080,313963405431537675,61049.31543933507,151.1722715388744,2.7725570857082884,1,g,3110.461,373.06,16883.729,383.7186,8.276183,2026010800440,167,313888627043074080,0,True,3684.8345,626.77185,False,False,27,False,4.1556283e-05,,,False,,,,,,0,0.02097699,False,False,False,False,False,False,0.5400589,0.49472392,-0.03000569,0.0030760868,0.43139267,0.4369871,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1602.9023,False,False,False,,1681,3.848139e-05,-5.19767e-10,0.63514453,False,False,False,False,lsst,13884.636,4.5224195,61081.92181462008,,-52.82838,,,2.772554579308496,,3178.7515,4.026367,1.1771059,,0,151.1722725890518,,False,2951.2156,0.8320345,941.22363,0.5892351
313888627043074080,313963405565755400,61049.31583575188,151.17228790464662,2.7724985425023565,1,g,3663.2546,369.71902,18358.158,379.4427,9.77408,2026010800441,167,313888627043074080,0,True,3890.9146,626.27045,False,False,29,False,3.506423e-05,,,False,,,,,,0,0.0392091,False,False,False,False,False,False,0.7239616,0.5140211,0.042247657,-0.0037944943,0.2467665,0.40256354,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1693.4266,False,False,False,,1681,3.135633e-05,-5.216592e-10,0.7433026,False,False,False,False,lsst,14734.059,4.847432,61081.89817123428,,-33.371857,,,2.772496569016706,,4154.0464,6.3153405,2.1322882,,0,151.17229280346666,,False,2950.792,0.7291853,941.82227,0.43026054
313888627043074080,313963405699973129,61049.31623465388,151.1722684259265,2.7725239469283176,1,g,3317.9517,356.30664,17025.197,365.86255,9.307476,2026010800442,167,313888627043074080,0,True,4046.9414,622.73236,False,False,29,False,5.8007943e-05,,,False,,,,,,0,0.8773864,False,False,False,False,False,False,0.84809273,0.5085908,-0.2011789,0.032920647,0.4025898,0.36025727,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1700.6648,False,False,False,,1681,5.3322463e-05,-1.1026196e-09,0.44403097,False,False,False,False,lsst,13616.571,5.190495,61081.98294093221,,-59.413277,,,2.772478522742583,,4059.504,33.701946,2.3826506,,0,151.1722836738749,,False,2951.3015,1.1713006,941.9485,0.7998353
313888627043074080,313963405834190856,61049.31663464057,151.17228480625076,2.7725295110920865,1,g,3611.434,367.45013,17639.223,377.39493,9.7558365,2026010800443,167,313888627043074080,0,True,3864.3032,622.8722,False,False,28,False,5.9046662e-05,,,False,,,,,,0,0.27180177,False,False,False,False,False,False,0.6924431,0.50291485,0.114994586,0.028639005,0.36582637,0.40372205,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1683.381,False,False,False,,1681,5.3171894e-05,-1.3958896e-09,0.6776313,False,False,False,False,lsst,14104.647,4.6739893,61081.908711052245,,-20.834879,,,2.772538898339992,,4083.9875,12.230473,1.9869504,,0,151.17227736486456,,False,2950.3,1.219246,942.22076,0.747746
313888627043074080,313963405971030041,61049.31713085304,151.1722380679652,2.7725534972414017,1,g,3398.8774,340.69464,15443.326,348.9276,9.776086,2026010800444,172,313888627043074080,0,True,3456.085,610.8428,False,False,28,False,5.6364697e-05,,,False,,,,,,0,0.12235965,False,False,False,False,False,False,0.5380092,0.42859983,0.03661217,0.014551236,0.16098198,0.36122358,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1716.0427,False,False,False,,1681,5.162259e-05,-1.818883e-09,0.5001357,False,False,False,False,lsst,11944.849,5.0193157,61081.992308945206,,-35.505787,,,2.7725294382290673,,3710.0623,47.58601,1.879042,,0,151.17227262653813,,False,2275.6008,1.2406714,2137.544,0.59284294
313888627043074080,313963406073790556,61049.31914150345,151.17225596206362,2.772519076547419,3,i,4947.746,392.2663,25534.293,396.58636,12.430873,2026010800445,112,313888627043074080,0,True,5399.8906,750.3078,False,False,27,False,2.1743921e-05,,,False,,,,,,0,0.22212665,False,False,False,False,False,False,0.33952484,0.34492543,0.031258784,-0.0084660705,0.46169156,0.33912787,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1636.1783,False,False,False,,1681,2.0247538e-05,-9.267007e-11,0.5502138,False,False,False,False,lsst,20446.518,11.009784,61081.9789336198,,130.81598,,,2.772517977212425,,5090.4233,2.101974,1.2235599,,0,151.17225981196566,,False,1129.7252,0.3340802,3695.018,0.41799128
313888627043074080,313963406208008262,61049.31953701328,151.17226279104324,2.7725128904648537,3,i,4590.62,405.09604,26710.908,408.43903,11.077101,2026010800446,112,313888627043074080,0,True,5703.7554,749.998,False,False,28,False,2.5352914e-05,,,False,,,,,,0,0.9575059,False,False,False,False,False,False,0.42110282,0.3738354,0.093085855,0.0014059303,0.74042535,0.357961,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1634.316,False,False,False,,1681,2.2813423e-05,-1.8049041e-10,0.25656188,False,False,False,False,lsst,22084.146,10.428202,61081.955055256054,,129.24846,,,2.7725068697669335,,5195.423,1.8888905,1.9371761,,0,151.17225622130863,,False,1129.6038,0.35642958,3695.6584,0.50014156
313888627043074080,313963406342225994,61049.319935806896,151.1722651214533,2.7724899179118774,3,i,5231.464,402.60925,28087.062,406.81573,12.753945,2026010800447,112,313888627043074080,0,True,4508.2925,746.627,False,False,26,False,1.7152894e-05,,,False,,,,,,0,0.6364499,False,False,False,False,False,False,0.2840838,0.34938467,-0.09212099,0.00614082,0.19451462,0.3704507,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1660.9512,False,False,False,,1681,1.7603437e-05,2.3276669e-11,0.6331468,False,False,False,False,lsst,22739.986,10.794951,61081.88176283146,,22.269428,,,2.7724794388419,,5371.994,19.498638,1.4072586,,0,151.17228844420603,,False,1129.7119,0.32574362,3696.0054,0.299817
313888627043074080,313963406476443712,61049.32033204656,151.1722375710431,2.772460826112615,3,i,4954.9653,424.43405,31078.854,433.2774,11.551333,2026010800448,112,313888627043074080,0,True,6106.2437,754.98413,False,False,31,False,2.7448139e-05,,,False,,,,,,0,0.9526615,False,False,False,False,False,False,0.69564867,0.4159833,0.15771885,0.01161533,0.54296297,0.3817098,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1516.937,False,False,False,,1681,2.8687287e-05,1.0320011e-10,0.27163687,False,False,False,False,lsst,25969.578,9.926497,61081.9658773619,,86.465096,,,2.7724776908718347,,5522.5444,3.2962005,1.9019189,,0,151.1722526902602,,False,1130.544,0.53985536,3693.4392,0.46911347
313888627043074080,313963406746976304,61049.32267149135,151.17228950260684,2.772536788704585,3,i,4698.2188,373.5918,23203.428,378.70947,12.368847,2026010800450,116,313888627043074080,0,True,6178.765,746.0964,False,False,26,False,2.0289855e-05,,,False,,,,,,0,0.02236479,False,False,False,False,False,False,0.36076006,0.3006539,0.055260073,-0.015591923,0.27131262,0.29852802,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1671.9026,False,False,False,,1681,2.0675014e-05,3.6369536e-11,0.5411122,False,False,False,False,lsst,18319.125,10.968591,61081.90591502391,,76.81689,,,2.7725352210837984,,4746.1934,8.184239,1.2286099,,0,151.17228339786016,,False,200.86606,0.3854746,1487.0657,0.352049
313888627043074080,313967766114664550,61050.16951178605,151.1722649936726,2.7725336309324042,2,r,4022.9084,295.40192,23463.184,300.435,13.459576,2026010900162,70,313888627043074080,0,True,4776.1616,513.8732,False,False,32,False,2.1603077e-05,,,False,,,,,,0,0.5540156,False,False,False,False,False,False,0.59506506,0.42421713,-0.06698389,-0.012342389,0.4610543,0.4011515,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1679.4401,False,False,False,,1681,2.4919349e-05,3.785814e-11,0.505112,False,False,False,False,lsst,19295.75,8.276914,61081.93954028358,,54.33408,,,2.7725332893122356,,4239.652,0.9875961,1.4347488,,0,151.17227286907305,,False,3486.2761,0.4522681,3653.3665,0.38521552
313888627043074080,313967766248882318,61050.169906911164,151.17226919935135,2.772554172421844,2,r,3982.068,271.05545,19779.768,272.04742,14.672824,2026010900163,70,313888627043074080,0,True,4226.538,508.59488,False,False,39,False,2.232165e-05,,,False,,,,,,0,0.06261777,False,False,False,False,False,False,0.30230364,0.33174822,-0.027786829,-0.033181544,0.32294273,0.35297602,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1714.2134,False,False,False,,1681,1.7719402e-05,-4.573747e-11,0.57457024,False,False,False,False,lsst,15665.784,10.518747,61081.905719369825,,21.619724,,,2.7725503573240027,,3954.8062,3.9876158,0.82076705,,0,151.17227566102466,,False,3486.7385,0.31384385,3652.7014,0.40610865
313888627043074080,313967766383100025,61050.17030319939,151.17225871781338,2.772540468372139,2,r,4258.642,273.2392,20844.078,276.0617,15.553519,2026010900164,70,313888627043074080,0,True,4448.0015,511.00153,False,False,31,False,2.2067623e-05,,,False,,,,,,0,0.7558866,False,False,False,False,False,False,0.44857574,0.33093128,-0.05639653,-0.018421447,0.5358567,0.37208408,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1651.0343,False,False,False,,1681,1.9676978e-05,-2.4840416e-11,0.65495646,False,False,False,False,lsst,16377.348,10.366641,61081.93847153722,,12.943765,,,2.7725464951667993,,4497.129,4.836314,1.2559756,,0,151.17225780669517,,False,3486.0662,0.35195202,3654.2861,0.3996449
313888627043074080,313967766517317767,61050.17070313955,151.1722701964137,2.772530398261995,2,r,4787.407,275.3133,21426.014,276.98868,17.351006,2026010900165,70,313888627043074080,0,True,4846.5474,513.8404,False,False,29,False,1.6503605e-05,,,False,,,,,,0,0.0058023264,False,False,False,False,False,False,0.3495095,0.32775462,-0.013753561,-0.018205905,0.33018756,0.36995193,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1664.7799,False,False,False,,1681,1.6549187e-05,2.3023743e-13,0.77065635,False,False,False,False,lsst,16518.367,10.307443,61081.90421848523,,49.36145,,,2.7725248823347735,,4745.1753,0.66904837,0.6259796,,0,151.1722760356978,,False,3486.108,0.29831207,3653.6616,0.29706717
313888627043074080,313967766651535511,61050.17110193609,151.17224438038426,2.772523232647285,2,r,4316.3477,234.80792,16243.843,235.78516,17.949104,2026010900166,70,313888627043074080,0,True,4293.385,512.4685,False,False,26,False,1.0298758e-05,,,False,,,,,,0,0.011258608,False,False,False,False,False,False,0.29088926,0.25411698,0.018767692,-0.015712721,0.18243879,0.19896568,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1743.7974,False,False,False,,1681,1.3500058e-05,1.8772296e-11,0.80546796,False,False,False,False,lsst,11797.846,11.646779,61081.89290015596,,86.41013,,,2.7725230614545855,,4220.781,1.9293747,1.0990527,,0,151.17224540202554,,False,3488.4424,0.24620448,3649.7642,0.18152283
313888627043074080,313967766806200375,61050.17157106397,151.17225888310162,2.772510671780369,2,r,4202.3545,252.62444,18807.066,255.96887,16.537493,2026010900167,109,313888627043074080,0,True,3960.9104,508.48428,False,False,24,False,1.32206005e-05,,,False,,,,,,0,0.17104362,False,False,False,False,False,False,0.27124506,0.33258247,0.0051318365,-0.02582958,0.2258374,0.2586639,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1655.9233,False,False,False,,1681,1.5024815e-05,1.62461e-11,0.75858384,False,False,False,False,lsst,14481.504,10.405573,61081.963492306284,,80.10334,,,2.7725125931728556,,4069.5012,3.3411689,0.72756326,,0,151.17225847113605,,False,1357.6176,0.27349818,2601.0713,0.2346861
313888627043074080,313967767342546966,61050.174689042884,151.17225685625596,2.772487209605867,4,z,4725.1836,501.0128,20715.87,504.89417,9.237581,2026010900171,108,313888627043074080,0,True,4392.7603,1183.5931,False,False,19,False,1.8371484e-05,,,False,,,,,,0,0.1135092,False,False,False,False,False,False,0.18147177,0.24799776,-0.09193805,-0.022471217,0.1805194,0.1780547,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1638.3475,False,False,False,,1681,2.4300834e-05,5.5443473e-11,0.73314965,False,False,False,False,lsst,15908.364,24.91046,61081.89008872483,,33.281124,,,2.772490807912867,,4920.446,20.218887,1.3110954,,0,151.17225814788534,,False,2434.2732,0.44200525,873.4114,0.32493824
313888627043074080,313967767476764696,61050.1750869227,151.1723061487804,2.7725867854029054,4,z,4550.7656,592.3677,24613.389,593.05884,7.2179427,2026010900172,108,313888627043074080,0,True,2018.1512,1183.5961,False,False,21,False,1.9778121e-05,,,False,,,,,,0,0.90307295,False,False,False,False,False,False,0.14265917,0.24657232,0.06435724,0.05899687,0.23527306,0.50614387,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1605.6313,False,False,False,,1681,2.092695e-05,1.01927165e-11,0.359694,False,False,False,False,lsst,19817.736,29.849844,61081.93429067377,,141.03477,,,2.7725572514023034,,4613.3535,61.034084,1.2403656,,0,151.17231747554686,,False,2407.0083,0.37782195,881.4957,0.35500893
313888627043074080,313972182594093170,61051.18795717403,151.17225375514758,2.772514626301086,1,g,2858.4192,164.68011,10688.829,167.79866,17.10749,2026011000299,156,313888627043074080,0,True,2145.758,358.15442,False,False,24,False,1.3292599e-05,,,False,,,,,,0,0.093939885,False,False,False,False,False,False,0.27026322,0.31120595,0.033006355,0.02527961,0.15684055,0.17803444,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1644.2012,False,False,False,,1681,1.2157866e-05,7.473495e-11,0.7196022,False,False,False,False,lsst,7757.504,9.957242,61081.94846449102,,54.669273,,,2.772518120660548,,2879.6416,6.939464,1.1572188,,0,151.1722534579941,,False,251.77185,0.2779322,2410.3616,0.16704673
313888627043074080,313972182728310884,61051.18835227472,151.17227529525212,2.7725328929874893,1,g,2877.3735,176.54674,11743.797,180.67276,16.074623,2026011000300,156,313888627043074080,0,True,2688.9602,361.54224,False,False,25,False,1.6338416e-05,,,False,,,,,,0,0.014056025,False,False,False,False,False,False,0.37499422,0.33981717,-0.01337787,0.028515564,0.2135953,0.22351524,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1757.6832,False,False,False,,1681,1.5143816e-05,9.7055704e-11,0.72965467,False,False,False,False,lsst,8779.754,10.095729,61081.93675376613,,34.85492,,,2.7725306497097546,,2960.1138,3.414908,1.3010341,,0,151.1722732106284,,False,251.25143,0.33533838,2410.8555,0.21991087
313888627043074080,313972182862528609,61051.18874802464,151.17224072236093,2.7725064445339562,1,g,2961.7131,179.3318,12286.391,183.1422,16.030348,2026011000301,156,313888627043074080,0,True,3193.9407,363.48914,False,False,28,False,1.6958662e-05,,,False,,,,,,0,0.2168204,False,False,False,False,False,False,0.43883467,0.33280182,-0.0008161218,0.014759211,0.23322007,0.23398298,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1720.6796,False,False,False,,1681,1.5731077e-05,1.03482244e-10,0.6875092,False,False,False,False,lsst,9237.802,9.574095,61081.902917242565,,39.333073,,,2.7725101500669136,,3095.4663,0.37337035,1.448967,,0,151.17224568010323,,False,250.2772,0.34762192,2411.4358,0.22917509
