id,mjd,mag,mag_err,limiting_mag,filter,instrument_name,snr,magsys,flux,flux_err,instrument_id
313888627043074080,61088.211979366155,22.27466776045715,0.040404799391205025,,r,LSST,26.871466289088,ab,4468.203,166.28058,2026021600255
313888627043074080,61088.212443683144,22.2571187825587,0.03883314777317854,,r,LSST,27.959005824092134,ab,4541.0103,162.41673,2026021600256
313888627043074080,61088.21739376974,21.927335015215476,0.0686228625562079,,z,LSST,15.8217853979615,ab,6152.7036,388.87543,2026021600261
313888627043074080,61088.21785947578,21.91040367111557,0.06362373579004318,,z,LSST,17.06495526042408,ab,6249.403,366.21268,2026021600262
313888627043074080,61090.180597784965,21.989664416786443,0.05185009622445681,,i,LSST,20.939907229063273,ab,5809.4395,277.43387,2026021800241
313888627043074080,61090.18106558244,21.89371578424216,0.04606966506479075,,i,LSST,23.567269335064367,ab,6346.199,269.2802,2026021800242
313888627043074080,61090.182463713754,21.986155686852157,0.05031760086058934,,i,LSST,21.57766241213061,ab,5828.244,270.10544,2026021800245
313888627043074080,61090.18292844776,21.920327334990716,0.04366037481284902,,i,LSST,24.867771048969626,ab,6192.5435,249.01884,2026021800246
313888627043074080,61090.18339506337,21.901377570830526,0.04701869905343138,,i,LSST,23.091583276779186,ab,6301.573,272.8948,2026021800247
313888627043074080,61090.18385856578,21.88062612068064,0.04332459623122904,,i,LSST,25.06050371395069,ab,6423.172,256.30658,2026021800248
313888627043074080,61090.18432797135,21.872613850183726,0.042216014896905935,,i,LSST,25.718585882858978,ab,6470.7476,251.59811,2026021800249
313888627043074080,61090.18479328063,21.899464273071906,0.043110628751213693,,i,LSST,25.184884475329362,ab,6312.6875,250.65382,2026021800250
313888627043074080,61090.186195496266,21.919224283304562,0.04203004495006146,,i,LSST,25.832382669306227,ab,6198.838,239.96385,2026021800253
313888627043074080,61090.18666143439,21.942087479640136,0.042751402047080486,,i,LSST,25.39650520847128,ab,6069.669,238.99623,2026021800254
313888627043074080,61090.18851185376,23.138211462195184,0.0800053402740171,,g,LSST,13.570796662316528,ab,2017.0442,148.63123,2026021800255
313888627043074080,61090.189136608766,23.123902153642703,0.08283861408714478,,g,LSST,13.106643764174443,ab,2043.8035,155.93645,2026021800256
313888627043074080,61090.18960414208,23.178984028809786,0.08102415190786263,,g,LSST,13.400155128964316,ab,1942.7029,144.97615,2026021800257
313888627043074080,61090.190528422056,22.979988210660412,0.07284458648174715,,g,LSST,14.90483036828255,ab,2333.4834,156.55887,2026021800259
313888627043074080,61090.19099295893,23.247910467854485,0.09183892937514788,,g,LSST,11.822178374086485,ab,1823.2063,154.21915,2026021800260
313888627043074080,61090.19145850685,23.17375841745834,0.08218045671629996,,g,LSST,13.211610742274942,ab,1952.0756,147.75455,2026021800261
313888627043074080,61090.19192419702,23.05256676187302,0.07831408885446567,,g,LSST,13.863868183103019,ab,2182.5957,157.4305,2026021800262
313888627043074080,61090.192853427056,23.18956628085865,0.09092667487052097,,g,LSST,11.940788622307053,ab,1923.8601,161.11667,2026021800264
313888627043074080,61090.193787357464,23.26201153285323,0.1051070575367975,,g,LSST,10.329812575887383,ab,1799.6804,174.22198,2026021800266
313888627043074080,61090.194249104345,23.14941024760676,0.09134503583319821,,g,LSST,11.886099719099702,ab,1996.3464,167.95639,2026021800267
313888627043074080,61090.19471476575,23.276947221552124,0.10695958537351696,,g,LSST,10.150901398566528,ab,1775.093,174.87048,2026021800268
313888627043074080,61090.19518579271,23.214505181872852,0.08339862792313647,,g,LSST,13.018633900773375,ab,1880.1735,144.42172,2026021800269
313888627043074080,61090.19701994756,21.839380003297244,0.08248852384725669,,z,LSST,13.162269781534434,ab,6671.8765,506.89407,2026021800270
313888627043074080,61090.19771844729,21.98186760245014,0.09466021940703512,,z,LSST,11.469825567269261,ab,5851.308,510.14795,2026021800271
313888627043074080,61090.1981869452,22.1070313489721,0.11719093924249743,,z,LSST,9.264677045649995,ab,5214.1973,562.804,2026021800272
313888627043074080,61090.198652162435,21.846888069436403,0.09165781879201898,,z,LSST,11.845538319232498,ab,6625.8984,559.35815,2026021800273
