oid,survey_id,measurement_id,mjd,ra,dec,band,band_name,psfFlux,psfFluxErr,scienceFlux,scienceFluxErr,visit,detector,timeProcessedMjdTai,timeWithdrawnMjdTai,adpctdif1,adpctdif2,chinr,clrcoeff,clrcounc,corrected,decnr,diffmaglim,distnr,dubious,e_mag,e_mag_corr,e_mag_corr_ext,exptime,field,isdiffpos,mag,mag_corr,magnr,magzpsci,magzpscirms,magzpsciunc,parent_candid,pid,procstatus,programid,ranr,rcid,rfid,scibckgnd,sciinpseeing,scisigpix,sharpnr,sigmagnr
313888627043074080,lsst,170028525722533985,61090.243574652224,151.17226778056758,2.772515506336603,2,r,4686.7803,228.19746,19212.166,222.31325,2026021800354,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170028525856751668,61090.24404098784,151.17226782118865,2.772515604631594,2,r,4950.1104,234.8061,20185.06,228.58221,2026021800355,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170028525975765324,61090.24450589783,151.17226776441058,2.772515639247597,2,r,5580.4863,239.11012,22355.068,232.7857,2026021800356,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170028526126235941,61090.244971403474,151.172267827479,2.7725154245573695,2,r,4888.775,222.00851,18793.975,216.72598,2026021800357,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170028526260977885,61090.24543668023,151.17226783171236,2.772515378928686,2,r,4758.9517,236.9926,19912.814,230.21582,2026021800358,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170028526373699719,61090.24590655339,151.1722678344353,2.7725154272423223,2,r,4890.0635,239.2629,21749.824,231.95876,2026021800359,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170028539146403899,61090.33972556394,151.1722678273794,2.7725153281063903,2,r,4982.772,354.1337,31682.656,346.51413,2026021800454,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170028539282718727,61090.34019544802,151.17226785136646,2.772515589674202,2,r,4917.329,322.00888,28938.396,315.20804,2026021800455,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170028539401732233,61090.3421176951,151.17226785136646,2.772515589674202,4,z,6673.9883,764.364,35587.098,752.9017,2026021800456,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170028539547484371,61090.342586325576,151.17226785136646,2.772515589674202,4,z,8055.8877,820.7051,40179.75,802.9751,2026021800457,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170032899864658172,61091.16261766493,151.17226779141964,2.772515531805385,3,i,6772.3315,250.70827,20009.102,240.48308,2026021900176,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170032900005691630,61091.16308053378,151.17226782450166,2.7725154553404003,3,i,6570.7207,268.23935,21709.287,257.86478,2026021900177,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170032900138336383,61091.163548739874,151.17226774729104,2.7725155795570577,3,i,5703.7705,255.9042,19692.61,246.11346,2026021900178,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170032900270456839,61091.16401438089,151.17226782775285,2.7725155378594386,3,i,6388.1313,250.52531,19460.572,241.16638,2026021900179,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170032900403626110,61091.16447875126,151.1722677695383,2.772515524550334,3,i,6289.1206,242.68932,18902.111,232.69846,2026021900180,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170032900537843730,61091.165007608535,151.17226779247392,2.772515508564745,3,i,5521.3486,241.63579,18211.613,231.87386,2026021900181,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170032900689363121,61091.16547073807,151.1722677989813,2.7725154812866224,3,i,6278.872,245.20583,18377.049,235.49602,2026021900182,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170032900822532379,61091.1659358117,151.1722678598802,2.7725154848846945,3,i,6414.3003,241.00954,18646.195,232.02986,2026021900183,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170032901208932391,61091.16733538685,151.17226781403568,2.772515648105121,3,i,6249.612,260.7958,20552.768,250.2132,2026021900186,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170032901607391463,61091.16873097868,151.1722679113455,2.7725155642365147,3,i,6378.8315,257.35675,20469.408,246.90385,2026021900189,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170032901758386625,61091.16919300548,151.17226790909416,2.7725156350580993,3,i,6227.0835,271.3461,21158.414,260.87982,2026021900190,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170032902025248780,61091.171631250385,151.172267788391,2.7725156078830797,1,g,1998.8661,145.74501,9538.414,142.15361,2026021900192,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170032902144262298,61091.172097319926,151.17226779383515,2.772515650338812,1,g,2092.3518,140.15019,9707.617,136.36636,2026021900193,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170032902295781522,61091.17256120909,151.1722678583754,2.772515722350128,1,g,1860.2418,143.04558,9119.528,140.04344,2026021900194,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170032902429474910,61091.17302648314,151.17226784823563,2.772515616321304,1,g,1629.696,142.5123,9070.942,140.00754,2026021900195,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170032902551634211,61091.17356770113,151.17226786369855,2.7725157091552703,1,g,2093.2805,146.32698,10279.2,142.72691,2026021900196,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313888627043074080,lsst,170032902702628971,61091.17402935767,151.17226780763409,2.772515636372768,1,g,1970.3187,163.15004,10711.902,160.29207,2026021900197,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
