# t[days] ztfg ztfr ztfi 
0.500 -13.979 -14.113 -13.758 
1.000 -14.224 -14.747 -14.624 
1.500 -14.228 -14.820 -14.830 
2.000 -14.108 -14.759 -14.832 
2.500 -13.939 -14.625 -14.751 
3.000 -13.758 -14.478 -14.643 
3.500 -13.580 -14.324 -14.531 
4.000 -13.412 -14.179 -14.395 
4.500 -13.249 -14.036 -14.287 
5.000 -13.105 -13.904 -14.170 
5.500 -12.955 -13.777 -14.065 
6.000 -12.816 -13.650 -13.942 
6.500 -12.686 -13.541 -13.843 
7.000 -12.564 -13.426 -13.745 
7.500 -12.442 -13.314 -13.648 
8.000 -12.326 -13.216 -13.563 
8.500 -12.218 -13.123 -13.479 
9.000 -12.112 -13.027 -13.404 
9.500 -12.009 -12.942 -13.320 
10.000 -11.913 -12.862 -13.248 
10.500 -11.817 -12.780 -13.175 
11.000 -11.725 -12.702 -13.111 
11.500 -11.631 -12.630 -13.046 
12.000 -11.547 -12.559 -12.979 
12.500 -11.452 -12.482 -12.910 
13.000 -11.359 -12.409 -12.848 
13.500 -11.277 -12.335 -12.785 
14.000 -11.180 -12.261 -12.712 
14.500 -11.081 -12.174 -12.631 
15.000 -10.931 -12.022 -12.485 
