# t[days] ztfg ztfr ztfi 
0.500 -14.658 -14.909 -14.504 
1.000 -14.699 -15.403 -15.270 
1.500 -14.550 -15.322 -15.322 
2.000 -14.315 -15.124 -15.216 
2.500 -14.045 -14.896 -15.042 
3.000 -13.818 -14.679 -14.870 
3.500 -13.603 -14.484 -14.710 
4.000 -13.410 -14.307 -14.553 
4.500 -13.233 -14.148 -14.418 
5.000 -13.057 -13.992 -14.289 
5.500 -12.904 -13.856 -14.170 
6.000 -12.753 -13.733 -14.050 
6.500 -12.612 -13.609 -13.939 
7.000 -12.474 -13.481 -13.834 
7.500 -12.337 -13.370 -13.721 
8.000 -12.204 -13.265 -13.633 
8.500 -12.070 -13.152 -13.533 
9.000 -11.942 -13.053 -13.447 
9.500 -11.812 -12.951 -13.353 
10.000 -11.691 -12.850 -13.262 
10.500 -11.560 -12.748 -13.182 
11.000 -11.438 -12.658 -13.098 
11.500 -11.315 -12.565 -13.019 
12.000 -11.188 -12.466 -12.931 
12.500 -11.055 -12.373 -12.851 
13.000 -10.920 -12.273 -12.780 
13.500 -10.806 -12.184 -12.696 
14.000 -10.670 -12.087 -12.615 
14.500 -10.543 -11.980 -12.529 
15.000 -10.389 -11.839 -12.377 
