# t[days] ztfg ztfr ztfi 
0.500 -13.328 -14.223 -14.880 
1.000 -12.832 -13.902 -14.593 
1.500 -12.412 -13.629 -14.355 
2.000 -11.970 -13.300 -14.076 
2.500 -11.523 -12.983 -13.778 
3.000 -11.137 -12.671 -13.493 
3.500 -10.729 -12.361 -13.230 
4.000 -10.347 -12.056 -12.974 
4.500 -9.982 -11.776 -12.730 
5.000 -9.635 -11.510 -12.508 
5.500 -9.321 -11.248 -12.274 
6.000 -8.985 -10.994 -12.062 
6.500 -8.657 -10.768 -11.870 
7.000 -8.360 -10.518 -11.672 
7.500 -8.064 -10.294 -11.482 
8.000 -7.802 -10.086 -11.307 
8.500 -7.520 -9.857 -11.123 
9.000 -7.233 -9.648 -10.962 
9.500 -7.005 -9.429 -10.788 
10.000 -6.696 -9.252 -10.616 
10.500 -6.514 -9.060 -10.457 
11.000 -6.269 -8.868 -10.297 
11.500 -5.971 -8.663 -10.143 
12.000 -5.726 -8.508 -9.988 
12.500 -5.459 -8.315 -9.835 
13.000 -5.298 -8.111 -9.695 
13.500 -5.107 -7.967 -9.552 
14.000 -4.782 -7.806 -9.388 
14.500 -4.482 -7.628 -9.236 
15.000 -4.463 -7.401 -9.068 
