# t[days] ztfg ztfr ztfi 
0.500 -13.553 -14.643 -15.399 
1.000 -11.909 -13.550 -14.579 
1.500 -10.924 -12.920 -14.107 
2.000 -10.036 -12.315 -13.622 
2.500 -9.167 -11.714 -13.155 
3.000 -8.397 -11.127 -12.687 
3.500 -7.624 -10.562 -12.239 
4.000 -7.026 -10.059 -11.811 
4.500 -6.307 -9.529 -11.359 
5.000 -5.669 -9.109 -10.981 
5.500 -5.058 -8.619 -10.647 
6.000 -4.607 -8.212 -10.296 
6.500 -3.641 -7.774 -9.911 
7.000 -3.727 -7.334 -9.556 
7.500 -3.017 -7.102 -9.276 
8.000 -2.689 -6.301 -8.968 
8.500 -1.980 -6.203 -8.706 
9.000 -1.787 -5.883 -8.283 
9.500 -1.506 -5.626 -8.189 
10.000 -0.759 -5.193 -7.709 
10.500 3.488 -5.019 -7.504 
11.000 -0.716 -4.499 -7.218 
11.500 nan -4.130 -6.974 
12.000 1.815 -3.439 -6.709 
12.500 4.358 -3.620 -6.453 
13.000 0.454 -3.038 -6.136 
13.500 5.234 -2.894 -6.055 
14.000 nan -2.627 -5.728 
14.500 0.523 -2.507 -5.521 
15.000 nan -2.648 -5.015 
