# t[days] ztfg ztfr ztfi 
0.500 -14.509 -14.729 -14.484 
1.000 -14.425 -15.086 -15.121 
1.500 -14.258 -15.043 -15.223 
2.000 -14.024 -14.895 -15.167 
2.500 -13.776 -14.712 -15.057 
3.000 -13.539 -14.541 -14.930 
3.500 -13.291 -14.347 -14.793 
4.000 -13.086 -14.165 -14.639 
4.500 -12.859 -13.992 -14.498 
5.000 -12.655 -13.820 -14.345 
5.500 -12.458 -13.652 -14.208 
6.000 -12.289 -13.500 -14.086 
6.500 -12.097 -13.351 -13.957 
7.000 -11.938 -13.207 -13.830 
7.500 -11.776 -13.056 -13.703 
8.000 -11.603 -12.925 -13.585 
8.500 -11.458 -12.796 -13.472 
9.000 -11.294 -12.663 -13.355 
9.500 -11.156 -12.536 -13.249 
10.000 -11.010 -12.421 -13.146 
10.500 -10.877 -12.299 -13.051 
11.000 -10.727 -12.190 -12.951 
11.500 -10.586 -12.083 -12.851 
12.000 -10.452 -11.965 -12.750 
12.500 -10.326 -11.855 -12.657 
13.000 -10.193 -11.747 -12.566 
13.500 -10.054 -11.636 -12.474 
14.000 -9.919 -11.535 -12.379 
14.500 -9.767 -11.421 -12.275 
15.000 -9.570 -11.225 -12.099 
