# t[days] ztfg ztfr ztfi 
0.500 -13.843 -13.677 -13.154 
1.000 -14.415 -14.848 -14.691 
1.500 -14.517 -15.077 -15.071 
2.000 -14.439 -15.084 -15.171 
2.500 -14.316 -15.026 -15.180 
3.000 -14.176 -14.925 -15.150 
3.500 -14.020 -14.828 -15.092 
4.000 -13.865 -14.713 -15.023 
4.500 -13.717 -14.607 -14.940 
5.000 -13.573 -14.499 -14.851 
5.500 -13.420 -14.378 -14.763 
6.000 -13.282 -14.271 -14.674 
6.500 -13.137 -14.157 -14.581 
7.000 -13.004 -14.042 -14.487 
7.500 -12.873 -13.937 -14.400 
8.000 -12.739 -13.832 -14.313 
8.500 -12.617 -13.735 -14.227 
9.000 -12.508 -13.630 -14.151 
9.500 -12.381 -13.537 -14.067 
10.000 -12.269 -13.441 -13.987 
10.500 -12.161 -13.350 -13.907 
11.000 -12.059 -13.262 -13.827 
11.500 -11.949 -13.173 -13.745 
12.000 -11.835 -13.082 -13.672 
12.500 -11.738 -12.993 -13.603 
13.000 -11.639 -12.904 -13.525 
13.500 -11.523 -12.828 -13.461 
14.000 -11.426 -12.735 -13.384 
14.500 -11.278 -12.625 -13.291 
15.000 -11.093 -12.424 -13.111 
