# t[days] ztfg ztfr ztfi 
0.500 -14.409 -14.405 -13.925 
1.000 -14.623 -15.086 -14.924 
1.500 -14.589 -15.158 -15.138 
2.000 -14.458 -15.098 -15.157 
2.500 -14.268 -14.960 -15.088 
3.000 -14.083 -14.818 -14.983 
3.500 -13.894 -14.663 -14.880 
4.000 -13.705 -14.515 -14.743 
4.500 -13.535 -14.367 -14.628 
5.000 -13.380 -14.229 -14.511 
5.500 -13.216 -14.093 -14.406 
6.000 -13.071 -13.968 -14.286 
6.500 -12.929 -13.843 -14.182 
7.000 -12.792 -13.722 -14.081 
7.500 -12.657 -13.609 -13.986 
8.000 -12.540 -13.501 -13.893 
8.500 -12.418 -13.402 -13.809 
9.000 -12.303 -13.300 -13.728 
9.500 -12.195 -13.213 -13.650 
10.000 -12.095 -13.122 -13.578 
10.500 -11.997 -13.039 -13.504 
11.000 -11.893 -12.953 -13.437 
11.500 -11.794 -12.874 -13.366 
12.000 -11.705 -12.798 -13.300 
12.500 -11.605 -12.718 -13.229 
13.000 -11.508 -12.639 -13.160 
13.500 -11.423 -12.568 -13.097 
14.000 -11.328 -12.486 -13.021 
14.500 -11.213 -12.389 -12.943 
15.000 -11.046 -12.201 -12.756 
