# t[days] ztfg ztfr ztfi 
0.500 -14.130 -14.216 -13.807 
1.000 -14.364 -14.863 -14.729 
1.500 -14.350 -14.939 -14.941 
2.000 -14.230 -14.879 -14.949 
2.500 -14.053 -14.745 -14.872 
3.000 -13.873 -14.599 -14.764 
3.500 -13.685 -14.444 -14.656 
4.000 -13.515 -14.298 -14.522 
4.500 -13.347 -14.155 -14.408 
5.000 -13.201 -14.017 -14.293 
5.500 -13.046 -13.890 -14.184 
6.000 -12.903 -13.765 -14.069 
6.500 -12.769 -13.649 -13.964 
7.000 -12.642 -13.529 -13.868 
7.500 -12.517 -13.417 -13.772 
8.000 -12.400 -13.320 -13.681 
8.500 -12.286 -13.220 -13.595 
9.000 -12.177 -13.125 -13.521 
9.500 -12.073 -13.036 -13.439 
10.000 -11.975 -12.953 -13.368 
10.500 -11.880 -12.871 -13.294 
11.000 -11.784 -12.789 -13.229 
11.500 -11.684 -12.717 -13.160 
12.000 -11.601 -12.642 -13.095 
12.500 -11.504 -12.565 -13.027 
13.000 -11.409 -12.487 -12.962 
13.500 -11.324 -12.415 -12.897 
14.000 -11.229 -12.340 -12.825 
14.500 -11.125 -12.249 -12.743 
15.000 -10.969 -12.078 -12.580 
