# t[days] ztfg ztfr ztfi 
0.500 -13.107 -13.892 -14.378 
1.000 -12.301 -13.192 -13.690 
1.500 -11.774 -12.725 -13.209 
2.000 -11.345 -12.331 -12.828 
2.500 -10.991 -12.010 -12.509 
3.000 -10.661 -11.730 -12.237 
3.500 -10.364 -11.483 -11.997 
4.000 -10.062 -11.246 -11.777 
4.500 -9.776 -11.016 -11.575 
5.000 -9.490 -10.794 -11.376 
5.500 -9.204 -10.589 -11.191 
6.000 -8.921 -10.367 -11.005 
6.500 -8.641 -10.177 -10.826 
7.000 -8.373 -9.964 -10.657 
7.500 -8.090 -9.747 -10.484 
8.000 -7.817 -9.558 -10.318 
8.500 -7.547 -9.356 -10.149 
9.000 -7.303 -9.159 -9.982 
9.500 -7.011 -8.968 -9.834 
10.000 -6.802 -8.760 -9.672 
10.500 -6.510 -8.566 -9.524 
11.000 -6.249 -8.370 -9.357 
11.500 -6.008 -8.195 -9.208 
12.000 -5.772 -8.015 -9.049 
12.500 -5.540 -7.823 -8.912 
13.000 -5.238 -7.628 -8.757 
13.500 -5.068 -7.455 -8.619 
14.000 -4.784 -7.298 -8.478 
14.500 -4.562 -7.126 -8.311 
15.000 -4.292 -6.890 -8.170 
