# t[days] ztfg ztfr ztfi 
0.500 -15.287 -16.254 -16.422 
1.000 -13.560 -15.063 -15.781 
1.500 -12.807 -14.311 -15.166 
2.000 -12.134 -13.673 -14.622 
2.500 -11.441 -13.108 -14.102 
3.000 -10.727 -12.521 -13.601 
3.500 -9.957 -11.937 -13.135 
4.000 -9.331 -11.387 -12.652 
4.500 -8.562 -10.864 -12.243 
5.000 -8.029 -10.395 -11.823 
5.500 -7.325 -9.862 -11.398 
6.000 -6.793 -9.391 -11.005 
6.500 -6.120 -8.988 -10.656 
7.000 -5.543 -8.509 -10.286 
7.500 -4.882 -8.127 -9.929 
8.000 -4.457 -7.759 -9.649 
8.500 -4.066 -7.322 -9.368 
9.000 -3.500 -6.978 -9.006 
9.500 -3.745 -6.601 -8.718 
10.000 -2.364 -6.205 -8.383 
10.500 -1.941 -5.790 -8.127 
11.000 -1.645 -5.448 -7.772 
11.500 -2.260 -5.201 -7.527 
12.000 -1.127 -4.836 -7.361 
12.500 3.616 -4.869 -6.920 
13.000 nan -4.290 -6.862 
13.500 0.317 -4.237 -6.576 
14.000 0.735 -3.740 -6.229 
14.500 0.438 -3.023 -5.984 
15.000 0.007 -3.490 -5.812 
