# t[days] ztfg ztfr ztfi 
0.500 -13.880 -14.915 -15.544 
1.000 -12.108 -13.697 -14.656 
1.500 -11.124 -12.961 -14.080 
2.000 -10.307 -12.253 -13.497 
2.500 -9.458 -11.645 -12.979 
3.000 -8.747 -11.013 -12.470 
3.500 -7.944 -10.417 -12.011 
4.000 -7.203 -9.902 -11.544 
4.500 -6.474 -9.371 -11.128 
5.000 -6.087 -8.930 -10.696 
5.500 -5.249 -8.443 -10.306 
6.000 -4.579 -7.892 -9.932 
6.500 -4.112 -7.596 -9.618 
7.000 -3.914 -7.076 -9.217 
7.500 -2.808 -6.803 -8.904 
8.000 -2.513 -6.306 -8.631 
8.500 -2.017 -6.026 -8.307 
9.000 -1.269 -5.710 -7.936 
9.500 -1.153 -5.293 -7.740 
10.000 -0.440 -5.014 -7.369 
10.500 1.795 -4.516 -7.072 
11.000 0.923 -4.207 -6.793 
11.500 0.106 -3.617 -6.588 
12.000 4.404 -3.383 -6.302 
12.500 3.189 -3.116 -6.095 
13.000 3.960 -3.200 -5.775 
13.500 4.288 -2.589 -5.499 
14.000 2.496 -2.460 -5.282 
14.500 0.955 -1.628 -5.051 
15.000 5.926 -1.781 -4.711 
