# t[days] ztfg ztfr ztfi 
0.500 -12.800 -13.606 -14.129 
1.000 -12.751 -13.542 -13.997 
1.500 -12.484 -13.289 -13.703 
2.000 -12.134 -12.969 -13.384 
2.500 -11.776 -12.666 -13.089 
3.000 -11.458 -12.395 -12.826 
3.500 -11.162 -12.146 -12.601 
4.000 -10.886 -11.913 -12.392 
4.500 -10.630 -11.706 -12.203 
5.000 -10.382 -11.511 -12.042 
5.500 -10.158 -11.333 -11.886 
6.000 -9.924 -11.157 -11.738 
6.500 -9.714 -10.988 -11.600 
7.000 -9.511 -10.830 -11.467 
7.500 -9.311 -10.678 -11.342 
8.000 -9.101 -10.538 -11.208 
8.500 -8.915 -10.393 -11.096 
9.000 -8.724 -10.247 -10.981 
9.500 -8.538 -10.104 -10.865 
10.000 -8.374 -9.964 -10.745 
10.500 -8.175 -9.833 -10.638 
11.000 -8.022 -9.701 -10.540 
11.500 -7.853 -9.571 -10.440 
12.000 -7.678 -9.462 -10.344 
12.500 -7.542 -9.341 -10.259 
13.000 -7.370 -9.225 -10.159 
13.500 -7.211 -9.117 -10.070 
14.000 -7.060 -8.998 -9.975 
14.500 -6.909 -8.871 -9.870 
15.000 -6.692 -8.705 -9.719 
