# t[days] ztfg ztfr ztfi 
0.500 -15.122 -15.585 -15.475 
1.000 -14.403 -15.359 -15.599 
1.500 -13.914 -15.019 -15.430 
2.000 -13.475 -14.677 -15.189 
2.500 -13.085 -14.344 -14.942 
3.000 -12.719 -14.037 -14.689 
3.500 -12.398 -13.757 -14.440 
4.000 -12.105 -13.479 -14.215 
4.500 -11.792 -13.223 -13.997 
5.000 -11.524 -12.981 -13.787 
5.500 -11.260 -12.743 -13.571 
6.000 -10.973 -12.525 -13.388 
6.500 -10.711 -12.293 -13.187 
7.000 -10.454 -12.091 -13.016 
7.500 -10.190 -11.879 -12.833 
8.000 -9.937 -11.673 -12.652 
8.500 -9.684 -11.479 -12.489 
9.000 -9.403 -11.282 -12.313 
9.500 -9.189 -11.078 -12.145 
10.000 -8.935 -10.885 -11.990 
10.500 -8.659 -10.684 -11.824 
11.000 -8.459 -10.493 -11.662 
11.500 -8.205 -10.331 -11.505 
12.000 -7.998 -10.144 -11.366 
12.500 -7.740 -9.969 -11.220 
13.000 -7.512 -9.799 -11.077 
13.500 -7.251 -9.615 -10.925 
14.000 -7.056 -9.453 -10.789 
14.500 -6.874 -9.277 -10.660 
15.000 -6.617 -9.056 -10.419 
