# t[days] ztfg ztfr ztfi 
0.500 -13.220 -14.044 -14.602 
1.000 -12.941 -13.952 -14.636 
1.500 -12.749 -13.900 -14.643 
2.000 -12.402 -13.729 -14.528 
2.500 -12.038 -13.503 -14.353 
3.000 -11.670 -13.263 -14.168 
3.500 -11.358 -13.020 -13.968 
4.000 -11.024 -12.776 -13.769 
4.500 -10.667 -12.506 -13.541 
5.000 -10.319 -12.274 -13.354 
5.500 -9.975 -12.043 -13.151 
6.000 -9.744 -11.793 -12.955 
6.500 -9.460 -11.573 -12.763 
7.000 -9.123 -11.342 -12.580 
7.500 -8.845 -11.139 -12.416 
8.000 -8.566 -10.935 -12.242 
8.500 -8.277 -10.732 -12.073 
9.000 -8.072 -10.534 -11.895 
9.500 -7.767 -10.332 -11.742 
10.000 -7.542 -10.105 -11.569 
10.500 -7.241 -9.944 -11.414 
11.000 -7.094 -9.789 -11.272 
11.500 -6.712 -9.569 -11.115 
12.000 -6.419 -9.396 -10.963 
12.500 -6.352 -9.225 -10.800 
13.000 -6.048 -9.057 -10.668 
13.500 -5.859 -8.879 -10.535 
14.000 -5.744 -8.725 -10.391 
14.500 -5.395 -8.478 -10.193 
15.000 -5.198 -8.235 -10.008 
