# t[days] ztfg ztfr ztfi 
0.500 -15.440 -16.457 -16.589 
1.000 -13.778 -15.181 -15.743 
1.500 -13.048 -14.362 -14.990 
2.000 -12.353 -13.718 -14.373 
2.500 -11.628 -13.131 -13.839 
3.000 -10.889 -12.544 -13.351 
3.500 -10.114 -11.958 -12.839 
4.000 -9.378 -11.378 -12.368 
4.500 -8.664 -10.843 -11.934 
5.000 -7.913 -10.304 -11.516 
5.500 -7.341 -9.808 -11.119 
6.000 -6.678 -9.303 -10.724 
6.500 -6.076 -8.877 -10.350 
7.000 -5.506 -8.388 -9.967 
7.500 -4.769 -7.996 -9.602 
8.000 -4.366 -7.513 -9.292 
8.500 -3.898 -7.170 -8.959 
9.000 -3.513 -6.711 -8.633 
9.500 -2.814 -6.514 -8.281 
10.000 -2.640 -6.041 -7.974 
10.500 -2.265 -5.641 -7.708 
11.000 -1.245 -5.455 -7.418 
11.500 -1.611 -4.807 -7.099 
12.000 -0.735 -4.742 -6.897 
12.500 -0.479 -4.268 -6.581 
13.000 0.111 -3.976 -6.257 
13.500 0.661 -3.685 -6.098 
14.000 1.542 -3.513 -5.766 
14.500 0.946 -2.949 -5.607 
15.000 1.129 -2.909 -5.401 
