# t[days] ztfg ztfr ztfi 
0.500 -14.744 -15.776 -15.949 
1.000 -13.257 -14.524 -14.785 
1.500 -12.571 -13.853 -14.131 
2.000 -11.876 -13.275 -13.632 
2.500 -11.130 -12.689 -13.157 
3.000 -10.325 -12.097 -12.670 
3.500 -9.512 -11.486 -12.179 
4.000 -8.796 -10.885 -11.697 
4.500 -7.995 -10.302 -11.231 
5.000 -7.275 -9.775 -10.767 
5.500 -6.704 -9.234 -10.356 
6.000 -6.106 -8.766 -9.935 
6.500 -5.525 -8.284 -9.533 
7.000 -4.787 -7.826 -9.146 
7.500 -4.340 -7.373 -8.819 
8.000 -3.642 -7.029 -8.504 
8.500 -3.360 -6.632 -8.111 
9.000 -2.577 -6.306 -7.808 
9.500 -2.488 -5.759 -7.459 
10.000 -1.659 -5.524 -7.115 
10.500 -1.030 -4.986 -6.864 
11.000 -0.642 -4.721 -6.653 
11.500 -0.360 -4.377 -6.296 
12.000 -0.234 -4.049 -5.976 
12.500 0.185 -3.598 -5.756 
13.000 0.856 -3.427 -5.424 
13.500 3.966 -3.217 -5.248 
14.000 nan -2.887 -5.062 
14.500 1.426 -2.588 -4.773 
15.000 nan -2.239 -4.595 
