# t[days] ztfg ztfr ztfi 
0.500 -13.036 -13.588 -14.006 
1.000 -13.160 -13.866 -14.364 
1.500 -13.206 -14.001 -14.555 
2.000 -13.110 -14.008 -14.580 
2.500 -12.954 -13.943 -14.524 
3.000 -12.762 -13.817 -14.434 
3.500 -12.561 -13.684 -14.319 
4.000 -12.344 -13.544 -14.202 
4.500 -12.146 -13.381 -14.065 
5.000 -11.918 -13.242 -13.942 
5.500 -11.701 -13.067 -13.798 
6.000 -11.510 -12.931 -13.690 
6.500 -11.318 -12.770 -13.555 
7.000 -11.128 -12.626 -13.420 
7.500 -10.923 -12.469 -13.299 
8.000 -10.759 -12.332 -13.181 
8.500 -10.556 -12.200 -13.059 
9.000 -10.388 -12.052 -12.943 
9.500 -10.216 -11.915 -12.829 
10.000 -10.031 -11.778 -12.720 
10.500 -9.888 -11.662 -12.610 
11.000 -9.733 -11.524 -12.501 
11.500 -9.556 -11.410 -12.405 
12.000 -9.377 -11.280 -12.295 
12.500 -9.259 -11.152 -12.204 
13.000 -9.070 -11.045 -12.102 
13.500 -8.948 -10.915 -11.994 
14.000 -8.751 -10.795 -11.885 
14.500 -8.591 -10.639 -11.759 
15.000 -8.383 -10.469 -11.604 
