# t[days] ztfg ztfr ztfi 
0.500 -14.904 -15.419 -15.190 
1.000 -14.436 -15.476 -15.688 
1.500 -14.061 -15.204 -15.631 
2.000 -13.687 -14.919 -15.447 
2.500 -13.333 -14.628 -15.242 
3.000 -12.987 -14.338 -15.012 
3.500 -12.683 -14.074 -14.789 
4.000 -12.382 -13.805 -14.574 
4.500 -12.116 -13.572 -14.358 
5.000 -11.823 -13.335 -14.166 
5.500 -11.578 -13.103 -13.964 
6.000 -11.294 -12.882 -13.785 
6.500 -11.055 -12.677 -13.597 
7.000 -10.778 -12.474 -13.421 
7.500 -10.510 -12.250 -13.239 
8.000 -10.254 -12.064 -13.082 
8.500 -10.034 -11.859 -12.901 
9.000 -9.775 -11.657 -12.730 
9.500 -9.527 -11.477 -12.569 
10.000 -9.301 -11.302 -12.420 
10.500 -9.058 -11.100 -12.265 
11.000 -8.834 -10.899 -12.106 
11.500 -8.559 -10.732 -11.958 
12.000 -8.342 -10.558 -11.818 
12.500 -8.099 -10.391 -11.648 
13.000 -7.860 -10.207 -11.505 
13.500 -7.662 -10.046 -11.370 
14.000 -7.507 -9.872 -11.224 
14.500 -7.205 -9.674 -11.076 
15.000 -7.004 -9.492 -10.861 
