# t[days] ztfg ztfr ztfi 
0.500 -14.910 -15.959 -16.189 
1.000 -13.269 -14.747 -15.358 
1.500 -12.550 -13.971 -14.657 
2.000 -11.840 -13.342 -14.046 
2.500 -11.125 -12.753 -13.532 
3.000 -10.363 -12.160 -13.031 
3.500 -9.606 -11.551 -12.530 
4.000 -8.862 -10.977 -12.063 
4.500 -8.139 -10.424 -11.592 
5.000 -7.445 -9.875 -11.184 
5.500 -6.700 -9.409 -10.754 
6.000 -6.188 -8.916 -10.389 
6.500 -5.660 -8.461 -9.975 
7.000 -5.078 -7.997 -9.637 
7.500 -4.549 -7.565 -9.290 
8.000 -4.014 -7.151 -8.952 
8.500 -3.623 -6.751 -8.610 
9.000 -3.176 -6.367 -8.328 
9.500 -1.796 -6.017 -8.024 
10.000 -2.046 -5.634 -7.706 
10.500 -1.463 -5.287 -7.433 
11.000 -1.535 -4.989 -7.202 
11.500 -0.353 -4.699 -6.804 
12.000 -0.299 -4.434 -6.511 
12.500 1.897 -4.039 -6.346 
13.000 -0.486 -3.752 -6.043 
13.500 0.743 -3.325 -5.838 
14.000 -0.832 -2.987 -5.484 
14.500 nan -2.679 -5.293 
15.000 2.617 -2.298 -5.206 
