# t[days] ztfg ztfr ztfi 
0.500 -14.168 -14.279 -14.182 
1.000 -14.140 -14.552 -14.583 
1.500 -13.999 -14.517 -14.622 
2.000 -13.795 -14.372 -14.514 
2.500 -13.574 -14.200 -14.381 
3.000 -13.345 -14.022 -14.225 
3.500 -13.126 -13.847 -14.058 
4.000 -12.919 -13.666 -13.914 
4.500 -12.715 -13.507 -13.766 
5.000 -12.538 -13.345 -13.624 
5.500 -12.365 -13.201 -13.504 
6.000 -12.201 -13.069 -13.384 
6.500 -12.046 -12.935 -13.274 
7.000 -11.894 -12.814 -13.159 
7.500 -11.750 -12.687 -13.055 
8.000 -11.615 -12.570 -12.949 
8.500 -11.482 -12.462 -12.854 
9.000 -11.361 -12.359 -12.768 
9.500 -11.241 -12.265 -12.689 
10.000 -11.127 -12.167 -12.604 
10.500 -11.015 -12.078 -12.533 
11.000 -10.899 -11.986 -12.459 
11.500 -10.801 -11.906 -12.391 
12.000 -10.701 -11.821 -12.320 
12.500 -10.599 -11.745 -12.262 
13.000 -10.502 -11.664 -12.194 
13.500 -10.403 -11.590 -12.133 
14.000 -10.301 -11.513 -12.066 
14.500 -10.189 -11.417 -11.996 
15.000 -10.013 -11.248 -11.839 
