# t[days] ztfg ztfr ztfi 
0.500 -14.270 -15.331 -15.723 
1.000 -12.699 -14.019 -14.529 
1.500 -11.989 -13.386 -13.930 
2.000 -11.288 -12.813 -13.437 
2.500 -10.567 -12.284 -12.967 
3.000 -9.785 -11.695 -12.494 
3.500 -9.027 -11.112 -12.011 
4.000 -8.302 -10.555 -11.526 
4.500 -7.620 -10.014 -11.095 
5.000 -6.808 -9.459 -10.677 
5.500 -6.215 -8.982 -10.255 
6.000 -5.555 -8.501 -9.830 
6.500 -5.059 -8.069 -9.496 
7.000 -4.382 -7.602 -9.125 
7.500 -4.164 -7.198 -8.785 
8.000 -3.636 -6.812 -8.431 
8.500 -2.717 -6.372 -8.133 
9.000 -2.796 -5.974 -7.850 
9.500 -2.064 -5.431 -7.513 
10.000 -1.814 -5.172 -7.251 
10.500 -1.373 -4.988 -6.994 
11.000 -0.857 -4.621 -6.673 
11.500 2.052 -4.374 -6.479 
12.000 0.424 -4.039 -6.056 
12.500 -0.041 -3.648 -5.904 
13.000 1.431 -3.658 -5.576 
13.500 nan -2.945 -5.402 
14.000 6.787 -2.714 -5.094 
14.500 0.802 -2.484 -4.843 
15.000 nan -1.480 -4.565 
