# t[days] ztfg ztfr ztfi 
0.500 -12.678 -13.235 -13.524 
1.000 -12.917 -13.436 -13.841 
1.500 -13.050 -13.610 -14.026 
2.000 -13.053 -13.655 -14.052 
2.500 -12.957 -13.617 -14.016 
3.000 -12.833 -13.535 -13.930 
3.500 -12.707 -13.432 -13.843 
4.000 -12.572 -13.323 -13.725 
4.500 -12.436 -13.216 -13.634 
5.000 -12.283 -13.088 -13.513 
5.500 -12.137 -12.972 -13.402 
6.000 -12.008 -12.865 -13.293 
6.500 -11.886 -12.753 -13.202 
7.000 -11.748 -12.645 -13.090 
7.500 -11.613 -12.557 -13.006 
8.000 -11.516 -12.451 -12.905 
8.500 -11.397 -12.355 -12.821 
9.000 -11.292 -12.264 -12.745 
9.500 -11.182 -12.176 -12.652 
10.000 -11.078 -12.091 -12.579 
10.500 -10.971 -12.003 -12.499 
11.000 -10.885 -11.932 -12.422 
11.500 -10.785 -11.849 -12.351 
12.000 -10.690 -11.766 -12.287 
12.500 -10.599 -11.697 -12.219 
13.000 -10.495 -11.623 -12.153 
13.500 -10.395 -11.542 -12.081 
14.000 -10.296 -11.461 -12.006 
14.500 -10.204 -11.357 -11.904 
15.000 -10.068 -11.239 -11.784 
