# t[days] ztfg ztfr ztfi 
0.500 -14.515 -15.207 -15.275 
1.000 -13.871 -14.829 -15.106 
1.500 -13.443 -14.426 -14.777 
2.000 -13.076 -14.068 -14.460 
2.500 -12.724 -13.758 -14.163 
3.000 -12.425 -13.479 -13.904 
3.500 -12.131 -13.242 -13.675 
4.000 -11.865 -13.010 -13.462 
4.500 -11.606 -12.805 -13.269 
5.000 -11.346 -12.589 -13.084 
5.500 -11.070 -12.397 -12.905 
6.000 -10.825 -12.206 -12.740 
6.500 -10.569 -12.014 -12.572 
7.000 -10.316 -11.819 -12.408 
7.500 -10.054 -11.627 -12.249 
8.000 -9.811 -11.431 -12.081 
8.500 -9.562 -11.245 -11.920 
9.000 -9.285 -11.051 -11.773 
9.500 -9.062 -10.854 -11.615 
10.000 -8.793 -10.667 -11.470 
10.500 -8.535 -10.490 -11.317 
11.000 -8.327 -10.303 -11.172 
11.500 -8.044 -10.126 -11.014 
12.000 -7.829 -9.960 -10.893 
12.500 -7.594 -9.765 -10.750 
13.000 -7.384 -9.588 -10.595 
13.500 -7.121 -9.413 -10.453 
14.000 -6.935 -9.248 -10.300 
14.500 -6.713 -9.079 -10.178 
15.000 -6.416 -8.889 -9.999 
