# t[days] ztfg ztfr ztfi 
0.500 -13.153 -13.457 -13.470 
1.000 -12.887 -13.207 -13.302 
1.500 -12.580 -12.889 -12.962 
2.000 -12.244 -12.556 -12.640 
2.500 -11.968 -12.282 -12.349 
3.000 -11.747 -12.055 -12.117 
3.500 -11.554 -11.871 -11.926 
4.000 -11.381 -11.717 -11.782 
4.500 -11.240 -11.587 -11.646 
5.000 -11.108 -11.475 -11.540 
5.500 -10.986 -11.374 -11.429 
6.000 -10.875 -11.275 -11.352 
6.500 -10.753 -11.196 -11.275 
7.000 -10.657 -11.111 -11.189 
7.500 -10.553 -11.030 -11.113 
8.000 -10.448 -10.947 -11.047 
8.500 -10.354 -10.874 -10.977 
9.000 -10.262 -10.805 -10.909 
9.500 -10.168 -10.736 -10.844 
10.000 -10.074 -10.669 -10.789 
10.500 -9.983 -10.602 -10.725 
11.000 -9.900 -10.536 -10.672 
11.500 -9.814 -10.476 -10.621 
12.000 -9.730 -10.424 -10.577 
12.500 -9.650 -10.365 -10.527 
13.000 -9.565 -10.308 -10.486 
13.500 -9.483 -10.258 -10.442 
14.000 -9.402 -10.194 -10.385 
14.500 -9.311 -10.136 -10.338 
15.000 -9.211 -10.046 -10.239 
