# t[days] ztfg ztfr ztfi 
0.500 -12.179 -12.714 -13.000 
1.000 -12.785 -13.490 -14.044 
1.500 -12.977 -13.793 -14.349 
2.000 -12.958 -13.880 -14.481 
2.500 -12.868 -13.878 -14.481 
3.000 -12.724 -13.807 -14.453 
3.500 -12.559 -13.708 -14.383 
4.000 -12.394 -13.603 -14.305 
4.500 -12.197 -13.487 -14.198 
5.000 -12.005 -13.349 -14.097 
5.500 -11.826 -13.221 -13.967 
6.000 -11.638 -13.094 -13.861 
6.500 -11.450 -12.955 -13.758 
7.000 -11.263 -12.810 -13.633 
7.500 -11.083 -12.677 -13.526 
8.000 -10.914 -12.554 -13.423 
8.500 -10.705 -12.415 -13.312 
9.000 -10.569 -12.290 -13.193 
9.500 -10.400 -12.153 -13.103 
10.000 -10.234 -12.044 -12.987 
10.500 -10.060 -11.909 -12.897 
11.000 -9.927 -11.790 -12.789 
11.500 -9.763 -11.672 -12.693 
12.000 -9.569 -11.562 -12.596 
12.500 -9.452 -11.448 -12.496 
13.000 -9.235 -11.325 -12.387 
13.500 -9.128 -11.182 -12.295 
14.000 -8.942 -11.059 -12.180 
14.500 -8.738 -10.889 -12.035 
15.000 -8.483 -10.698 -11.873 
