# t[days] ztfg ztfr ztfi 
0.500 -14.374 -15.456 -15.818 
1.000 -12.801 -14.195 -14.711 
1.500 -12.104 -13.526 -14.071 
2.000 -11.407 -12.935 -13.542 
2.500 -10.686 -12.389 -13.059 
3.000 -9.913 -11.795 -12.578 
3.500 -9.135 -11.205 -12.088 
4.000 -8.413 -10.630 -11.607 
4.500 -7.738 -10.094 -11.162 
5.000 -6.900 -9.542 -10.742 
5.500 -6.359 -9.057 -10.317 
6.000 -5.680 -8.583 -9.893 
6.500 -5.140 -8.118 -9.568 
7.000 -4.514 -7.675 -9.177 
7.500 -4.263 -7.238 -8.855 
8.000 -3.742 -6.883 -8.484 
8.500 -2.905 -6.417 -8.199 
9.000 -2.945 -5.989 -7.890 
9.500 -2.160 -5.527 -7.570 
10.000 -1.901 -5.253 -7.304 
10.500 -1.395 -5.056 -7.038 
11.000 -0.639 -4.700 -6.735 
11.500 1.885 -4.337 -6.534 
12.000 -0.285 -4.076 -6.082 
12.500 0.100 -3.781 -5.937 
13.000 1.485 -3.759 -5.601 
13.500 2.582 -2.997 -5.471 
14.000 nan -2.857 -5.135 
14.500 0.913 -2.457 -4.894 
15.000 nan -1.554 -4.666 
