# t[days] ztfg ztfr ztfi 
0.500 -13.116 -14.226 -14.908 
1.000 -11.271 -12.747 -13.619 
1.500 -10.340 -11.915 -12.848 
2.000 -9.497 -11.187 -12.200 
2.500 -8.678 -10.550 -11.613 
3.000 -7.839 -9.909 -11.038 
3.500 -7.017 -9.305 -10.537 
4.000 -6.309 -8.703 -10.037 
4.500 -5.560 -8.121 -9.598 
5.000 -4.829 -7.640 -9.159 
5.500 -4.139 -7.131 -8.734 
6.000 -3.483 -6.606 -8.337 
6.500 -2.934 -6.190 -7.970 
7.000 -2.273 -5.714 -7.601 
7.500 -1.881 -5.316 -7.240 
8.000 -1.528 -5.017 -6.952 
8.500 -1.147 -4.641 -6.602 
9.000 -0.406 -4.098 -6.270 
9.500 0.205 -3.829 -5.962 
10.000 0.485 -3.375 -5.667 
10.500 1.038 -3.105 -5.382 
11.000 1.041 -2.952 -5.016 
11.500 1.828 -2.162 -4.871 
12.000 4.505 -2.283 -4.438 
12.500 3.162 -1.761 -4.296 
13.000 2.367 -1.109 -4.085 
13.500 3.176 -1.288 -3.722 
14.000 nan -1.211 -3.370 
14.500 2.646 -0.979 -3.452 
15.000 nan -0.400 -3.189 
