# t[days] ztfg ztfr ztfi 
0.500 -14.702 -14.981 -14.676 
1.000 -14.308 -14.827 -14.677 
1.500 -13.928 -14.516 -14.449 
2.000 -13.587 -14.212 -14.210 
2.500 -13.278 -13.935 -13.986 
3.000 -13.034 -13.709 -13.797 
3.500 -12.811 -13.516 -13.641 
4.000 -12.621 -13.352 -13.499 
4.500 -12.438 -13.197 -13.361 
5.000 -12.271 -13.043 -13.228 
5.500 -12.112 -12.913 -13.102 
6.000 -11.966 -12.788 -12.997 
6.500 -11.820 -12.666 -12.887 
7.000 -11.676 -12.555 -12.781 
7.500 -11.537 -12.440 -12.687 
8.000 -11.401 -12.343 -12.592 
8.500 -11.271 -12.236 -12.512 
9.000 -11.130 -12.138 -12.432 
9.500 -10.998 -12.039 -12.337 
10.000 -10.865 -11.937 -12.254 
10.500 -10.735 -11.843 -12.182 
11.000 -10.609 -11.751 -12.100 
11.500 -10.481 -11.659 -12.023 
12.000 -10.355 -11.565 -11.955 
12.500 -10.220 -11.469 -11.878 
13.000 -10.098 -11.372 -11.803 
13.500 -9.976 -11.285 -11.728 
14.000 -9.833 -11.196 -11.670 
14.500 -9.708 -11.093 -11.582 
15.000 -9.561 -10.952 -11.444 
