# t[days] ztfg ztfr ztfi 
0.500 -13.764 -14.310 -14.189 
1.000 -13.657 -14.218 -14.296 
1.500 -13.548 -14.087 -14.237 
2.000 -13.348 -13.927 -14.124 
2.500 -13.095 -13.717 -13.975 
3.000 -12.874 -13.559 -13.817 
3.500 -12.678 -13.386 -13.673 
4.000 -12.492 -13.237 -13.539 
4.500 -12.329 -13.099 -13.401 
5.000 -12.160 -12.972 -13.291 
5.500 -12.020 -12.856 -13.180 
6.000 -11.865 -12.742 -13.066 
6.500 -11.717 -12.641 -12.969 
7.000 -11.598 -12.534 -12.882 
7.500 -11.458 -12.432 -12.786 
8.000 -11.331 -12.326 -12.691 
8.500 -11.208 -12.239 -12.620 
9.000 -11.084 -12.147 -12.531 
9.500 -10.959 -12.062 -12.450 
10.000 -10.836 -11.961 -12.368 
10.500 -10.711 -11.876 -12.300 
11.000 -10.590 -11.798 -12.230 
11.500 -10.467 -11.700 -12.146 
12.000 -10.339 -11.610 -12.075 
12.500 -10.213 -11.533 -11.996 
13.000 -10.098 -11.428 -11.922 
13.500 -9.958 -11.324 -11.843 
14.000 -9.838 -11.239 -11.755 
14.500 -9.702 -11.127 -11.661 
15.000 -9.584 -11.017 -11.538 
