# t[days] ztfg ztfr ztfi 
0.500 -14.347 -14.839 -14.824 
1.000 -13.336 -14.128 -14.274 
1.500 -12.718 -13.583 -13.809 
2.000 -12.256 -13.164 -13.445 
2.500 -11.870 -12.815 -13.152 
3.000 -11.530 -12.524 -12.893 
3.500 -11.213 -12.253 -12.667 
4.000 -10.914 -12.001 -12.430 
4.500 -10.620 -11.756 -12.215 
5.000 -10.344 -11.536 -12.013 
5.500 -10.059 -11.323 -11.826 
6.000 -9.770 -11.111 -11.647 
6.500 -9.506 -10.905 -11.474 
7.000 -9.235 -10.705 -11.320 
7.500 -8.959 -10.503 -11.170 
8.000 -8.702 -10.305 -11.005 
8.500 -8.431 -10.117 -10.845 
9.000 -8.190 -9.910 -10.683 
9.500 -7.890 -9.715 -10.524 
10.000 -7.654 -9.514 -10.358 
10.500 -7.399 -9.317 -10.202 
11.000 -7.146 -9.130 -10.041 
11.500 -6.869 -8.930 -9.882 
12.000 -6.648 -8.743 -9.725 
12.500 -6.389 -8.566 -9.574 
13.000 -6.136 -8.380 -9.430 
13.500 -5.915 -8.196 -9.276 
14.000 -5.719 -8.013 -9.122 
14.500 -5.439 -7.839 -8.986 
15.000 -5.232 -7.642 -8.810 
