# t[days] ztfg ztfr ztfi 
0.500 -14.019 -15.018 -15.477 
1.000 -12.148 -13.614 -14.432 
1.500 -11.258 -12.768 -13.693 
2.000 -10.447 -12.056 -13.060 
2.500 -9.660 -11.422 -12.466 
3.000 -8.855 -10.780 -11.934 
3.500 -8.083 -10.176 -11.418 
4.000 -7.390 -9.609 -10.945 
4.500 -6.602 -9.062 -10.504 
5.000 -5.956 -8.499 -10.074 
5.500 -5.160 -8.054 -9.628 
6.000 -4.750 -7.554 -9.271 
6.500 -3.936 -7.055 -8.881 
7.000 -3.607 -6.672 -8.548 
7.500 -2.864 -6.288 -8.179 
8.000 -2.423 -5.804 -7.862 
8.500 -2.273 -5.398 -7.524 
9.000 -1.345 -5.070 -7.213 
9.500 -0.686 -4.768 -6.885 
10.000 -0.698 -4.348 -6.638 
10.500 -0.361 -3.975 -6.310 
11.000 -0.136 -3.678 -6.053 
11.500 -0.296 -3.268 -5.825 
12.000 1.382 -3.040 -5.437 
12.500 2.524 -2.511 -5.243 
13.000 1.995 -2.262 -4.940 
13.500 3.456 -2.129 -4.586 
14.000 1.679 -1.368 -4.534 
14.500 nan -1.375 -4.203 
15.000 1.808 -1.600 -3.873 
