# t[days] ztfg ztfr ztfi 
0.500 -15.389 -16.305 -16.457 
1.000 -13.607 -15.077 -15.767 
1.500 -12.839 -14.295 -15.155 
2.000 -12.146 -13.655 -14.606 
2.500 -11.463 -13.058 -14.073 
3.000 -10.733 -12.467 -13.578 
3.500 -10.027 -11.925 -13.099 
4.000 -9.282 -11.349 -12.648 
4.500 -8.639 -10.837 -12.209 
5.000 -7.920 -10.334 -11.792 
5.500 -7.301 -9.814 -11.393 
6.000 -6.761 -9.385 -10.969 
6.500 -6.064 -8.884 -10.630 
7.000 -5.604 -8.491 -10.262 
7.500 -4.889 -8.036 -9.913 
8.000 -4.357 -7.668 -9.642 
8.500 -4.180 -7.333 -9.314 
9.000 -3.510 -6.900 -8.998 
9.500 -3.000 -6.558 -8.693 
10.000 -2.864 -6.225 -8.452 
10.500 -1.635 -5.786 -8.068 
11.000 -0.648 -5.501 -7.843 
11.500 -1.296 -5.013 -7.496 
12.000 -0.585 -4.937 -7.243 
12.500 -0.709 -4.569 -7.115 
13.000 -0.298 -4.531 -6.701 
13.500 -0.214 -3.957 -6.556 
14.000 2.574 -3.661 -6.281 
14.500 0.705 -3.178 -6.001 
15.000 nan -3.064 -5.716 
