# t[days] ztfg ztfr ztfi 
0.500 -14.814 -14.818 -14.431 
1.000 -14.843 -15.205 -15.075 
1.500 -14.717 -15.216 -15.198 
2.000 -14.505 -15.093 -15.150 
2.500 -14.288 -14.933 -15.046 
3.000 -14.066 -14.762 -14.905 
3.500 -13.842 -14.577 -14.761 
4.000 -13.626 -14.409 -14.622 
4.500 -13.447 -14.254 -14.494 
5.000 -13.266 -14.102 -14.363 
5.500 -13.093 -13.953 -14.229 
6.000 -12.935 -13.823 -14.123 
6.500 -12.785 -13.689 -14.015 
7.000 -12.645 -13.568 -13.915 
7.500 -12.506 -13.455 -13.822 
8.000 -12.372 -13.345 -13.734 
8.500 -12.254 -13.248 -13.653 
9.000 -12.141 -13.155 -13.576 
9.500 -12.032 -13.065 -13.500 
10.000 -11.921 -12.970 -13.421 
10.500 -11.816 -12.881 -13.347 
11.000 -11.718 -12.795 -13.276 
11.500 -11.608 -12.715 -13.203 
12.000 -11.514 -12.629 -13.129 
12.500 -11.416 -12.553 -13.058 
13.000 -11.326 -12.471 -12.985 
13.500 -11.225 -12.394 -12.922 
14.000 -11.142 -12.313 -12.850 
14.500 -11.032 -12.227 -12.777 
15.000 -10.830 -12.015 -12.569 
