# t[days] ztfg ztfr ztfi 
0.500 -13.453 -14.066 -14.360 
1.000 -13.344 -14.015 -14.427 
1.500 -13.198 -13.937 -14.387 
2.000 -12.987 -13.791 -14.265 
2.500 -12.757 -13.622 -14.111 
3.000 -12.524 -13.434 -13.932 
3.500 -12.293 -13.257 -13.760 
4.000 -12.097 -13.065 -13.582 
4.500 -11.867 -12.898 -13.432 
5.000 -11.701 -12.750 -13.287 
5.500 -11.514 -12.585 -13.143 
6.000 -11.346 -12.446 -13.010 
6.500 -11.168 -12.304 -12.885 
7.000 -11.013 -12.177 -12.763 
7.500 -10.850 -12.043 -12.641 
8.000 -10.690 -11.924 -12.527 
8.500 -10.554 -11.807 -12.427 
9.000 -10.410 -11.686 -12.324 
9.500 -10.277 -11.580 -12.227 
10.000 -10.139 -11.464 -12.117 
10.500 -10.004 -11.364 -12.020 
11.000 -9.864 -11.250 -11.931 
11.500 -9.738 -11.153 -11.847 
12.000 -9.591 -11.046 -11.743 
12.500 -9.466 -10.945 -11.662 
13.000 -9.324 -10.844 -11.569 
13.500 -9.188 -10.737 -11.488 
14.000 -9.060 -10.643 -11.395 
14.500 -8.941 -10.518 -11.284 
15.000 -8.765 -10.387 -11.148 
