# t[days] ztfg ztfr ztfi 
0.500 -14.374 -14.996 -15.040 
1.000 -13.514 -14.375 -14.611 
1.500 -12.979 -13.876 -14.171 
2.000 -12.536 -13.463 -13.807 
2.500 -12.180 -13.127 -13.485 
3.000 -11.855 -12.839 -13.211 
3.500 -11.572 -12.579 -12.969 
4.000 -11.290 -12.356 -12.755 
4.500 -11.010 -12.139 -12.557 
5.000 -10.740 -11.922 -12.360 
5.500 -10.470 -11.718 -12.182 
6.000 -10.195 -11.516 -12.004 
6.500 -9.920 -11.308 -11.837 
7.000 -9.648 -11.109 -11.671 
7.500 -9.371 -10.913 -11.509 
8.000 -9.127 -10.714 -11.352 
8.500 -8.860 -10.520 -11.195 
9.000 -8.609 -10.325 -11.029 
9.500 -8.364 -10.134 -10.871 
10.000 -8.099 -9.951 -10.716 
10.500 -7.825 -9.753 -10.569 
11.000 -7.584 -9.550 -10.416 
11.500 -7.348 -9.380 -10.270 
12.000 -7.099 -9.209 -10.115 
12.500 -6.850 -9.017 -9.975 
13.000 -6.618 -8.829 -9.828 
13.500 -6.383 -8.655 -9.671 
14.000 -6.163 -8.468 -9.525 
14.500 -5.960 -8.308 -9.393 
15.000 -5.726 -8.133 -9.216 
