# t[days] ztfg ztfr ztfi 
0.500 -14.774 -14.747 -14.298 
1.000 -14.869 -15.249 -15.070 
1.500 -14.773 -15.293 -15.266 
2.000 -14.604 -15.210 -15.247 
2.500 -14.388 -15.061 -15.166 
3.000 -14.185 -14.904 -15.050 
3.500 -13.975 -14.737 -14.932 
4.000 -13.782 -14.575 -14.801 
4.500 -13.600 -14.420 -14.673 
5.000 -13.419 -14.276 -14.547 
5.500 -13.252 -14.132 -14.434 
6.000 -13.095 -14.005 -14.318 
6.500 -12.942 -13.873 -14.208 
7.000 -12.798 -13.752 -14.110 
7.500 -12.660 -13.634 -14.016 
8.000 -12.536 -13.525 -13.930 
8.500 -12.417 -13.421 -13.846 
9.000 -12.295 -13.328 -13.764 
9.500 -12.193 -13.230 -13.685 
10.000 -12.080 -13.138 -13.610 
10.500 -11.973 -13.051 -13.538 
11.000 -11.872 -12.961 -13.465 
11.500 -11.766 -12.886 -13.389 
12.000 -11.667 -12.800 -13.320 
12.500 -11.580 -12.720 -13.251 
13.000 -11.482 -12.641 -13.179 
13.500 -11.392 -12.568 -13.113 
14.000 -11.300 -12.486 -13.040 
14.500 -11.182 -12.402 -12.969 
15.000 -10.985 -12.180 -12.761 
