# t[days] ztfg ztfr ztfi 
0.500 -14.231 -14.573 -14.616 
1.000 -13.874 -14.490 -14.644 
1.500 -13.522 -14.249 -14.461 
2.000 -13.166 -13.948 -14.203 
2.500 -12.833 -13.668 -13.954 
3.000 -12.532 -13.407 -13.722 
3.500 -12.256 -13.176 -13.530 
4.000 -12.006 -12.960 -13.338 
4.500 -11.781 -12.756 -13.163 
5.000 -11.559 -12.573 -12.994 
5.500 -11.358 -12.406 -12.838 
6.000 -11.165 -12.237 -12.700 
6.500 -10.988 -12.086 -12.570 
7.000 -10.817 -11.945 -12.450 
7.500 -10.653 -11.805 -12.334 
8.000 -10.491 -11.677 -12.222 
8.500 -10.338 -11.544 -12.106 
9.000 -10.179 -11.422 -12.005 
9.500 -10.030 -11.299 -11.896 
10.000 -9.890 -11.178 -11.802 
10.500 -9.732 -11.067 -11.710 
11.000 -9.591 -10.954 -11.604 
11.500 -9.451 -10.841 -11.495 
12.000 -9.321 -10.728 -11.401 
12.500 -9.167 -10.620 -11.299 
13.000 -9.041 -10.506 -11.205 
13.500 -8.897 -10.388 -11.111 
14.000 -8.748 -10.283 -11.011 
14.500 -8.609 -10.170 -10.917 
15.000 -8.448 -10.006 -10.770 
