# t[days] ztfg ztfr ztfi 
0.500 -15.220 -15.751 -15.578 
1.000 -14.422 -15.348 -15.460 
1.500 -13.899 -14.893 -15.129 
2.000 -13.473 -14.507 -14.806 
2.500 -13.122 -14.157 -14.516 
3.000 -12.802 -13.870 -14.260 
3.500 -12.520 -13.610 -14.030 
4.000 -12.241 -13.378 -13.814 
4.500 -11.966 -13.160 -13.605 
5.000 -11.713 -12.933 -13.419 
5.500 -11.457 -12.735 -13.236 
6.000 -11.197 -12.530 -13.055 
6.500 -10.942 -12.332 -12.882 
7.000 -10.689 -12.134 -12.722 
7.500 -10.409 -11.947 -12.565 
8.000 -10.161 -11.756 -12.405 
8.500 -9.930 -11.557 -12.255 
9.000 -9.660 -11.367 -12.104 
9.500 -9.411 -11.184 -11.957 
10.000 -9.153 -10.996 -11.803 
10.500 -8.901 -10.812 -11.660 
11.000 -8.644 -10.630 -11.512 
11.500 -8.429 -10.432 -11.365 
12.000 -8.190 -10.257 -11.215 
12.500 -7.940 -10.077 -11.066 
13.000 -7.754 -9.893 -10.922 
13.500 -7.501 -9.729 -10.783 
14.000 -7.291 -9.561 -10.638 
14.500 -7.060 -9.372 -10.491 
15.000 -6.795 -9.177 -10.314 
