# t[days] ztfg ztfr ztfi 
0.500 -14.783 -14.795 -14.494 
1.000 -14.682 -15.028 -14.916 
1.500 -14.465 -14.925 -14.913 
2.000 -14.188 -14.730 -14.773 
2.500 -13.929 -14.525 -14.601 
3.000 -13.669 -14.300 -14.410 
3.500 -13.422 -14.103 -14.251 
4.000 -13.202 -13.931 -14.089 
4.500 -13.002 -13.754 -13.936 
5.000 -12.811 -13.592 -13.801 
5.500 -12.641 -13.446 -13.682 
6.000 -12.483 -13.320 -13.574 
6.500 -12.336 -13.194 -13.478 
7.000 -12.196 -13.083 -13.384 
7.500 -12.066 -12.973 -13.305 
8.000 -11.938 -12.875 -13.217 
8.500 -11.820 -12.776 -13.126 
9.000 -11.701 -12.675 -13.040 
9.500 -11.586 -12.580 -12.962 
10.000 -11.474 -12.490 -12.880 
10.500 -11.371 -12.402 -12.806 
11.000 -11.272 -12.307 -12.728 
11.500 -11.166 -12.226 -12.650 
12.000 -11.069 -12.142 -12.576 
12.500 -10.975 -12.065 -12.503 
13.000 -10.883 -11.980 -12.431 
13.500 -10.788 -11.897 -12.362 
14.000 -10.691 -11.819 -12.296 
14.500 -10.591 -11.742 -12.224 
15.000 -10.400 -11.526 -12.026 
