# t[days] ztfg ztfr ztfi 
0.500 -13.533 -13.940 -13.896 
1.000 -13.530 -13.933 -14.018 
1.500 -13.403 -13.804 -13.949 
2.000 -13.214 -13.633 -13.805 
2.500 -13.011 -13.447 -13.636 
3.000 -12.800 -13.274 -13.452 
3.500 -12.618 -13.100 -13.298 
4.000 -12.445 -12.954 -13.134 
4.500 -12.302 -12.810 -12.995 
5.000 -12.159 -12.688 -12.872 
5.500 -12.026 -12.573 -12.749 
6.000 -11.900 -12.461 -12.655 
6.500 -11.787 -12.362 -12.555 
7.000 -11.681 -12.271 -12.455 
7.500 -11.572 -12.181 -12.380 
8.000 -11.476 -12.105 -12.305 
8.500 -11.385 -12.029 -12.225 
9.000 -11.285 -11.959 -12.163 
9.500 -11.204 -11.881 -12.096 
10.000 -11.118 -11.820 -12.034 
10.500 -11.032 -11.748 -11.969 
11.000 -10.951 -11.685 -11.915 
11.500 -10.860 -11.621 -11.852 
12.000 -10.778 -11.562 -11.801 
12.500 -10.698 -11.504 -11.747 
13.000 -10.622 -11.442 -11.688 
13.500 -10.535 -11.382 -11.642 
14.000 -10.445 -11.312 -11.576 
14.500 -10.359 -11.239 -11.507 
15.000 -10.250 -11.142 -11.410 
