# t[days] ztfg ztfr ztfi 
0.500 -12.940 -13.657 -14.154 
1.000 -12.852 -13.557 -13.994 
1.500 -12.627 -13.356 -13.776 
2.000 -12.340 -13.098 -13.519 
2.500 -12.048 -12.855 -13.263 
3.000 -11.803 -12.631 -13.043 
3.500 -11.565 -12.423 -12.850 
4.000 -11.356 -12.240 -12.666 
4.500 -11.152 -12.067 -12.499 
5.000 -10.978 -11.908 -12.362 
5.500 -10.807 -11.773 -12.227 
6.000 -10.637 -11.635 -12.093 
6.500 -10.471 -11.496 -11.967 
7.000 -10.320 -11.380 -11.863 
7.500 -10.173 -11.251 -11.750 
8.000 -10.018 -11.136 -11.646 
8.500 -9.875 -11.027 -11.546 
9.000 -9.731 -10.918 -11.443 
9.500 -9.586 -10.803 -11.344 
10.000 -9.449 -10.690 -11.265 
10.500 -9.311 -10.595 -11.172 
11.000 -9.173 -10.490 -11.079 
11.500 -9.036 -10.390 -10.985 
12.000 -8.911 -10.293 -10.907 
12.500 -8.754 -10.186 -10.815 
13.000 -8.639 -10.087 -10.721 
13.500 -8.493 -9.979 -10.637 
14.000 -8.362 -9.877 -10.554 
14.500 -8.228 -9.766 -10.457 
15.000 -8.062 -9.639 -10.332 
