# t[days] ztfg ztfr ztfi 
0.500 -14.587 -15.637 -15.962 
1.000 -12.965 -14.532 -15.320 
1.500 -12.193 -13.837 -14.788 
2.000 -11.523 -13.245 -14.282 
2.500 -10.810 -12.652 -13.787 
3.000 -10.061 -12.080 -13.320 
3.500 -9.373 -11.511 -12.821 
4.000 -8.634 -10.984 -12.430 
4.500 -7.993 -10.471 -11.999 
5.000 -7.281 -9.951 -11.596 
5.500 -6.708 -9.445 -11.238 
6.000 -5.929 -9.119 -10.837 
6.500 -5.354 -8.597 -10.445 
7.000 -5.127 -8.260 -10.154 
7.500 -4.441 -7.859 -9.820 
8.000 -4.099 -7.389 -9.468 
8.500 -3.501 -7.086 -9.196 
9.000 -2.448 -6.610 -8.868 
9.500 -2.652 -6.352 -8.575 
10.000 -0.761 -5.978 -8.233 
10.500 -1.764 -5.539 -7.987 
11.000 -1.515 -5.114 -7.729 
11.500 -0.360 -5.092 -7.468 
12.000 -0.806 -4.705 -7.195 
12.500 1.609 -4.371 -6.977 
13.000 0.138 -4.261 -6.623 
13.500 0.237 -3.675 -6.430 
14.000 5.191 -3.181 -6.167 
14.500 3.157 -3.348 -5.959 
15.000 8.672 -3.081 -5.499 
