# t[days] ztfg ztfr ztfi 
0.500 -13.227 -14.164 -14.798 
1.000 -12.708 -13.777 -14.445 
1.500 -12.227 -13.417 -14.106 
2.000 -11.765 -13.046 -13.768 
2.500 -11.287 -12.695 -13.439 
3.000 -10.849 -12.350 -13.138 
3.500 -10.451 -12.031 -12.863 
4.000 -10.060 -11.721 -12.596 
4.500 -9.692 -11.440 -12.357 
5.000 -9.353 -11.161 -12.124 
5.500 -9.007 -10.908 -11.901 
6.000 -8.687 -10.652 -11.683 
6.500 -8.381 -10.407 -11.475 
7.000 -8.057 -10.168 -11.288 
7.500 -7.747 -9.926 -11.097 
8.000 -7.462 -9.714 -10.910 
8.500 -7.203 -9.500 -10.735 
9.000 -6.916 -9.298 -10.557 
9.500 -6.669 -9.096 -10.383 
10.000 -6.341 -8.887 -10.216 
10.500 -6.125 -8.686 -10.055 
11.000 -5.825 -8.497 -9.902 
11.500 -5.653 -8.300 -9.738 
12.000 -5.362 -8.150 -9.595 
12.500 -5.104 -7.938 -9.447 
13.000 -4.865 -7.777 -9.292 
13.500 -4.688 -7.589 -9.152 
14.000 -4.421 -7.414 -8.985 
14.500 -4.278 -7.226 -8.858 
15.000 -3.986 -7.031 -8.681 
