# t[days] ztfg ztfr ztfi 
0.500 -14.770 -15.849 -16.100 
1.000 -13.173 -14.662 -15.267 
1.500 -12.461 -13.908 -14.578 
2.000 -11.753 -13.289 -13.976 
2.500 -11.043 -12.705 -13.466 
3.000 -10.283 -12.111 -12.968 
3.500 -9.506 -11.503 -12.463 
4.000 -8.769 -10.932 -11.993 
4.500 -8.041 -10.371 -11.524 
5.000 -7.363 -9.810 -11.110 
5.500 -6.591 -9.353 -10.671 
6.000 -6.087 -8.854 -10.307 
6.500 -5.547 -8.396 -9.887 
7.000 -4.957 -7.949 -9.552 
7.500 -4.447 -7.506 -9.201 
8.000 -3.980 -7.087 -8.861 
8.500 -3.553 -6.687 -8.529 
9.000 -2.914 -6.281 -8.236 
9.500 -1.764 -5.922 -7.932 
10.000 -2.033 -5.558 -7.593 
10.500 -1.345 -5.266 -7.331 
11.000 -1.480 -4.940 -7.098 
11.500 -0.185 -4.622 -6.730 
12.000 0.041 -4.401 -6.381 
12.500 1.356 -4.031 -6.244 
13.000 -0.253 -3.697 -5.946 
13.500 1.588 -3.319 -5.720 
14.000 -0.608 -2.930 -5.397 
14.500 nan -2.667 -5.158 
15.000 5.270 -2.135 -5.099 
