# t[days] ztfg ztfr ztfi 
0.500 -15.146 -16.189 -16.388 
1.000 -13.566 -15.061 -15.590 
1.500 -12.887 -14.351 -14.925 
2.000 -12.234 -13.761 -14.359 
2.500 -11.519 -13.175 -13.843 
3.000 -10.782 -12.578 -13.339 
3.500 -10.007 -12.000 -12.849 
4.000 -9.256 -11.434 -12.371 
4.500 -8.555 -10.870 -11.930 
5.000 -7.939 -10.335 -11.494 
5.500 -7.188 -9.809 -11.059 
6.000 -6.606 -9.318 -10.680 
6.500 -6.046 -8.830 -10.297 
7.000 -5.426 -8.390 -9.932 
7.500 -5.008 -8.007 -9.574 
8.000 -4.319 -7.583 -9.224 
8.500 -3.826 -7.210 -8.961 
9.000 -3.300 -6.828 -8.608 
9.500 -3.058 -6.417 -8.286 
10.000 -2.972 -6.015 -7.968 
10.500 -1.619 -5.744 -7.716 
11.000 -1.198 -5.297 -7.344 
11.500 -0.896 -4.970 -7.100 
12.000 0.253 -4.699 -6.790 
12.500 -0.317 -4.206 -6.545 
13.000 -0.080 -4.059 -6.342 
13.500 -0.831 -3.716 -6.056 
14.000 0.674 -3.643 -5.753 
14.500 3.791 -2.660 -5.535 
15.000 2.945 -3.207 -5.218 
