# t[days] ztfg ztfr ztfi 
0.500 -15.341 -15.875 -15.678 
1.000 -14.685 -15.697 -15.850 
1.500 -14.240 -15.325 -15.610 
2.000 -13.843 -14.957 -15.314 
2.500 -13.490 -14.615 -15.024 
3.000 -13.171 -14.325 -14.773 
3.500 -12.891 -14.066 -14.534 
4.000 -12.624 -13.820 -14.319 
4.500 -12.358 -13.597 -14.114 
5.000 -12.109 -13.374 -13.920 
5.500 -11.858 -13.180 -13.744 
6.000 -11.598 -12.972 -13.560 
6.500 -11.327 -12.772 -13.378 
7.000 -11.075 -12.578 -13.220 
7.500 -10.845 -12.385 -13.055 
8.000 -10.583 -12.196 -12.889 
8.500 -10.334 -11.996 -12.741 
9.000 -10.086 -11.812 -12.585 
9.500 -9.835 -11.620 -12.417 
10.000 -9.613 -11.430 -12.277 
10.500 -9.341 -11.262 -12.121 
11.000 -9.104 -11.053 -11.981 
11.500 -8.868 -10.889 -11.834 
12.000 -8.610 -10.716 -11.704 
12.500 -8.398 -10.552 -11.556 
13.000 -8.201 -10.367 -11.426 
13.500 -7.950 -10.190 -11.284 
14.000 -7.699 -10.028 -11.151 
14.500 -7.528 -9.861 -11.009 
15.000 -7.274 -9.663 -10.819 
