# t[days] ztfg ztfr ztfi 
0.500 -13.537 -14.136 -14.479 
1.000 -13.346 -14.093 -14.554 
1.500 -13.168 -13.992 -14.460 
2.000 -12.911 -13.803 -14.285 
2.500 -12.649 -13.597 -14.078 
3.000 -12.372 -13.360 -13.875 
3.500 -12.097 -13.138 -13.666 
4.000 -11.850 -12.922 -13.481 
4.500 -11.602 -12.735 -13.302 
5.000 -11.381 -12.545 -13.138 
5.500 -11.153 -12.358 -12.975 
6.000 -10.960 -12.197 -12.831 
6.500 -10.772 -12.036 -12.679 
7.000 -10.573 -11.871 -12.549 
7.500 -10.396 -11.723 -12.419 
8.000 -10.210 -11.580 -12.291 
8.500 -10.044 -11.453 -12.176 
9.000 -9.873 -11.314 -12.069 
9.500 -9.712 -11.184 -11.945 
10.000 -9.561 -11.052 -11.840 
10.500 -9.411 -10.941 -11.735 
11.000 -9.256 -10.811 -11.637 
11.500 -9.117 -10.693 -11.534 
12.000 -8.966 -10.586 -11.439 
12.500 -8.830 -10.461 -11.345 
13.000 -8.690 -10.352 -11.241 
13.500 -8.530 -10.252 -11.151 
14.000 -8.384 -10.125 -11.053 
14.500 -8.238 -10.004 -10.949 
15.000 -8.079 -9.868 -10.809 
