# t[days] ztfg ztfr ztfi 
0.500 -14.511 -15.495 -15.749 
1.000 -12.703 -14.067 -14.742 
1.500 -11.873 -13.257 -14.023 
2.000 -11.124 -12.554 -13.379 
2.500 -10.360 -11.934 -12.820 
3.000 -9.571 -11.316 -12.295 
3.500 -8.767 -10.702 -11.780 
4.000 -8.007 -10.124 -11.295 
4.500 -7.309 -9.567 -10.824 
5.000 -6.571 -9.018 -10.396 
5.500 -5.868 -8.520 -9.966 
6.000 -5.332 -8.029 -9.574 
6.500 -4.734 -7.565 -9.189 
7.000 -4.033 -7.138 -8.818 
7.500 -3.423 -6.730 -8.476 
8.000 -2.923 -6.313 -8.119 
8.500 -2.652 -5.926 -7.813 
9.000 -1.730 -5.621 -7.468 
9.500 -1.691 -5.153 -7.150 
10.000 -0.904 -4.742 -6.814 
10.500 -0.828 -4.461 -6.512 
11.000 -0.625 -4.068 -6.300 
11.500 1.681 -3.695 -5.944 
12.000 -0.218 -3.477 -5.783 
12.500 6.275 -3.016 -5.440 
13.000 0.591 -2.877 -5.229 
13.500 nan -2.616 -4.958 
14.000 5.558 -1.908 -4.605 
14.500 nan -2.014 -4.512 
15.000 nan -1.600 -4.165 
