# t[days] ztfg ztfr ztfi 
0.500 -14.391 -15.467 -15.882 
1.000 -12.848 -14.226 -14.736 
1.500 -12.142 -13.566 -14.157 
2.000 -11.450 -13.037 -13.656 
2.500 -10.716 -12.471 -13.184 
3.000 -9.990 -11.881 -12.714 
3.500 -9.193 -11.319 -12.225 
4.000 -8.522 -10.754 -11.773 
4.500 -7.708 -10.224 -11.362 
5.000 -7.173 -9.688 -10.908 
5.500 -6.467 -9.208 -10.494 
6.000 -5.824 -8.738 -10.111 
6.500 -5.243 -8.237 -9.755 
7.000 -4.618 -7.816 -9.375 
7.500 -4.153 -7.426 -9.056 
8.000 -3.654 -6.918 -8.756 
8.500 -3.182 -6.598 -8.439 
9.000 -2.798 -6.316 -8.075 
9.500 -2.506 -6.040 -7.791 
10.000 -0.667 -5.590 -7.502 
10.500 -1.497 -5.169 -7.202 
11.000 -1.542 -4.765 -7.046 
11.500 nan -4.562 -6.704 
12.000 -0.251 -3.999 -6.475 
12.500 0.250 -3.795 -6.023 
13.000 -0.129 -3.800 -5.869 
13.500 1.254 -3.030 -5.743 
14.000 1.588 -3.139 -5.371 
14.500 0.916 -2.364 -5.243 
15.000 6.421 -2.445 -4.971 
