# t[days] ztfg ztfr ztfi 
0.500 -13.867 -14.302 -14.628 
1.000 -13.488 -14.429 -14.863 
1.500 -13.231 -14.376 -14.929 
2.000 -12.902 -14.199 -14.855 
2.500 -12.541 -13.967 -14.705 
3.000 -12.182 -13.725 -14.528 
3.500 -11.843 -13.475 -14.350 
4.000 -11.523 -13.256 -14.179 
4.500 -11.197 -13.011 -13.974 
5.000 -10.897 -12.782 -13.797 
5.500 -10.608 -12.555 -13.615 
6.000 -10.301 -12.339 -13.427 
6.500 -10.007 -12.103 -13.254 
7.000 -9.743 -11.890 -13.065 
7.500 -9.458 -11.697 -12.906 
8.000 -9.230 -11.499 -12.734 
8.500 -8.994 -11.280 -12.560 
9.000 -8.686 -11.096 -12.396 
9.500 -8.412 -10.905 -12.249 
10.000 -8.187 -10.699 -12.075 
10.500 -7.924 -10.528 -11.937 
11.000 -7.728 -10.341 -11.773 
11.500 -7.486 -10.173 -11.628 
12.000 -7.220 -9.989 -11.460 
12.500 -6.973 -9.827 -11.338 
13.000 -6.798 -9.655 -11.200 
13.500 -6.657 -9.483 -11.050 
14.000 -6.409 -9.324 -10.900 
14.500 -6.053 -9.107 -10.730 
15.000 -5.818 -8.871 -10.525 
