# t[days] ztfg ztfr ztfi 
0.500 -14.938 -16.029 -16.284 
1.000 -13.377 -15.006 -15.732 
1.500 -12.690 -14.294 -15.151 
2.000 -12.031 -13.682 -14.604 
2.500 -11.345 -13.117 -14.102 
3.000 -10.653 -12.542 -13.604 
3.500 -9.848 -11.966 -13.130 
4.000 -9.241 -11.426 -12.679 
4.500 -8.454 -10.879 -12.259 
5.000 -7.886 -10.360 -11.851 
5.500 -7.217 -9.937 -11.478 
6.000 -6.782 -9.394 -11.041 
6.500 -6.180 -8.973 -10.679 
7.000 -5.452 -8.579 -10.347 
7.500 -4.957 -8.139 -9.982 
8.000 -4.362 -7.717 -9.628 
8.500 -3.692 -7.367 -9.367 
9.000 -3.439 -6.881 -9.037 
9.500 -3.246 -6.519 -8.664 
10.000 -3.004 -6.130 -8.499 
10.500 -2.182 -6.021 -8.171 
11.000 -1.670 -5.566 -7.847 
11.500 -1.277 -5.366 -7.549 
12.000 -0.883 -4.947 -7.345 
12.500 -1.057 -4.729 -7.103 
13.000 -0.573 -4.126 -6.844 
13.500 0.136 -3.863 -6.468 
14.000 nan -3.724 -6.254 
14.500 1.319 -3.408 -5.979 
15.000 0.797 -3.166 -5.837 
