# t[days] ztfg ztfr ztfi 
0.500 -12.615 -13.279 -13.722 
1.000 -12.911 -13.624 -14.201 
1.500 -13.036 -13.853 -14.424 
2.000 -12.987 -13.908 -14.502 
2.500 -12.852 -13.871 -14.475 
3.000 -12.680 -13.781 -14.413 
3.500 -12.507 -13.656 -14.314 
4.000 -12.325 -13.527 -14.205 
4.500 -12.121 -13.388 -14.093 
5.000 -11.922 -13.251 -13.979 
5.500 -11.736 -13.103 -13.849 
6.000 -11.529 -12.951 -13.732 
6.500 -11.331 -12.802 -13.601 
7.000 -11.142 -12.672 -13.487 
7.500 -10.956 -12.540 -13.375 
8.000 -10.779 -12.395 -13.247 
8.500 -10.593 -12.242 -13.135 
9.000 -10.424 -12.127 -13.020 
9.500 -10.258 -11.986 -12.911 
10.000 -10.098 -11.861 -12.801 
10.500 -9.927 -11.726 -12.697 
11.000 -9.770 -11.608 -12.582 
11.500 -9.592 -11.484 -12.479 
12.000 -9.436 -11.367 -12.383 
12.500 -9.260 -11.250 -12.285 
13.000 -9.123 -11.116 -12.184 
13.500 -8.972 -11.011 -12.082 
14.000 -8.808 -10.868 -11.980 
14.500 -8.612 -10.710 -11.846 
15.000 -8.372 -10.530 -11.676 
