# t[days] ztfg ztfr ztfi 
0.500 -13.755 -14.679 -14.973 
1.000 -12.188 -13.299 -13.708 
1.500 -11.432 -12.605 -13.020 
2.000 -10.668 -12.020 -12.479 
2.500 -9.881 -11.429 -11.978 
3.000 -9.044 -10.811 -11.476 
3.500 -8.254 -10.200 -10.970 
4.000 -7.457 -9.611 -10.494 
4.500 -6.682 -9.027 -10.012 
5.000 -6.026 -8.472 -9.568 
5.500 -5.341 -7.915 -9.120 
6.000 -4.672 -7.446 -8.717 
6.500 -3.991 -6.962 -8.345 
7.000 -3.510 -6.511 -7.963 
7.500 -2.695 -6.068 -7.608 
8.000 -2.408 -5.644 -7.261 
8.500 -1.763 -5.297 -6.982 
9.000 -0.824 -4.899 -6.609 
9.500 -1.203 -4.517 -6.289 
10.000 -0.628 -4.120 -5.978 
10.500 -0.119 -3.674 -5.673 
11.000 0.954 -3.262 -5.457 
11.500 0.549 -3.075 -5.198 
12.000 1.160 -2.722 -4.888 
12.500 nan -2.407 -4.557 
13.000 2.512 -2.151 -4.402 
13.500 2.207 -1.778 -4.063 
14.000 2.973 -1.370 -3.646 
14.500 2.557 -1.447 -3.567 
15.000 3.625 -0.508 -3.217 
